"filename","label","writer_id","folder","source_relative","rgb_relative","width","height"
"m6_0_05.png","0","m6","0","0/m6_0_05.png","0/m6_0_05.ppm","280","260"
"m6_1_01.png","1","m6","1","1/m6_1_01.png","1/m6_1_01.ppm","290","275"
"m6_1_02.png","1","m6","1","1/m6_1_02.png","1/m6_1_02.ppm","240","275"
"m6_1_03.png","1","m6","1","1/m6_1_03.png","1/m6_1_03.ppm","250","275"
"m6_1_04.png","1","m6","1","1/m6_1_04.png","1/m6_1_04.ppm","250","275"
"m6_1_05.png","1","m6","1","1/m6_1_05.png","1/m6_1_05.ppm","280","275"
"m6_2_01.png","2","m6","2","2/m6_2_01.png","2/m6_2_01.ppm","290","230"
"m6_2_02.png","2","m6","2","2/m6_2_02.png","2/m6_2_02.ppm","240","230"
"m6_2_03.png","2","m6","2","2/m6_2_03.png","2/m6_2_03.ppm","250","230"
"m6_2_04.png","2","m6","2","2/m6_2_04.png","2/m6_2_04.ppm","250","230"
"m6_2_05.png","2","m6","2","2/m6_2_05.png","2/m6_2_05.ppm","280","230"
"m6_3_01.png","3","m6","3","3/m6_3_01.png","3/m6_3_01.ppm","290","335"
"m6_3_02.png","3","m6","3","3/m6_3_02.png","3/m6_3_02.ppm","240","335"
"m6_3_03.png","3","m6","3","3/m6_3_03.png","3/m6_3_03.ppm","250","335"
"m6_3_04.png","3","m6","3","3/m6_3_04.png","3/m6_3_04.ppm","250","335"
"m6_3_05.png","3","m6","3","3/m6_3_05.png","3/m6_3_05.ppm","280","335"
"m6_4_01.png","4","m6","4","4/m6_4_01.png","4/m6_4_01.ppm","290","330"
"m6_4_02.png","4","m6","4","4/m6_4_02.png","4/m6_4_02.ppm","240","330"
"m6_4_03.png","4","m6","4","4/m6_4_03.png","4/m6_4_03.ppm","250","330"
"m6_4_04.png","4","m6","4","4/m6_4_04.png","4/m6_4_04.ppm","250","330"
"m6_4_05.png","4","m6","4","4/m6_4_05.png","4/m6_4_05.ppm","280","330"
"m6_5_01.png","5","m6","5","5/m6_5_01.png","5/m6_5_01.ppm","290","320"
"m6_5_02.png","5","m6","5","5/m6_5_02.png","5/m6_5_02.ppm","240","320"
"m6_5_03.png","5","m6","5","5/m6_5_03.png","5/m6_5_03.ppm","250","320"
"m6_5_04.png","5","m6","5","5/m6_5_04.png","5/m6_5_04.ppm","250","320"
"m6_5_05.png","5","m6","5","5/m6_5_05.png","5/m6_5_05.ppm","280","320"
"m6_6_01.png","6","m6","6","6/m6_6_01.png","6/m6_6_01.ppm","290","370"
"m6_6_02.png","6","m6","6","6/m6_6_02.png","6/m6_6_02.ppm","240","370"
"m6_6_03.png","6","m6","6","6/m6_6_03.png","6/m6_6_03.ppm","250","370"
"m6_6_04.png","6","m6","6","6/m6_6_04.png","6/m6_6_04.ppm","250","370"
"m6_6_05.png","6","m6","6","6/m6_6_05.png","6/m6_6_05.ppm","280","370"
"m6_7_01.png","7","m6","7","7/m6_7_01.png","7/m6_7_01.ppm","290","310"
"m6_7_02.png","7","m6","7","7/m6_7_02.png","7/m6_7_02.ppm","240","310"
"m6_7_03.png","7","m6","7","7/m6_7_03.png","7/m6_7_03.ppm","250","310"
"m6_7_04.png","7","m6","7","7/m6_7_04.png","7/m6_7_04.ppm","250","310"
"m6_7_05.png","7","m6","7","7/m6_7_05.png","7/m6_7_05.ppm","280","310"
"m6_8_01.png","8","m6","8","8/m6_8_01.png","8/m6_8_01.ppm","290","360"
"m6_8_02.png","8","m6","8","8/m6_8_02.png","8/m6_8_02.ppm","240","360"
"m6_8_03.png","8","m6","8","8/m6_8_03.png","8/m6_8_03.ppm","250","360"
"m6_8_04.png","8","m6","8","8/m6_8_04.png","8/m6_8_04.ppm","250","360"
"m6_8_05.png","8","m6","8","8/m6_8_05.png","8/m6_8_05.ppm","280","360"
"m6_9_01.png","9","m6","9","9/m6_9_01.png","9/m6_9_01.ppm","290","350"
"m6_9_02.png","9","m6","9","9/m6_9_02.png","9/m6_9_02.ppm","240","350"
"m6_9_03.png","9","m6","9","9/m6_9_03.png","9/m6_9_03.ppm","250","350"
"m6_9_04.png","9","m6","9","9/m6_9_04.png","9/m6_9_04.ppm","250","350"
"m6_9_05.png","9","m6","9","9/m6_9_05.png","9/m6_9_05.ppm","280","350"
"m8_0_01.jpg","0","m8","0","0/m8_0_01.jpg","0/m8_0_01.ppm","386","480"
"m8_1_01.jpg","1","m8","1","1/m8_1_01.jpg","1/m8_1_01.ppm","213","480"
"m8_2_01.jpg","2","m8","2","2/m8_2_01.jpg","2/m8_2_01.ppm","362","480"
"m8_3_01.jpg","3","m8","3","3/m8_3_01.jpg","3/m8_3_01.ppm","380","480"
"m8_4_01.jpg","4","m8","4","4/m8_4_01.jpg","4/m8_4_01.ppm","339","480"
"m8_5_01.jpg","5","m8","5","5/m8_5_01.jpg","5/m8_5_01.ppm","378","480"
"m8_6_01.jpg","6","m8","6","6/m8_6_01.jpg","6/m8_6_01.ppm","286","480"
"m8_7_01.jpg","7","m8","7","7/m8_7_01.jpg","7/m8_7_01.ppm","365","480"
"m8_8_01.jpg","8","m8","8","8/m8_8_01.jpg","8/m8_8_01.ppm","275","480"
"m8_9_01.jpg","9","m8","9","9/m8_9_01.jpg","9/m8_9_01.ppm","249","480"
"m8_0_02.png","0","m8","0","0/m8_0_02.png","0/m8_0_02.ppm","340","273"
"m8_0_03.png","0","m8","0","0/m8_0_03.png","0/m8_0_03.ppm","340","273"
"m8_0_04.png","0","m8","0","0/m8_0_04.png","0/m8_0_04.ppm","340","273"
"m8_0_05.png","0","m8","0","0/m8_0_05.png","0/m8_0_05.ppm","340","273"
"m8_1_02.png","1","m8","1","1/m8_1_02.png","1/m8_1_02.ppm","340","273"
"m8_1_03.png","1","m8","1","1/m8_1_03.png","1/m8_1_03.ppm","340","273"
"m8_1_04.png","1","m8","1","1/m8_1_04.png","1/m8_1_04.ppm","340","273"
"m8_1_05.png","1","m8","1","1/m8_1_05.png","1/m8_1_05.ppm","340","273"
"m8_2_02.png","2","m8","2","2/m8_2_02.png","2/m8_2_02.ppm","340","273"
"m8_2_03.png","2","m8","2","2/m8_2_03.png","2/m8_2_03.ppm","340","273"
"m8_2_04.png","2","m8","2","2/m8_2_04.png","2/m8_2_04.ppm","340","273"
"m8_2_05.png","2","m8","2","2/m8_2_05.png","2/m8_2_05.ppm","340","273"
"m8_3_02.png","3","m8","3","3/m8_3_02.png","3/m8_3_02.ppm","340","273"
"m8_3_03.png","3","m8","3","3/m8_3_03.png","3/m8_3_03.ppm","340","273"
"m8_3_04.png","3","m8","3","3/m8_3_04.png","3/m8_3_04.ppm","340","273"
"m8_3_05.png","3","m8","3","3/m8_3_05.png","3/m8_3_05.ppm","340","273"
"m8_4_02.png","4","m8","4","4/m8_4_02.png","4/m8_4_02.ppm","340","273"
"m8_4_03.png","4","m8","4","4/m8_4_03.png","4/m8_4_03.ppm","340","273"
"m8_4_04.png","4","m8","4","4/m8_4_04.png","4/m8_4_04.ppm","340","273"
"m8_4_05.png","4","m8","4","4/m8_4_05.png","4/m8_4_05.ppm","340","273"
"m8_5_02.png","5","m8","5","5/m8_5_02.png","5/m8_5_02.ppm","340","273"
"m8_5_03.png","5","m8","5","5/m8_5_03.png","5/m8_5_03.ppm","340","273"
"m8_5_04.png","5","m8","5","5/m8_5_04.png","5/m8_5_04.ppm","340","273"
"m8_5_05.png","5","m8","5","5/m8_5_05.png","5/m8_5_05.ppm","340","273"
"m8_6_02.png","6","m8","6","6/m8_6_02.png","6/m8_6_02.ppm","340","273"
"m8_6_03.png","6","m8","6","6/m8_6_03.png","6/m8_6_03.ppm","340","273"
"m8_6_04.png","6","m8","6","6/m8_6_04.png","6/m8_6_04.ppm","340","273"
"m8_6_05.png","6","m8","6","6/m8_6_05.png","6/m8_6_05.ppm","340","273"
"m8_7_02.png","7","m8","7","7/m8_7_02.png","7/m8_7_02.ppm","340","273"
"m8_7_03.png","7","m8","7","7/m8_7_03.png","7/m8_7_03.ppm","340","273"
"m8_7_04.png","7","m8","7","7/m8_7_04.png","7/m8_7_04.ppm","340","273"
"m8_7_05.png","7","m8","7","7/m8_7_05.png","7/m8_7_05.ppm","340","273"
"m8_8_02.png","8","m8","8","8/m8_8_02.png","8/m8_8_02.ppm","340","273"
"m8_8_03.png","8","m8","8","8/m8_8_03.png","8/m8_8_03.ppm","340","273"
"m8_8_04.png","8","m8","8","8/m8_8_04.png","8/m8_8_04.ppm","340","273"
"m8_8_05.png","8","m8","8","8/m8_8_05.png","8/m8_8_05.ppm","340","273"
"m8_9_02.png","9","m8","9","9/m8_9_02.png","9/m8_9_02.ppm","340","273"
"m8_9_03.png","9","m8","9","9/m8_9_03.png","9/m8_9_03.ppm","340","273"
"m8_9_04.png","9","m8","9","9/m8_9_04.png","9/m8_9_04.ppm","340","273"
"m8_9_05.png","9","m8","9","9/m8_9_05.png","9/m8_9_05.ppm","340","273"
"m5_0_01.jpg","0","m5","0","0/m5_0_01.jpg","0/m5_0_01.ppm","116","148"
"m5_0_02.jpg","0","m5","0","0/m5_0_02.jpg","0/m5_0_02.ppm","116","148"
"m5_0_03.jpg","0","m5","0","0/m5_0_03.jpg","0/m5_0_03.ppm","120","132"
"m5_0_04.jpg","0","m5","0","0/m5_0_04.jpg","0/m5_0_04.ppm","121","133"
"m5_1_01.jpg","1","m5","1","1/m5_1_01.jpg","1/m5_1_01.ppm","91","109"
"m5_1_02.jpg","1","m5","1","1/m5_1_02.jpg","1/m5_1_02.ppm","90","114"
"m5_1_03.jpg","1","m5","1","1/m5_1_03.jpg","1/m5_1_03.ppm","88","116"
"m5_1_04.jpg","1","m5","1","1/m5_1_04.jpg","1/m5_1_04.ppm","89","117"
"m5_2_01.jpg","2","m5","2","2/m5_2_01.jpg","2/m5_2_01.ppm","107","123"
"m5_2_02.jpg","2","m5","2","2/m5_2_02.jpg","2/m5_2_02.ppm","119","127"
"m5_2_03.jpg","2","m5","2","2/m5_2_03.jpg","2/m5_2_03.ppm","123","140"
"m5_2_04.jpg","2","m5","2","2/m5_2_04.jpg","2/m5_2_04.ppm","122","144"
"m5_3_01.jpg","3","m5","3","3/m5_3_01.jpg","3/m5_3_01.ppm","117","165"
"m5_3_02.jpg","3","m5","3","3/m5_3_02.jpg","3/m5_3_02.ppm","113","159"
"m5_3_03.jpg","3","m5","3","3/m5_3_03.jpg","3/m5_3_03.ppm","122","187"
"m5_3_04.jpg","3","m5","3","3/m5_3_04.jpg","3/m5_3_04.ppm","122","164"
"m5_4_01.jpg","4","m5","4","4/m5_4_01.jpg","4/m5_4_01.ppm","143","153"
"m5_4_02.jpg","4","m5","4","4/m5_4_02.jpg","4/m5_4_02.ppm","132","152"
"m5_4_03.jpg","4","m5","4","4/m5_4_03.jpg","4/m5_4_03.ppm","139","172"
"m5_4_04.jpg","4","m5","4","4/m5_4_04.jpg","4/m5_4_04.ppm","126","154"
"m5_5_01.jpg","5","m5","5","5/m5_5_01.jpg","5/m5_5_01.ppm","134","164"
"m5_5_02.jpg","5","m5","5","5/m5_5_02.jpg","5/m5_5_02.ppm","119","165"
"m5_5_03.jpg","5","m5","5","5/m5_5_03.jpg","5/m5_5_03.ppm","123","140"
"m5_5_04.jpg","5","m5","5","5/m5_5_04.jpg","5/m5_5_04.ppm","118","155"
"m5_6_01.jpg","6","m5","6","6/m5_6_01.jpg","6/m5_6_01.ppm","120","178"
"m5_6_02.jpg","6","m5","6","6/m5_6_02.jpg","6/m5_6_02.ppm","125","177"
"m5_6_03.jpg","6","m5","6","6/m5_6_03.jpg","6/m5_6_03.ppm","117","190"
"m5_6_04.jpg","6","m5","6","6/m5_6_04.jpg","6/m5_6_04.ppm","114","166"
"m5_7_01.jpg","7","m5","7","7/m5_7_01.jpg","7/m5_7_01.ppm","117","148"
"m5_7_02.jpg","7","m5","7","7/m5_7_02.jpg","7/m5_7_02.ppm","120","146"
"m5_7_03.jpg","7","m5","7","7/m5_7_03.jpg","7/m5_7_03.ppm","113","148"
"m5_7_04.jpg","7","m5","7","7/m5_7_04.jpg","7/m5_7_04.ppm","113","150"
"m5_8_01.jpg","8","m5","8","8/m5_8_01.jpg","8/m5_8_01.ppm","115","160"
"m5_8_02.jpg","8","m5","8","8/m5_8_02.jpg","8/m5_8_02.ppm","111","159"
"m5_8_03.jpg","8","m5","8","8/m5_8_03.jpg","8/m5_8_03.ppm","110","147"
"m5_8_04.jpg","8","m5","8","8/m5_8_04.jpg","8/m5_8_04.ppm","118","151"
"m5_9_01.jpg","9","m5","9","9/m5_9_01.jpg","9/m5_9_01.ppm","119","194"
"m5_9_02.jpg","9","m5","9","9/m5_9_02.jpg","9/m5_9_02.ppm","118","181"
"m5_9_03.jpg","9","m5","9","9/m5_9_03.jpg","9/m5_9_03.ppm","119","194"
"m5_9_04.jpg","9","m5","9","9/m5_9_04.jpg","9/m5_9_04.ppm","122","200"
