filename,label,writer_id,folder,source_relative,simple_relative,full_relative,fixed_simple_relative,fixed_full_relative,full_roi_valid,full_foreground_pixels,full_threshold,full_roi_left,full_roi_top,full_roi_right,full_roi_bottom
m6_0_01.png,0,m6,0,0/m6_0_01.png,processed_simple/0/m6_0_01.pgm,processed_full/0/m6_0_01.pgm,fixed_input/simple/0/m6_0_01.txt,fixed_input/full/0/m6_0_01.txt,1,3875,127,123,70,210,179
m6_0_02.png,0,m6,0,0/m6_0_02.png,processed_simple/0/m6_0_02.pgm,processed_full/0/m6_0_02.pgm,fixed_input/simple/0/m6_0_02.txt,fixed_input/full/0/m6_0_02.txt,1,2948,123,84,62,165,150
m6_0_03.png,0,m6,0,0/m6_0_03.png,processed_simple/0/m6_0_03.pgm,processed_full/0/m6_0_03.pgm,fixed_input/simple/0/m6_0_03.txt,fixed_input/full/0/m6_0_03.txt,1,2876,122,107,75,174,160
m6_0_04.png,0,m6,0,0/m6_0_04.png,processed_simple/0/m6_0_04.pgm,processed_full/0/m6_0_04.pgm,fixed_input/simple/0/m6_0_04.txt,fixed_input/full/0/m6_0_04.txt,1,3336,120,85,59,164,162
m6_0_05.png,0,m6,0,0/m6_0_05.png,processed_simple/0/m6_0_05.pgm,processed_full/0/m6_0_05.pgm,fixed_input/simple/0/m6_0_05.txt,fixed_input/full/0/m6_0_05.txt,1,2851,124,155,75,224,166
m6_1_01.png,1,m6,1,1/m6_1_01.png,processed_simple/1/m6_1_01.pgm,processed_full/1/m6_1_01.pgm,fixed_input/simple/1/m6_1_01.txt,fixed_input/full/1/m6_1_01.txt,1,1341,123,203,76,228,188
m6_1_02.png,1,m6,1,1/m6_1_02.png,processed_simple/1/m6_1_02.pgm,processed_full/1/m6_1_02.pgm,fixed_input/simple/1/m6_1_02.txt,fixed_input/full/1/m6_1_02.txt,1,1516,127,36,119,195,226
m6_1_03.png,1,m6,1,1/m6_1_03.png,processed_simple/1/m6_1_03.pgm,processed_full/1/m6_1_03.pgm,fixed_input/simple/1/m6_1_03.txt,fixed_input/full/1/m6_1_03.txt,1,1958,131,137,68,159,203
m6_1_04.png,1,m6,1,1/m6_1_04.png,processed_simple/1/m6_1_04.pgm,processed_full/1/m6_1_04.pgm,fixed_input/simple/1/m6_1_04.txt,fixed_input/full/1/m6_1_04.txt,1,2030,128,131,77,153,221
m6_1_05.png,1,m6,1,1/m6_1_05.png,processed_simple/1/m6_1_05.pgm,processed_full/1/m6_1_05.pgm,fixed_input/simple/1/m6_1_05.txt,fixed_input/full/1/m6_1_05.txt,1,2136,130,148,59,168,234
m6_2_01.png,2,m6,2,2/m6_2_01.png,processed_simple/2/m6_2_01.pgm,processed_full/2/m6_2_01.pgm,fixed_input/simple/2/m6_2_01.txt,fixed_input/full/2/m6_2_01.txt,1,2546,127,153,54,249,141
m6_2_02.png,2,m6,2,2/m6_2_02.png,processed_simple/2/m6_2_02.pgm,processed_full/2/m6_2_02.pgm,fixed_input/simple/2/m6_2_02.txt,fixed_input/full/2/m6_2_02.txt,1,2477,126,110,56,209,145
m6_2_03.png,2,m6,2,2/m6_2_03.png,processed_simple/2/m6_2_03.pgm,processed_full/2/m6_2_03.pgm,fixed_input/simple/2/m6_2_03.txt,fixed_input/full/2/m6_2_03.txt,1,2696,128,130,69,205,172
m6_2_04.png,2,m6,2,2/m6_2_04.png,processed_simple/2/m6_2_04.pgm,processed_full/2/m6_2_04.pgm,fixed_input/simple/2/m6_2_04.txt,fixed_input/full/2/m6_2_04.txt,1,2449,126,68,76,168,164
m6_2_05.png,2,m6,2,2/m6_2_05.png,processed_simple/2/m6_2_05.pgm,processed_full/2/m6_2_05.pgm,fixed_input/simple/2/m6_2_05.txt,fixed_input/full/2/m6_2_05.txt,1,2631,127,107,93,194,182
m6_3_01.png,3,m6,3,3/m6_3_01.png,processed_simple/3/m6_3_01.pgm,processed_full/3/m6_3_01.pgm,fixed_input/simple/3/m6_3_01.txt,fixed_input/full/3/m6_3_01.txt,1,3242,127,108,104,176,248
m6_3_02.png,3,m6,3,3/m6_3_02.png,processed_simple/3/m6_3_02.pgm,processed_full/3/m6_3_02.pgm,fixed_input/simple/3/m6_3_02.txt,fixed_input/full/3/m6_3_02.txt,1,3580,127,73,110,139,272
m6_3_03.png,3,m6,3,3/m6_3_03.png,processed_simple/3/m6_3_03.pgm,processed_full/3/m6_3_03.pgm,fixed_input/simple/3/m6_3_03.txt,fixed_input/full/3/m6_3_03.txt,1,3317,127,89,70,140,262
m6_3_04.png,3,m6,3,3/m6_3_04.png,processed_simple/3/m6_3_04.pgm,processed_full/3/m6_3_04.pgm,fixed_input/simple/3/m6_3_04.txt,fixed_input/full/3/m6_3_04.txt,1,3614,128,93,6,171,257
m6_3_05.png,3,m6,3,3/m6_3_05.png,processed_simple/3/m6_3_05.pgm,processed_full/3/m6_3_05.pgm,fixed_input/simple/3/m6_3_05.txt,fixed_input/full/3/m6_3_05.txt,1,3182,128,108,108,171,267
m6_4_01.png,4,m6,4,4/m6_4_01.png,processed_simple/4/m6_4_01.pgm,processed_full/4/m6_4_01.pgm,fixed_input/simple/4/m6_4_01.txt,fixed_input/full/4/m6_4_01.txt,1,4976,127,102,104,217,277
m6_4_02.png,4,m6,4,4/m6_4_02.png,processed_simple/4/m6_4_02.pgm,processed_full/4/m6_4_02.pgm,fixed_input/simple/4/m6_4_02.txt,fixed_input/full/4/m6_4_02.txt,1,4923,127,54,116,178,292
m6_4_03.png,4,m6,4,4/m6_4_03.png,processed_simple/4/m6_4_03.pgm,processed_full/4/m6_4_03.pgm,fixed_input/simple/4/m6_4_03.txt,fixed_input/full/4/m6_4_03.txt,1,5048,128,41,125,154,316
m6_4_04.png,4,m6,4,4/m6_4_04.png,processed_simple/4/m6_4_04.pgm,processed_full/4/m6_4_04.pgm,fixed_input/simple/4/m6_4_04.txt,fixed_input/full/4/m6_4_04.txt,1,4842,128,73,86,171,244
m6_4_05.png,4,m6,4,4/m6_4_05.png,processed_simple/4/m6_4_05.pgm,processed_full/4/m6_4_05.pgm,fixed_input/simple/4/m6_4_05.txt,fixed_input/full/4/m6_4_05.txt,1,4382,128,61,104,161,264
m6_5_01.png,5,m6,5,5/m6_5_01.png,processed_simple/5/m6_5_01.pgm,processed_full/5/m6_5_01.pgm,fixed_input/simple/5/m6_5_01.txt,fixed_input/full/5/m6_5_01.txt,1,2599,126,91,98,168,217
m6_5_02.png,5,m6,5,5/m6_5_02.png,processed_simple/5/m6_5_02.pgm,processed_full/5/m6_5_02.pgm,fixed_input/simple/5/m6_5_02.txt,fixed_input/full/5/m6_5_02.txt,1,2677,127,69,109,140,225
m6_5_03.png,5,m6,5,5/m6_5_03.png,processed_simple/5/m6_5_03.pgm,processed_full/5/m6_5_03.pgm,fixed_input/simple/5/m6_5_03.txt,fixed_input/full/5/m6_5_03.txt,1,3103,128,65,95,170,214
m6_5_04.png,5,m6,5,5/m6_5_04.png,processed_simple/5/m6_5_04.pgm,processed_full/5/m6_5_04.pgm,fixed_input/simple/5/m6_5_04.txt,fixed_input/full/5/m6_5_04.txt,1,2778,133,83,112,160,226
m6_5_05.png,5,m6,5,5/m6_5_05.png,processed_simple/5/m6_5_05.pgm,processed_full/5/m6_5_05.pgm,fixed_input/simple/5/m6_5_05.txt,fixed_input/full/5/m6_5_05.txt,1,3458,127,55,62,128,222
m6_6_01.png,6,m6,6,6/m6_6_01.png,processed_simple/6/m6_6_01.pgm,processed_full/6/m6_6_01.pgm,fixed_input/simple/6/m6_6_01.txt,fixed_input/full/6/m6_6_01.txt,1,3597,127,98,136,166,280
m6_6_02.png,6,m6,6,6/m6_6_02.png,processed_simple/6/m6_6_02.pgm,processed_full/6/m6_6_02.pgm,fixed_input/simple/6/m6_6_02.txt,fixed_input/full/6/m6_6_02.txt,1,3196,127,6,2,152,323
m6_6_03.png,6,m6,6,6/m6_6_03.png,processed_simple/6/m6_6_03.pgm,processed_full/6/m6_6_03.pgm,fixed_input/simple/6/m6_6_03.txt,fixed_input/full/6/m6_6_03.txt,1,3491,127,102,113,164,251
m6_6_04.png,6,m6,6,6/m6_6_04.png,processed_simple/6/m6_6_04.pgm,processed_full/6/m6_6_04.pgm,fixed_input/simple/6/m6_6_04.txt,fixed_input/full/6/m6_6_04.txt,1,3254,127,81,106,130,263
m6_6_05.png,6,m6,6,6/m6_6_05.png,processed_simple/6/m6_6_05.pgm,processed_full/6/m6_6_05.pgm,fixed_input/simple/6/m6_6_05.txt,fixed_input/full/6/m6_6_05.txt,1,3570,127,76,133,144,271
m6_7_01.png,7,m6,7,7/m6_7_01.png,processed_simple/7/m6_7_01.pgm,processed_full/7/m6_7_01.pgm,fixed_input/simple/7/m6_7_01.txt,fixed_input/full/7/m6_7_01.txt,1,1892,128,75,104,150,200
m6_7_02.png,7,m6,7,7/m6_7_02.png,processed_simple/7/m6_7_02.pgm,processed_full/7/m6_7_02.pgm,fixed_input/simple/7/m6_7_02.txt,fixed_input/full/7/m6_7_02.txt,1,2675,125,55,97,130,234
m6_7_03.png,7,m6,7,7/m6_7_03.png,processed_simple/7/m6_7_03.pgm,processed_full/7/m6_7_03.pgm,fixed_input/simple/7/m6_7_03.txt,fixed_input/full/7/m6_7_03.txt,1,2959,130,39,104,137,243
m6_7_04.png,7,m6,7,7/m6_7_04.png,processed_simple/7/m6_7_04.pgm,processed_full/7/m6_7_04.pgm,fixed_input/simple/7/m6_7_04.txt,fixed_input/full/7/m6_7_04.txt,1,2338,127,82,104,160,227
m6_7_05.png,7,m6,7,7/m6_7_05.png,processed_simple/7/m6_7_05.pgm,processed_full/7/m6_7_05.pgm,fixed_input/simple/7/m6_7_05.txt,fixed_input/full/7/m6_7_05.txt,1,2622,132,87,84,162,224
m6_8_01.png,8,m6,8,8/m6_8_01.png,processed_simple/8/m6_8_01.pgm,processed_full/8/m6_8_01.pgm,fixed_input/simple/8/m6_8_01.txt,fixed_input/full/8/m6_8_01.txt,1,4176,128,94,69,174,195
m6_8_02.png,8,m6,8,8/m6_8_02.png,processed_simple/8/m6_8_02.pgm,processed_full/8/m6_8_02.pgm,fixed_input/simple/8/m6_8_02.txt,fixed_input/full/8/m6_8_02.txt,1,4037,128,87,101,158,229
m6_8_03.png,8,m6,8,8/m6_8_03.png,processed_simple/8/m6_8_03.pgm,processed_full/8/m6_8_03.pgm,fixed_input/simple/8/m6_8_03.txt,fixed_input/full/8/m6_8_03.txt,1,4552,128,61,125,162,265
m6_8_04.png,8,m6,8,8/m6_8_04.png,processed_simple/8/m6_8_04.pgm,processed_full/8/m6_8_04.pgm,fixed_input/simple/8/m6_8_04.txt,fixed_input/full/8/m6_8_04.txt,1,4664,130,89,104,185,236
m6_8_05.png,8,m6,8,8/m6_8_05.png,processed_simple/8/m6_8_05.pgm,processed_full/8/m6_8_05.pgm,fixed_input/simple/8/m6_8_05.txt,fixed_input/full/8/m6_8_05.txt,1,4565,126,52,59,185,232
m6_9_01.png,9,m6,9,9/m6_9_01.png,processed_simple/9/m6_9_01.pgm,processed_full/9/m6_9_01.pgm,fixed_input/simple/9/m6_9_01.txt,fixed_input/full/9/m6_9_01.txt,1,3397,123,101,76,171,238
m6_9_02.png,9,m6,9,9/m6_9_02.png,processed_simple/9/m6_9_02.pgm,processed_full/9/m6_9_02.pgm,fixed_input/simple/9/m6_9_02.txt,fixed_input/full/9/m6_9_02.txt,1,3909,127,60,79,135,238
m6_9_03.png,9,m6,9,9/m6_9_03.png,processed_simple/9/m6_9_03.pgm,processed_full/9/m6_9_03.pgm,fixed_input/simple/9/m6_9_03.txt,fixed_input/full/9/m6_9_03.txt,1,3531,128,74,90,140,257
m6_9_04.png,9,m6,9,9/m6_9_04.png,processed_simple/9/m6_9_04.pgm,processed_full/9/m6_9_04.pgm,fixed_input/simple/9/m6_9_04.txt,fixed_input/full/9/m6_9_04.txt,1,4119,121,63,103,141,287
m6_9_05.png,9,m6,9,9/m6_9_05.png,processed_simple/9/m6_9_05.pgm,processed_full/9/m6_9_05.pgm,fixed_input/simple/9/m6_9_05.txt,fixed_input/full/9/m6_9_05.txt,1,3480,126,90,108,154,258
m8_0_01.jpg,0,m8,0,0/m8_0_01.jpg,processed_simple/0/m8_0_01.pgm,processed_full/0/m8_0_01.pgm,fixed_input/simple/0/m8_0_01.txt,fixed_input/full/0/m8_0_01.txt,1,25465,146,53,52,333,427
m8_1_01.jpg,1,m8,1,1/m8_1_01.jpg,processed_simple/1/m8_1_01.pgm,processed_full/1/m8_1_01.pgm,fixed_input/simple/1/m8_1_01.txt,fixed_input/full/1/m8_1_01.txt,1,9703,155,47,48,165,432
m8_2_01.jpg,2,m8,2,2/m8_2_01.jpg,processed_simple/2/m8_2_01.pgm,processed_full/2/m8_2_01.pgm,fixed_input/simple/2/m8_2_01.txt,fixed_input/full/2/m8_2_01.txt,1,19682,153,47,46,314,434
m8_3_01.jpg,3,m8,3,3/m8_3_01.jpg,processed_simple/3/m8_3_01.pgm,processed_full/3/m8_3_01.pgm,fixed_input/simple/3/m8_3_01.txt,fixed_input/full/3/m8_3_01.txt,1,19887,146,53,52,327,426
m8_4_01.jpg,4,m8,4,4/m8_4_01.jpg,processed_simple/4/m8_4_01.pgm,processed_full/4/m8_4_01.pgm,fixed_input/simple/4/m8_4_01.txt,fixed_input/full/4/m8_4_01.txt,1,15042,156,38,38,302,440
m8_5_01.jpg,5,m8,5,5/m8_5_01.jpg,processed_simple/5/m8_5_01.pgm,processed_full/5/m8_5_01.pgm,fixed_input/simple/5/m8_5_01.txt,fixed_input/full/5/m8_5_01.txt,1,19997,142,46,46,332,434
m8_6_01.jpg,6,m8,6,6/m8_6_01.jpg,processed_simple/6/m8_6_01.pgm,processed_full/6/m8_6_01.pgm,fixed_input/simple/6/m8_6_01.txt,fixed_input/full/6/m8_6_01.txt,1,18880,147,47,46,240,432
m8_7_01.jpg,7,m8,7,7/m8_7_01.jpg,processed_simple/7/m8_7_01.pgm,processed_full/7/m8_7_01.pgm,fixed_input/simple/7/m8_7_01.txt,fixed_input/full/7/m8_7_01.txt,1,15546,142,43,43,321,435
m8_8_01.jpg,8,m8,8,8/m8_8_01.jpg,processed_simple/8/m8_8_01.pgm,processed_full/8/m8_8_01.pgm,fixed_input/simple/8/m8_8_01.txt,fixed_input/full/8/m8_8_01.txt,1,23441,145,45,44,231,435
m8_9_01.jpg,9,m8,9,9/m8_9_01.jpg,processed_simple/9/m8_9_01.pgm,processed_full/9/m8_9_01.pgm,fixed_input/simple/9/m8_9_01.txt,fixed_input/full/9/m8_9_01.txt,1,17461,143,39,39,210,440
m8_0_02.png,0,m8,0,0/m8_0_02.png,processed_simple/0/m8_0_02.pgm,processed_full/0/m8_0_02.pgm,fixed_input/simple/0/m8_0_02.txt,fixed_input/full/0/m8_0_02.txt,1,3718,118,125,60,214,208
m8_0_03.png,0,m8,0,0/m8_0_03.png,processed_simple/0/m8_0_03.pgm,processed_full/0/m8_0_03.pgm,fixed_input/simple/0/m8_0_03.txt,fixed_input/full/0/m8_0_03.txt,1,3302,114,129,63,210,203
m8_0_04.png,0,m8,0,0/m8_0_04.png,processed_simple/0/m8_0_04.pgm,processed_full/0/m8_0_04.pgm,fixed_input/simple/0/m8_0_04.txt,fixed_input/full/0/m8_0_04.txt,1,4111,117,122,61,214,214
