index,label,pred,logit0,logit1,logit2,logit3,logit4,logit5,logit6,logit7,logit8,logit9
17,7,7,-5.36447906,-5.90580606,-1.12416065,4.11696434,-10.2262182,-3.68712449,-20.1241684,13.4537182,-6.18062544,1.93991208
18,3,3,-8.79477119,-8.30341625,-1.82760549,8.98849392,-4.16404533,1.6933949,-7.10405254,-4.19327974,4.31526709,0.0673052147
19,4,4,-9.86524391,-1.37286294,-3.15577793,-6.73792315,14.9884243,-3.40918207,-8.68249416,0.760374188,-5.73638344,-2.55761671
20,9,9,-8.61818981,-7.77756834,-6.66214085,0.845175922,3.80584311,-3.19837403,-16.6779633,2.82657504,-1.67533994,11.5941267
21,6,6,-1.28783178,-11.7904854,-6.59334517,-5.98970079,-2.34946775,5.32714462,13.1508503,-13.3575411,1.15274394,-5.06427574
22,6,6,2.20014429,-13.0996265,-9.14983845,-4.84335327,-1.34147692,2.04003859,12.3916969,-7.29884481,-0.484535754,-4.74949503
23,5,5,-8.64493179,-11.0954762,-9.20790863,1.45516157,-6.64543104,14.3683252,0.722334504,-10.8168802,0.953115225,2.7484138
24,4,4,-4.78224564,-2.91785383,-2.41742277,-5.88480663,10.3874216,-1.20198274,-4.22125721,-0.912776172,-4.79003429,-0.581905961
25,0,0,12.2285566,-15.2115097,-1.20853114,-4.1571393,-7.66498137,-3.00445151,1.396101,-6.49231434,0.249112636,-1.36360419
26,7,7,-3.27355742,-3.13800812,-0.21765165,1.71409762,-4.07991743,-5.97814846,-12.7472429,9.19785786,-2.70566845,1.77763867
27,4,4,-11.2157173,-4.11828518,-1.1765877,-6.15319061,17.7265396,-3.82891989,-11.2126522,-2.76857209,-5.04436159,0.961610138
28,0,0,11.9857483,-7.5632,1.73246884,-3.24370289,-12.2180014,-3.15438199,-4.61079264,-3.26383209,-3.49317384,-5.47691011
29,1,1,-6.31807184,7.94724274,-2.98879957,-4.33840942,1.4430958,-4.72527027,-8.19635677,-0.942623556,0.266424298,-2.26509953
30,3,3,-12.5018654,-7.65832233,-8.0552454,18.6322441,-9.41182041,2.75323772,-16.2509251,-0.768359065,-1.21166217,4.23236179
31,1,1,-7.13048458,7.6767416,-3.39362931,-5.68536854,3.03588152,-4.16153145,-8.85179234,-0.393226415,-1.56989241,0.103527337
32,3,3,-18.7662449,-0.712556839,-7.50889778,18.8556519,-7.25217533,2.90785503,-13.2759581,-3.04941106,1.88276052,-2.42009902
33,4,4,0.944149077,-3.46956277,2.41452575,-10.1896591,11.5932245,-6.11399031,-1.69712329,-5.4423089,-4.96206236,-9.17068863
34,7,7,-7.39789152,-3.88839102,-0.364209324,4.58848715,-8.43672562,-9.54270077,-22.6171856,13.4155455,-0.943231106,2.09429789
35,2,2,-2.27261639,1.51131439,15.9593134,-1.21840584,-11.2717743,-10.9688091,-10.3359451,0.108207509,-0.544362009,-7.78839064
36,7,7,-6.41281223,-3.27375507,4.50513315,5.37892246,-10.074523,-8.01483345,-17.1528969,10.2258196,-1.40821671,-0.320953995
37,1,1,-5.81552696,9.37687206,-3.88668728,-6.9652648,1.63082743,-4.56795311,-8.19840431,-1.99082232,0.0277955234,-1.7447238
38,2,2,0.181920737,0.00489079952,13.2286634,-0.214751542,-11.7650137,-10.770216,-5.66954803,-1.27698374,1.22534227,-9.63024807
39,1,1,-2.0373826,7.9701252,-4.22816753,-7.44042683,-1.22674537,-4.91976547,-4.89408064,-4.29872036,0.971769094,-5.02124643
40,1,1,-2.6828196,5.40908432,-1.58484185,-4.88203907,-0.269786,-2.68237662,-3.91708398,-0.769027293,-0.157161057,-2.24837375
41,7,7,-7.19088173,0.977636993,4.90225124,4.0444994,-5.49210978,-8.60908985,-14.6539345,11.0008192,-4.37238312,-3.93154359
42,4,4,-11.8860321,0.32432881,-10.2350569,-9.7984314,14.877099,-1.75740051,-8.20746136,-0.207426339,-5.90559435,0.421730667
43,2,2,-5.86546993,4.26061392,9.72542381,-3.7143023,2.46303225,-7.9625411,-3.27305627,-1.41271138,-1.36551142,-17.1093502
44,3,3,-11.3142567,-4.68420982,-4.50344038,13.4084969,-5.82354736,3.35120344,-8.6621027,-2.57461882,-1.21008408,-0.959183335
45,5,5,-4.12762165,-8.80642509,-6.61439419,-1.18291605,-9.54918671,11.8205624,0.339633107,-6.86142111,2.66919565,0.182560354
46,1,1,-10.6523333,9.13225937,-1.81576574,-0.854241729,-0.180674464,-4.27401686,-10.5661964,-1.09977865,0.733144224,-3.06724167
47,2,2,-2.30724478,-0.194854841,11.8021107,-1.98390353,-2.13352656,-6.15857601,-3.43157029,-3.17382812,-1.83973634,-10.1709862
48,4,4,-14.8428812,-4.36221409,-7.03154135,-4.99084806,17.9589672,-2.13954091,-12.5491924,-3.5880909,0.208478391,3.28568578
49,4,4,-6.03290701,-7.86009645,-3.81792212,-7.00316572,13.5899401,-2.30857372,-4.81024981,-0.416606694,-8.46166515,-0.331883639
50,6,6,1.0873189,-7.87620354,-7.18701649,-4.42673826,-1.90082741,2.06403852,12.1986465,-13.1038914,0.122983098,-8.69655895
51,3,3,-12.3241425,-3.53217053,-3.90910721,18.9314842,-11.0801878,-1.68450832,-18.6942711,1.19524992,-0.149139404,-0.26409936
52,5,5,-7.49569845,-10.6305475,-8.31043625,1.12801778,-6.7172637,13.5495319,0.573839903,-8.06519318,2.20953155,0.476826876
53,5,5,-8.1470499,-5.81472397,-10.1827497,2.99105,-2.18675089,11.1272678,-2.50459552,-4.75398064,-1.91827846,2.76344776
54,6,6,2.40280342,-13.6916189,-9.06834412,-8.87008953,-3.70504284,3.85696602,15.0577364,-11.1496763,2.8521471,-6.12464142
55,0,0,9.73293495,-3.90403438,-0.969341397,-8.5452137,-10.2650452,-2.53604031,-2.74956799,-1.09446847,-2.62921739,-5.57990932
56,4,4,-11.0500631,-3.30963159,-3.17950535,-9.43304443,19.2953644,-3.67415667,-9.43050385,-0.939497292,-6.81291199,-3.76789331
57,1,1,-3.64539814,8.12656498,-3.9370501,-6.35519505,1.19441307,-6.23096037,-7.09628868,0.238354713,-1.10469365,-3.05324054
58,9,9,-9.55725861,-12.2503366,-3.80433297,0.297967821,7.48961163,-2.82109952,-15.8267984,2.82773137,-3.64223099,12.4358912
59,5,5,-4.47332811,-5.13444519,-10.587183,-0.378182918,-2.70934916,7.48549461,-5.04288197,2.54671741,-0.387080908,1.42135453
60,7,7,-7.60848427,-5.26195097,-3.01776481,3.70301533,-7.96284676,-1.64736593,-17.0591545,13.8082876,-7.04392862,2.51222873
61,8,8,-4.57369995,-13.594799,3.81777763,5.09974146,-6.92644691,-2.52967477,-6.69337797,-8.04957008,10.6143456,2.60268712
62,9,9,-4.19981146,-8.97808075,-4.28280973,-1.62106705,-2.0854218,3.46051383,-4.30532408,-2.07897401,3.09883451,6.50498581
63,3,3,-13.9554625,-3.66336608,3.17264438,11.739089,-6.5228014,-4.11418581,-17.6837482,-0.0914625227,3.36266303,2.02173066
64,7,7,-11.1791897,-4.35224962,1.97383106,5.12920904,-2.90223098,-9.69460297,-21.8146935,15.8223743,-1.83129644,-1.49123716
65,4,4,-10.9201679,-2.48405051,-4.23512411,-1.71268976,8.97552013,-0.243618101,-9.32669926,-2.29925323,-2.16421151,4.70161486
66,6,6,4.29021597,-10.5812511,-7.52809906,-5.19710827,-2.26956606,1.14815068,11.0868025,-9.51124954,-0.839453459,-4.42318153
67,4,4,-8.72665596,-7.84160852,-3.13614464,-2.74267769,10.7608299,0.11483407,-5.15998125,-1.16941881,-3.46612906,0.969835043
68,3,3,-18.0534267,-4.74463177,-5.48836994,21.9031124,-11.3537016,-1.47981668,-18.0758114,-1.07221782,4.54472446,0.27003181
69,0,0,11.203146,-7.0919919,0.183693528,-7.64862204,-6.77484798,-1.34669411,-1.93794394,-3.73310852,-6.74456072,-0.260663241
70,7,7,-4.73928261,-7.20498848,-3.71281481,4.50772238,-8.3588171,-1.02847147,-17.7626915,11.3299809,-5.48234653,3.53731775
71,0,0,15.7787485,-11.6144724,-0.631082714,-6.03188753,-11.7992754,-3.33895111,0.962254286,-7.98486328,-4.59569931,-3.07959867
72,2,2,0.416901439,-0.103623152,12.5427141,0.109614417,-8.9335289,-7.77486372,-13.2518406,1.93983579,-5.41274738,-5.21310282
73,9,9,-6.17972279,-8.97396183,-2.86279559,1.72480941,-0.372131169,-6.30004597,-16.5000992,0.797984898,4.5519805,11.4440527
74,1,1,-4.34361029,9.31000233,-4.87153721,-7.97458172,1.24832618,-3.45055604,-5.57971478,-3.9117682,-0.113461971,-4.19402361
75,7,7,-11.8058376,-2.70673776,-1.97217751,5.0142045,-1.14839363,-4.74195528,-15.5308323,12.875824,-3.56793141,-0.339748979
76,3,3,-15.313796,-3.48338509,-7.38077259,15.7093239,-3.83436608,2.64809322,-11.7674589,-3.22174263,0.527991652,2.78391147
77,2,2,0.379843712,-1.34180665,10.0848103,0.449734062,-8.54864311,-8.44874191,-9.54250717,2.3988831,-1.89978135,-3.70359015
78,9,9,-6.75978374,-8.06138611,-5.63516426,0.0343218558,2.55947828,-3.96525908,-11.6131725,-1.72622192,3.04731059,12.0681086
79,7,7,-3.12393093,-7.17356443,-1.9556464,2.00461483,-3.10937357,-8.83393288,-17.7503986,11.1912441,1.37924075,3.89834929
80,7,7,-4.16774082,-2.2667954,-5.38595676,-5.87446547,-1.72388029,-1.49570048,-11.7830935,10.1599579,-3.54043913,2.34541202
81,6,6,-0.781085014,-8.6188612,-6.90782118,-4.98637724,-3.76435137,2.40901613,13.0622358,-11.5486708,1.43527555,-6.36933517
82,2,2,-4.97918415,5.35144234,18.9083214,-0.0194048136,-8.55111313,-11.8545237,-12.4383631,1.56178105,-4.50547647,-14.6874437
83,7,7,-4.23464394,-2.08409262,-3.66983032,-1.465644,-2.92142749,-5.97047186,-13.1712666,13.0885878,-3.3320303,0.175198168
84,8,8,-6.71548176,-11.9784298,-6.67843199,4.55933046,-1.94959259,0.434560984,-4.16432428,-5.18636036,14.5341501,1.63909173
85,4,4,-14.9373226,-3.06724548,-9.74581432,-7.22792196,18.5196342,0.214328706,-8.99307632,-0.390181124,-5.24520063,-2.78641033
86,7,7,-5.40842819,-4.19215488,-2.42577124,3.85774302,-6.27260399,-7.61724329,-17.9794235,10.5314789,0.515967131,3.49918628
87,3,3,-13.7194891,-0.196147561,-1.62548864,12.5665226,-3.7197237,-1.11367702,-11.0347767,3.55822992,-3.39077067,-5.71372175
88,6,6,1.37650907,-9.70211029,-5.38084698,-6.32969236,-2.09327555,0.92961669,15.3497448,-11.9105282,-0.195974946,-10.2957983
89,1,1,-4.12164831,7.65321875,-6.05169868,-4.52778196,0.101991624,-4.18057013,-4.84265566,-2.09458208,-0.641553402,-6.37573767
90,3,3,-11.094101,-5.61533356,-7.3117137,17.0782681,-9.00649071,1.25246072,-15.2196875,-4.41987419,3.21121287,3.9164927
91,6,6,-0.0216698404,-10.9612932,-6.49493647,-4.67991877,-3.06057262,2.76694441,15.8069267,-14.6860399,0.809837699,-9.11308765
92,9,9,-6.47427416,-7.12368441,-6.03179836,0.406346142,4.49196959,-2.94409752,-9.6446743,-0.590403497,1.98994756,8.83244133
93,3,3,-13.3000879,-5.26286983,-9.89753342,17.8632984,-6.91990042,3.56790328,-17.06003,-3.12774062,-0.867844462,4.09888983
94,1,1,-6.88639975,10.4203968,-2.88911462,-7.65120792,1.41295075,-4.53963614,-5.06866121,-7.03476667,2.68908072,-6.29522085
95,4,4,-2.29697442,-7.70358324,-6.53650188,-8.18841743,10.9464054,-3.24018359,-0.096875608,-4.6122036,-1.67168641,-1.9207201
96,1,1,-8.5863924,5.54244566,-2.98087358,-1.46245885,1.31135023,-2.97190022,-10.6890011,-0.146642596,0.0747172609,1.61144316
97,7,7,-9.19826603,-3.32534862,2.53246665,4.01583815,-5.06896687,-10.0512848,-13.2007475,12.4167051,3.38545752,-5.62422705
98,6,6,4.35674191,-6.97099686,-1.61208689,-9.05636692,-5.35096598,1.22949302,10.8168459,-12.6493464,0.343823433,-6.98630619
99,9,9,-8.44155121,-13.547164,-3.03107023,2.85818481,3.68644619,-4.17841673,-16.5418377,2.47342849,-1.70926142,13.5078497
100,6,6,1.72760153,-8.4314661,-4.53655338,-4.8652072,-2.52841163,0.713215292,11.5258656,-9.44232178,2.02011991,-6.54938936
101,0,0,11.7767305,-8.55143356,-3.81816483,-5.46538448,-12.3941021,1.17196977,2.02873254,-5.08195114,-2.85155058,-4.82883263
102,5,5,-12.0730629,-7.73406553,-11.1416206,5.14458895,-10.0734854,16.3126888,-9.48665047,-6.60339403,0.536322832,5.74085522
103,4,4,-10.9126339,-4.56193495,0.298156679,-4.54674768,16.7440414,-3.00429702,-9.11337662,-0.557116985,-7.18759871,-4.30401134
104,9,9,-7.9985323,-12.6780872,-6.82008219,-0.68242228,2.15789557,4.458354,-9.3872118,-1.61324191,-2.58368516,11.9873171
105,9,9,-9.33329296,-13.1487341,-2.5568428,1.67711937,2.03476191,-0.200802207,-14.5320091,0.293830961,0.590281844,12.0591841
106,2,2,0.680751979,-3.21295142,16.6430531,-1.39321899,-8.71714878,-11.0628996,-11.317832,0.799485505,-0.812010229,-7.17423248
107,1,1,-1.24839354,9.07387924,-2.93283558,-11.7475176,-0.326012254,-5.90060425,-2.45107198,-3.42680097,-0.827669859,-8.27577019
108,9,9,-11.4715481,-9.01411438,-5.07660532,-0.72242099,3.90386915,-0.515369773,-14.6310444,-0.863829076,1.56429005,13.8003492
109,4,4,-2.85625648,-3.67743635,-2.78113794,-8.57114983,12.663125,-4.3557086,-2.89086056,-2.13758516,-5.47183752,-3.4411931
110,8,8,-6.99513865,-10.5838785,-3.61580324,3.62726593,-7.28891945,0.0715287328,-5.79805517,-9.65828514,16.3588142,0.923779905
111,7,7,-3.7693758,-0.59414947,-0.149689868,1.85234034,-8.26819038,-9.32333755,-16.2501717,7.60530853,1.71668792,1.97067678
112,3,3,-14.0310326,-2.63947105,-6.40128708,17.7927933,-7.24233627,0.852169394,-12.9757252,-0.754634976,-1.10051274,-0.14847526
113,9,9,-7.3722682,-11.9148874,-2.67530489,3.5271678,0.537420154,-4.2993412,-14.5834713,0.315101057,2.54569101,12.6571379
114,7,7,-8.89573288,-2.51037073,3.96682668,6.07980776,-5.76810074,-6.50918674,-15.3515005,10.717124,-3.17701459,-2.22981572
115,4,4,-5.80897808,-5.62748051,-5.31090927,-4.51587391,7.2401619,-2.33273935,-4.57279825,-3.3340559,-1.46340919,5.38578176
116,4,4,-12.3062563,-1.94233894,-8.09496498,-4.49820757,12.1376143,-1.18935275,-7.07680845,-5.07154655,-0.699399948,4.01730061
117,4,4,-13.5374889,-4.90042257,-0.994152486,-3.75299358,16.4188442,-3.58992958,-10.0426378,0.273144484,-6.42742538,-3.4527905
118,9,9,-4.27925396,-8.75204086,-3.11945224,-1.07830918,2.87206244,-3.58264017,-9.66037846,0.242003918,0.697759151,10.1608925
119,2,2,-1.84920049,-2.5987978,11.0180531,1.29385066,-8.88722324,-11.3611088,-10.2739658,3.49502468,2.02313924,-4.33038568
120,5,5,-14.8391695,-12.3061533,-12.6244564,6.91250229,-10.9259167,18.4640598,-7.4484868,-10.7840233,3.23083568,6.62391806
121,4,4,-2.40959334,-7.26748991,-8.21993923,-6.85327101,8.4617424,-3.28349876,2.42247486,-5.52948332,0.420416474,-2.71950006
122,7,7,-6.99143791,-2.24438357,0.888502538,2.20127439,-6.58802938,-4.99260521,-15.855154,10.9953175,-3.52022576,0.992112517
123,6,6,-0.268840015,-8.60087109,-7.39072037,-5.14559507,-0.860306859,1.50415635,14.2691326,-12.9126072,0.905364275,-9.14858913
124,7,7,-14.1370106,-3.11761117,-7.23941755,-4.220613,7.47794485,-1.54686296,-13.6580296,11.1551714,-4.58206367,2.65146041
125,9,9,-7.36323023,-5.5151763,-0.423261046,0.141104683,3.5338757,-3.73525429,-10.5326281,-1.39978027,0.767380536,8.39228821
126,0,0,11.1342106,-9.44449711,-3.06892228,-3.2257843,-7.37025356,-1.09841657,-0.528247476,-6.8165822,-5.39093304,0.765390456
127,5,5,-12.6059237,-9.9483633,-11.9253845,3.37273073,-6.79270983,16.8119564,-4.66179705,-10.326664,2.42906356,5.5975976
128,8,8,-7.93640232,-12.6895628,-0.489037722,5.08038378,-11.9741478,-0.576887369,-8.96332359,-5.45349932,19.3570194,2.35321665
129,5,5,-12.4093933,-10.4161129,-11.7856874,3.98911691,-8.15808392,17.4158421,-5.25191593,-10.1026974,0.260974795,6.16164827
130,6,6,0.556655645,-15.1417751,-8.62533092,-2.27410293,-3.05912828,2.63478208,15.4514627,-13.7566595,1.3077296,-5.71918488
131,6,6,3.38280559,-15.9192648,-5.87753105,-5.72371387,-6.23086452,1.56479025,17.0196114,-16.8043308,4.84292173,-7.89041615
132,5,5,-13.131259,-7.64133692,-11.9318438,8.80192757,-10.0734177,13.9988813,-3.10794091,-12.1783848,2.59257364,1.53536093
133,7,7,-9.74671459,-3.20296502,3.89982915,6.47427177,-5.29902601,-11.6368055,-24.2511997,15.9711657,-5.09220457,-0.285672516
134,8,8,-7.68585205,-7.47545195,-0.755601287,4.28986073,-9.44247341,-3.39942145,-10.3763676,-6.35393047,16.5324821,2.49567342
135,1,1,-3.42958593,9.40920639,-3.42983198,-7.5157795,-0.450361401,-5.18947554,-5.29852438,-3.48310471,0.352746129,-6.30367565
136,0,0,11.0513763,-6.6749711,-0.202311218,-7.29385376,-10.3349104,-1.67684186,-0.590433598,-3.48634386,-3.1633718,-4.00978994
137,1,1,-2.5817914,9.48705292,-3.57298708,-9.72110844,1.19293237,-6.62295008,-6.92811537,-3.2569859,-0.779564738,-5.44961309
138,6,6,3.64038324,-10.9467125,-7.68433189,-5.30330133,-1.83816338,0.779468298,14.7179356,-12.8249569,-2.06466055,-8.83764744
139,4,4,-3.73484588,-7.71200895,-5.95813513,-3.31627584,7.66920614,-5.93580246,-5.84808874,-2.46370149,0.215603501,4.32921124
140,6,6,1.6177038,-4.52575588,-2.91496897,-6.19159794,-2.29986668,-0.489168137,10.7166901,-11.7846088,1.90021598,-9.3693819
141,7,7,-6.66003513,-3.87620187,-2.35402942,2.79254389,-5.86936903,-3.82739663,-15.7409391,11.7802668,-3.42154217,2.24381399
142,3,3,-8.90034962,-4.27660561,0.924396336,13.1754408,-11.2541828,-5.01914263,-13.0718842,-0.239490837,3.08222795,0.753934801
143,1,1,-2.51611757,9.42947102,-2.4848187,-10.1425228,0.647805929,-4.16242695,-4.07125902,-2.08416152,-1.98450232,-5.92039013
144,7,7,-10.2934895,-2.71834326,3.2606473,4.1655035,-0.0225146655,-8.64078999,-18.7563057,12.9058657,-4.63601732,-0.640849471
145,1,1,-5.64202976,8.48746777,-3.5304513,-6.59227276,3.02457929,-3.84513831,-6.74734163,-2.57417011,-0.215945318,-2.01496935
146,8,8,-4.41130781,-14.4717188,-2.50099087,6.27139235,-8.49030018,-3.86211252,-5.7494545,-7.32855463,17.044735,3.20969915
147,2,2,-5.44620943,0.231322214,16.9846439,-0.409261256,-5.71737242,-10.4896708,-9.43477249,-4.12695789,1.0081346,-10.8191385
148,0,0,12.2143612,-7.93590212,0.160137475,-5.83762026,-10.3612413,-2.6501081,0.513954997,-6.30200434,-3.05317712,-4.47659302
149,2,2,-5.93037128,-4.76576614,7.64000034,1.90261018,-2.59855318,-1.63369894,-5.1489749,-1.39286947,1.35075879,-2.14330411
150,9,9,-11.5467796,-12.7838421,-3.04944754,-0.0663189143,3.08983207,0.77816844,-12.6857977,-2.01798606,2.36304402,12.8717279
151,9,9,-4.07026529,-16.0064487,-0.340950727,2.11010361,-0.0866476893,-1.72681725,-9.65959167,-5.64765739,4.65058279,11.2112951
152,5,5,-5.97397661,-9.91079235,-7.21938896,-7.0279274,-5.76013851,13.2299147,-1.81430531,-5.86115122,3.69355178,4.1638341
153,5,5,-7.71681595,-6.11851597,-7.47399139,1.2382592,-7.7942605,11.9223166,-1.61621475,-9.63881302,2.96688414,2.04939055
154,1,1,-6.61391687,7.88774252,-3.41750979,-6.37433004,2.35642958,-4.07261896,-8.11359119,0.393877625,-2.61436772,-0.5158903
155,5,5,-16.410902,-12.7668915,-12.7013178,6.03413296,-3.98039746,18.0099735,-4.5262928,-11.641675,2.67267776,6.23995209
156,6,6,1.11221957,-7.8735323,-3.21536183,-7.29374456,0.57110858,0.832765818,11.5587339,-8.29492474,-2.80924654,-10.2294378
157,0,0,10.6591635,-7.18270206,-0.731237769,-6.06244469,-9.73317146,-0.965671599,-1.95302081,-1.99537075,-4.10098648,-2.63617253
158,3,3,-0.186986566,-0.938535094,0.284157544,5.82038307,-11.4952383,3.11444879,-9.33549309,-2.26478362,-5.45317125,-4.10949945
159,4,4,-8.16802311,-2.13752365,-2.2561152,-3.11613846,9.68186283,-2.01791954,-5.49783993,-1.42555499,-4.34972525,-0.316800833
160,4,4,-7.51583862,1.59036434,-4.71200466,-11.5342808,10.6281652,-1.87061405,-2.39925718,-6.79876852,1.86595428,-4.13707781
161,6,6,1.2339468,-11.8651791,-7.44864893,-2.32632327,-0.501011491,2.75659728,12.9089479,-14.972805,-0.985200584,-8.46926308
162,5,5,-10.9831314,-9.1079092,-12.6332836,-0.0367932916,-11.7828026,20.6141663,-3.76306081,-12.2941275,2.07478237,4.0768981
163,4,4,-13.0174646,-6.35886383,-4.74917173,-6.64899969,16.6212177,-1.37784576,-8.69031525,2.17567325,-7.67515039,-1.17825902
164,6,6,-0.133548453,-8.33738136,-7.73806906,-3.96902657,-0.714782953,0.848305583,12.4487915,-7.91740036,-0.490609169,-9.91224766
165,5,5,-10.7501221,-8.91042614,-12.2562933,2.99020243,-7.27478743,17.6009369,-2.4450314,-8.64087105,-0.884325504,2.29308391
166,4,4,-3.42871761,-2.81513476,-4.78460693,-11.866209,12.1240377,-2.94002914,-3.5612483,-2.38252711,-4.81470108,0.0168804824
167,5,5,-6.1794548,-10.9431849,-4.50995064,5.89027214,-4.44840717,7.5669446,-0.751312017,-5.1541214,0.171388775,-1.83826041
168,1,1,-4.38947201,9.08368397,-2.41280842,-7.25834465,0.692125857,-4.7772584,-5.27037573,-4.34727764,1.50379097,-5.14139462
169,4,4,-10.4035549,-2.24580431,-3.59563971,-8.20922089,15.9278364,-2.82571054,-9.30015564,-0.122765213,-5.55973434,-0.316842198
170,4,4,-11.3863811,-1.92305255,-3.16519141,-6.01838255,16.5613766,-2.24375463,-9.3960495,-3.15850592,-3.16559935,0.313105702
171,7,7,-3.801157,-4.82726526,2.07447124,4.27295589,-7.83441067,-9.21009922,-17.9448414,7.81038618,2.09629965,2.42041278
172,2,2,-6.30156469,2.43827343,15.6802654,4.42750931,-18.114151,-10.9901114,-13.745369,0.0939529538,4.35834455,-10.7177238
173,3,3,-8.6769762,-2.05182791,-4.4754777,12.3876057,-8.27720737,2.70816255,-11.1429529,-0.0482617915,-0.148600057,-1.41010749
174,2,2,-2.41555047,0.486635149,14.7338791,-0.961135924,-8.5601368,-9.72087574,-9.12989235,0.328496754,1.40543592,-8.50265312
175,7,7,-2.88560033,-0.568070054,-0.834642649,1.67094386,-3.98441386,-4.91270256,-9.49778652,3.75636363,1.21341574,2.30448389
176,1,1,-2.05716181,6.79480267,-2.10735369,-6.23319149,0.623304486,-3.49264264,-3.46805549,-1.79665756,-0.58569926,-3.65471482
177,8,8,-0.692683697,-12.1565943,-2.39968443,0.198232114,-5.40380812,-3.60137653,-0.81678164,-7.50762606,12.0469761,1.87971663
178,1,1,-4.69131136,10.0139103,-3.87389302,-6.96670532,1.20434964,-4.9784379,-6.15095854,-1.65185463,-1.10538936,-5.15427303
179,8,8,-7.85554361,-5.08466911,7.03883934,3.28685999,-12.094038,-6.82074308,-7.91651964,-5.91359234,16.1489067,-4.03365421
180,1,1,-4.93049908,8.70069218,-4.07119513,-6.93824959,1.77857494,-4.12509298,-6.4343152,-1.12656832,-1.55583203,-2.33435297
181,8,8,-5.90648413,-9.02833748,4.49869251,1.1175226,-14.2055044,-2.47612095,0.0364038944,-8.30773735,15.5848656,-4.45214033
182,5,5,-7.08921385,-6.04369736,-10.4220324,4.13943148,-8.32652187,10.624608,0.567831516,-8.94035053,3.3632977,-1.67961884
183,0,0,14.0689611,-11.8546076,-1.00435233,-6.16532564,-8.1952095,-3.60602665,1.88600791,-7.40366602,-4.28955698,-1.13425517
184,8,8,-2.81529379,-9.89244747,2.76970339,7.43664646,-10.0335064,-5.50249434,-5.07884407,-5.33904505,11.6292372,-2.64019656
185,9,9,-5.32434082,-11.4351501,-4.88724566,-0.418991119,3.74979568,-2.78466654,-5.68164444,-2.79567695,-0.353132367,11.0612154
186,2,2,-2.55652905,-0.353718966,18.3785019,4.24645042,-19.7209244,-18.1161995,-12.7097874,0.780373573,5.18490505,-11.6501436
187,5,5,-12.9349308,-10.3270626,-9.12526512,6.29270744,-8.31616402,15.4163933,-5.03494406,-10.5968466,2.88114762,4.11520863
188,0,0,11.413414,-7.4784503,-3.36613536,-8.51478672,-14.817421,1.57874548,-1.13459611,-1.28286338,-1.77380395,-7.76350641
189,1,1,-6.43891287,6.81466055,-3.67108464,-3.3665731,2.50191498,-2.21456313,-5.96339989,-2.80330491,-0.0413268805,-1.69554937
