index,label,pred,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
118,9,9,-134,-282,-99,-35,92,-115,-306,5,24,325
119,2,2,-57,-85,353,39,-285,-363,-327,111,66,-139
120,5,5,-483,-396,-410,227,-351,598,-243,-346,102,213
121,4,4,-78,-232,-263,-219,272,-105,78,-178,13,-90
122,7,7,-224,-71,28,71,-210,-161,-508,353,-113,31
123,6,6,-8,-277,-236,-165,-30,48,459,-414,29,-295
124,7,7,-454,-100,-233,-137,239,-49,-438,360,-149,85
125,9,9,-237,-179,-14,3,115,-118,-338,-45,24,270
126,0,0,359,-303,-96,-105,-236,-38,-18,-215,-174,24
127,5,5,-406,-322,-385,108,-217,541,-150,-331,78,181
128,8,8,-256,-409,-17,162,-385,-15,-286,-176,624,74
129,5,5,-399,-333,-380,129,-264,560,-171,-323,6,199
130,6,6,17,-488,-280,-73,-96,86,498,-443,41,-183
131,6,6,109,-513,-190,-185,-200,50,549,-541,155,-254
132,5,5,-423,-243,-385,284,-322,450,-102,-388,80,51
133,7,7,-312,-103,126,208,-171,-373,-779,512,-164,-10
134,8,8,-245,-235,-21,139,-302,-113,-333,-199,529,75
135,1,1,-110,299,-111,-237,-16,-167,-172,-111,13,-199
136,0,0,355,-214,-7,-235,-332,-54,-19,-113,-102,-129
137,1,1,-84,302,-115,-308,38,-210,-221,-104,-25,-172
138,6,6,116,-354,-247,-170,-60,24,475,-413,-65,-286
139,4,4,-120,-247,-190,-107,246,-192,-189,-77,8,136
140,6,6,50,-146,-92,-195,-75,-15,342,-376,62,-299
141,7,7,-213,-124,-75,89,-189,-122,-505,377,-110,72
142,3,3,-283,-138,32,421,-363,-162,-419,-9,103,24
143,1,1,-81,301,-80,-326,20,-134,-131,-68,-62,-190
144,7,7,-334,-88,106,135,-1,-275,-603,413,-148,-20
145,1,1,-180,272,-113,-214,99,-123,-214,-85,-7,-66
146,8,8,-142,-467,-83,202,-269,-124,-187,-236,547,106
147,2,2,-174,6,548,-17,-183,-337,-304,-133,34,-348
148,0,0,392,-255,7,-190,-334,-85,19,-203,-97,-146
149,2,2,-191,-152,246,60,-86,-50,-162,-45,45,-73
150,9,9,-372,-408,-96,-1,101,24,-409,-62,73,412
151,9,9,-128,-517,-9,67,-2,-57,-311,-181,149,360
152,5,5,-192,-318,-228,-226,-184,423,-57,-188,121,132
153,5,5,-246,-197,-240,40,-250,381,-52,-308,94,66
154,1,1,-213,255,-112,-207,76,-130,-260,11,-84,-17
155,5,5,-527,-411,-409,192,-130,582,-144,-373,86,198
156,6,6,34,-251,-102,-233,21,26,369,-266,-90,-329
157,0,0,343,-232,-24,-196,-314,-32,-61,-65,-131,-86
158,3,3,-6,-30,12,187,-368,97,-300,-73,-174,-133
159,4,4,-259,-69,-67,-98,307,-67,-178,-44,-138,-9
160,4,4,-243,52,-152,-370,342,-58,-76,-219,60,-137
161,6,6,38,-379,-240,-74,-15,89,413,-478,-33,-271
162,5,5,-355,-292,-407,1,-379,665,-124,-394,64,131
163,4,4,-417,-205,-151,-214,534,-47,-279,71,-247,-38
164,6,6,-5,-268,-248,-128,-23,28,400,-253,-18,-319
165,5,5,-348,-286,-393,97,-235,568,-82,-278,-28,75
166,4,4,-111,-89,-153,-379,388,-94,-117,-73,-155,1
167,5,5,-198,-352,-144,189,-143,243,-24,-165,4,-58
168,1,1,-142,293,-79,-234,25,-154,-170,-139,46,-165
169,4,4,-333,-70,-118,-266,511,-90,-297,-5,-181,-10
170,4,4,-361,-60,-104,-195,529,-73,-299,-100,-102,11
171,7,7,-121,-157,66,139,-251,-299,-581,253,65,80
172,2,2,-200,76,506,138,-581,-353,-439,2,143,-344
173,3,3,-278,-65,-146,398,-265,87,-357,1,-5,-45
174,2,2,-78,17,474,-31,-276,-314,-294,11,45,-275
175,7,7,-93,-19,-25,54,-128,-156,-303,120,39,72
176,1,1,-65,219,-70,-205,21,-110,-109,-59,-21,-119
177,8,8,-25,-389,-75,10,-175,-118,-31,-239,390,60
178,1,1,-151,324,-125,-226,39,-161,-199,-53,-38,-167
179,8,8,-252,-161,228,106,-386,-222,-258,-187,518,-130
180,1,1,-155,279,-131,-224,56,-131,-203,-39,-48,-77
181,8,8,-191,-289,144,39,-459,-79,-1,-267,501,-143
182,5,5,-228,-194,-335,133,-267,341,19,-288,108,-54
183,0,0,450,-380,-32,-198,-264,-116,61,-236,-137,-37
184,8,8,-88,-316,92,234,-323,-174,-159,-171,370,-87
185,9,9,-172,-366,-158,-13,121,-88,-183,-89,-14,354
186,2,2,-84,-11,593,136,-635,-581,-408,24,169,-377
187,5,5,-417,-329,-290,203,-267,494,-165,-337,92,131
188,0,0,368,-242,-109,-274,-479,51,-36,-42,-57,-251
189,1,1,-205,217,-119,-109,82,-69,-188,-92,0,-54
190,1,1,-78,235,-99,-185,-19,-257,-287,-41,-14,-105
191,1,1,-286,254,-79,-109,74,-103,-296,-35,-5,-51
192,0,0,334,-198,93,-236,-146,-298,-65,-184,-41,-155
193,9,9,-302,-282,-76,26,30,-17,-342,15,113,262
194,0,0,332,-223,-22,-180,-379,0,-165,9,-126,-124
195,3,3,-352,-37,4,270,-46,-5,-239,-4,4,-70
196,1,1,-68,301,-95,-267,-49,-120,-134,-180,11,-236
197,6,6,11,-408,-254,-152,-84,100,506,-507,74,-291
198,4,4,-333,-96,-205,-206,491,-93,-316,-84,-57,101
199,2,2,-251,79,469,263,-509,-482,-518,83,116,-311
200,3,3,-212,-159,-34,499,-365,-75,-437,-142,108,-104
201,6,6,106,-344,-305,-193,-29,26,462,-378,-95,-220
202,1,1,-109,313,-74,-281,17,-247,-226,-31,-17,-181
203,1,1,-166,221,-126,-174,71,-99,-175,-48,-20,-30
204,1,1,-107,300,-117,-215,36,-167,-172,-23,-62,-181
205,3,3,-437,-88,-172,460,-195,89,-356,-5,-71,28
206,9,9,-367,-390,-194,-3,-16,78,-409,-137,207,437
207,5,5,-242,-208,-250,102,-174,365,-129,-165,4,49
208,2,2,-161,134,559,-11,-227,-298,-290,32,-117,-500
209,9,4,-501,-247,-250,71,316,13,-494,-10,-64,316
210,4,4,-273,-83,-168,-263,379,-147,-300,157,-183,39
211,5,5,-97,-248,-330,98,-147,261,-124,-94,64,81
212,9,9,-347,-379,-213,45,121,24,-484,64,-77,442
213,3,3,-413,-147,-137,455,-260,-42,-534,110,9,97
214,9,9,-361,-290,-126,46,173,-169,-536,-13,131,424
215,0,0,336,-285,-49,-148,-355,-118,-91,-98,-26,-74
216,3,3,-526,-125,-166,640,-358,17,-633,19,-45,76
217,6,6,20,-329,-183,-212,-204,191,327,-386,174,-234
218,5,5,-215,-193,-375,-1,-167,378,-219,8,-1,54
219,5,5,-115,-295,-264,25,-236,382,-74,-192,-8,67
220,7,7,-81,-125,-88,-56,-156,-166,-428,380,-93,38
221,2,2,28,-135,453,-19,-321,-146,-275,-37,-48,-262
222,2,2,20,-138,492,39,-270,-378,-342,-2,49,-283
223,7,7,-138,-169,29,129,-225,-287,-629,351,-64,112
224,1,1,-87,233,-58,-240,66,-159,-126,-20,-44,-156
225,2,2,-171,-96,391,165,-495,-320,-413,25,190,-131
226,8,8,-244,-192,-95,76,-242,-12,-87,-226,527,-118
227,4,4,-205,-62,-57,-182,353,-66,-184,-69,-146,10
228,1,1,-118,307,-117,-288,79,-193,-204,-41,-50,-155
229,7,7,-152,-70,3,92,-175,-215,-507,286,-78,80
230,3,3,-245,-153,-183,430,-207,103,-252,-110,-103,-32
231,3,3,-358,-89,-228,428,-168,-5,-426,-85,86,119
232,8,8,-242,-281,32,-45,-431,159,63,-326,443,-103
233,8,8,-167,-374,-64,225,-225,-196,-476,50,363,219
234,7,7,-213,-26,27,140,-264,-255,-600,290,-31,49
235,9,9,-88,-339,-95,23,-10,-50,-358,82,-41,275
236,2,2,-50,41,510,-24,-331,-367,-342,104,-91,-281
237,2,2,-110,155,448,-82,-99,-359,-224,-25,-103,-467
238,4,4,-309,-182,-139,-221,512,-88,-251,43,-284,-64
239,1,1,-177,286,-114,-216,66,-142,-219,-40,-33,-70
240,5,5,-447,-225,-371,147,-161,488,-87,-386,33,144
241,9,9,-262,-430,-155,155,-28,93,-333,-220,121,339
242,8,8,62,-575,-174,-62,-221,-69,-2,-202,459,99
243,7,7,-413,-116,52,114,-69,-153,-574,432,-126,-31
244,2,2,-112,40,344,-21,-159,-263,-231,124,1,-283
245,3,3,-159,-52,42,299,-142,-85,-311,19,-130,-148
246,0,0,450,-341,-72,-192,-320,-26,46,-215,-187,-28
247,4,4,-126,-6,189,-320,278,-264,9,-128,-100,-500
248,4,4,-185,-171,-236,-261,452,-117,-203,-19,-227,-36
249,2,2,-83,30,408,33,-299,-345,-229,5,24,-290
250,4,4,-403,-81,-104,-183,514,-154,-440,-78,-65,146
251,1,1,-102,222,-85,-183,64,-102,-130,-102,7,-99
252,9,9,-304,-313,-176,5,120,-47,-476,7,-51,451
253,5,5,-252,-221,-258,29,-205,416,-85,-240,4,108
254,7,7,-236,-97,27,176,-276,-258,-672,378,-109,82
255,7,7,-237,-19,94,81,-268,-267,-600,325,-43,31
256,2,2,-171,131,450,75,-387,-491,-386,95,79,-331
257,8,8,-25,-109,-35,-25,-271,-93,31,-250,279,-200
258,2,2,-82,-1,500,36,-240,-250,-334,10,-211,-324
259,6,6,217,-341,-233,-196,-232,130,237,-222,21,-185
260,8,8,-172,-313,139,160,-326,-126,-212,-150,449,-21
261,5,5,-219,-78,-319,35,-350,408,-222,-123,56,4
262,7,7,-256,-142,-87,92,-172,-157,-568,400,-89,123
263,7,7,-207,-52,-1,68,-184,-263,-587,371,-78,82
264,9,9,-428,-49,-107,-42,221,-113,-451,-97,89,303
265,1,1,-185,281,-83,-149,-38,-173,-207,-78,59,-166
266,8,8,114,-499,-34,20,-229,-113,-20,-303,353,-7
267,1,1,-186,289,-161,-237,82,-129,-208,-105,-31,-92
268,8,8,-234,-362,131,89,-313,88,-150,-251,403,-32
269,0,0,344,-269,-54,-196,-248,-10,-8,-83,-167,-38
270,3,3,-557,-89,-420,613,-198,215,-396,-143,18,44
271,0,0,395,-260,-77,-181,-282,-55,-44,-172,-189,-66
272,1,1,-180,293,-138,-217,59,-131,-222,-43,-31,-65
273,9,9,-298,-454,-93,170,-76,-136,-579,66,140,414
274,9,9,-291,-373,-121,281,-74,-131,-570,81,0,388
275,4,4,-284,-156,-172,-229,441,-108,-277,-82,-130,149
276,1,1,-91,330,-117,-295,30,-173,-189,-80,-61,-185
277,8,8,-120,-388,-39,116,-283,-108,-162,-119,524,62
278,2,2,-47,-60,554,-115,-347,-358,-223,51,28,-315
279,1,1,-174,266,-95,-221,86,-147,-208,-20,-51,-66
280,2,2,-46,-37,482,49,-405,-422,-238,-97,145,-345
281,9,9,-162,-457,-212,63,102,-128,-322,-82,61,455
282,7,7,-252,27,32,211,-194,-291,-525,259,-8,-5
283,5,5,-162,-175,-303,-4,-175,361,-98,-108,24,64
284,9,9,-105,-315,-98,-6,61,-45,-353,36,-89,315
285,2,2,-61,56,495,-38,-295,-267,-181,1,-102,-394
286,6,6,-86,-183,-154,-164,-126,103,366,-469,121,-310
287,4,4,-366,-266,-92,-45,433,-66,-286,24,-98,52
288,1,1,-69,264,-256,-298,23,-81,-84,-123,-38,-181
289,5,5,-367,-105,-197,16,-19,306,-55,-306,36,37
290,8,8,-312,-336,-245,-54,97,87,-63,-276,346,154
291,2,2,-151,133,488,40,-413,-388,-292,-116,149,-413
292,9,9,-50,-310,-90,-28,60,-80,-344,26,-40,275
293,2,2,-132,18,468,54,-216,-287,-343,-10,-62,-271
294,0,0,332,-169,-48,-207,-381,1,-35,-62,-107,-185
295,4,4,-417,-104,-76,-232,568,-117,-411,-13,-150,84
296,0,0,472,-290,18,-210,-287,-148,-23,-243,-185,-115
297,0,0,350,-286,-104,-247,-263,45,4,-76,-160,-37
298,2,2,-169,-7,525,145,-339,-406,-361,-73,109,-345
299,8,8,-198,-251,-91,94,-340,3,-263,-175,450,90
300,4,4,-98,-23,49,-172,281,-233,-60,-67,-123,-280
301,7,7,-376,-53,146,167,-124,-277,-598,472,-161,-109
302,1,1,-177,273,-97,-204,53,-141,-158,-122,45,-131
303,2,2,-50,-127,329,11,-279,-188,-166,28,48,-168
304,4,4,-382,-85,-174,-257,562,-158,-330,11,-79,-16
305,0,0,348,-293,-88,-207,-353,23,53,-108,-100,-75
306,2,2,-63,72,519,-36,-321,-447,-296,7,52,-345
307,7,7,-435,-15,37,259,-155,-257,-648,376,-87,-9
308,4,4,-293,38,-330,-299,470,-83,-202,-74,-16,-171
309,3,3,-382,31,-238,475,-205,65,-263,-110,-17,-107
310,3,3,-458,-105,-140,490,-140,-8,-407,-56,12,51
311,0,0,483,-427,-91,-132,-317,-66,5,-254,-120,-40
312,0,0,430,-413,-4,-153,-302,-150,-47,-195,-63,-42
313,3,3,-494,22,-272,433,-67,195,-212,-147,-81,-266
314,1,1,-220,307,-194,-206,71,-109,-196,-116,-2,-108
315,9,9,-206,-487,-136,142,-82,-51,-488,68,18,400
316,6,6,-6,-261,-180,-198,-113,117,351,-411,79,-224
317,5,5,-386,-193,-395,219,-232,481,-197,-55,36,-42
318,2,2,33,-291,407,130,-346,-193,-210,-107,14,-225
319,5,5,-357,-341,-353,52,-74,509,43,-317,13,-17
320,9,9,-170,-23,-146,-31,-118,-71,-373,7,116,210
321,2,2,-118,-17,191,136,-459,-348,-476,184,119,-74
322,9,9,-407,-207,-218,58,148,-21,-497,-40,28,421
323,3,3,-441,-141,-218,594,-316,52,-463,-78,94,45
324,0,0,170,-170,-162,-123,-196,36,9,-27,1,-105
325,4,4,-188,-165,-291,-191,340,-143,-100,-170,-18,64
326,2,2,-108,198,275,-330,73,-186,9,-304,-41,-558
327,0,0,391,-362,10,-167,-195,-219,-51,-231,-57,-28
328,7,7,-251,-24,-8,154,-138,-235,-481,327,-9,-25
329,1,1,-173,294,-164,-181,61,-151,-202,-70,-40,-145
330,1,1,-182,290,-171,-216,77,-106,-185,-61,-67,-105
331,2,2,-51,42,440,-60,-384,-353,-239,6,96,-290
332,1,1,-151,323,-131,-231,56,-181,-230,-40,-60,-128
333,5,5,-270,-223,-256,26,-296,419,-173,-283,109,150
334,3,3,-387,-98,-156,519,-252,-25,-507,-24,9,87
335,3,3,-329,-56,-60,380,-278,-117,-350,-75,144,-8
336,9,9,-275,-325,-40,-41,260,-71,-453,3,-56,314
337,7,7,-137,-197,11,160,-312,-121,-594,263,-135,134
338,8,8,-59,-368,169,101,-248,-107,-173,-169,424,-92
339,6,6,-62,-260,-54,-168,-106,116,322,-463,79,-189
340,5,5,-225,-121,-323,204,-86,238,-16,-324,-125,-85
341,6,6,18,-183,-175,-82,-41,65,224,-143,-36,-132
342,1,1,-121,291,-149,-233,15,-126,-167,-84,-12,-136
343,3,3,-406,-44,-299,552,-227,149,-397,-127,-32,-17
344,8,8,-243,-238,-143,83,-174,69,54,-305,407,-149
345,1,1,-202,256,-184,-170,70,-174,-304,-50,-10,-18
346,0,0,318,-185,-23,-197,-320,-128,-156,-30,-57,-137
347,5,5,-350,-402,-348,147,-209,422,-52,-386,179,143
348,1,1,-86,267,-140,-259,20,-115,-75,-119,-29,-235
349,3,3,-412,-185,-53,454,-301,-142,-616,69,76,197
350,1,1,-321,308,-131,-107,80,-150,-356,-31,-26,-49
351,5,5,-383,-372,-332,88,-296,553,-112,-362,113,163
352,5,5,-19,-152,-299,100,-314,298,-168,-61,-101,-97
353,6,6,155,-530,-244,-116,-75,3,475,-482,34,-175
354,1,1,-167,326,-70,-309,107,-250,-213,-52,-4,-204
355,8,8,-48,-314,-200,-121,-238,73,87,-242,390,-16
356,5,5,-326,-346,-388,80,-270,588,-130,-282,-12,137
357,1,1,-131,194,-101,-131,34,-90,-163,0,-33,-59
358,7,7,-360,32,-110,6,114,-152,-447,197,-33,119
359,9,9,-324,-200,-108,-50,250,-182,-444,-19,166,273
360,4,4,-415,-231,-71,-114,487,-83,-288,61,-139,-39
361,6,6,48,-449,-235,-187,-110,86,554,-441,4,-293
362,2,2,-46,-109,352,123,-449,-370,-452,123,79,-68
363,2,2,-46,153,407,-169,-221,-284,-83,-97,-57,-447
364,5,5,-353,-302,-216,80,-290,506,-182,-244,46,105
365,0,0,297,-168,-54,-202,-281,-114,-50,-95,-57,-97
366,6,6,172,-423,-143,-135,-25,-48,328,-339,14,-131
367,5,5,-326,-256,-162,25,-184,431,-103,-206,85,44
368,6,6,-9,-257,-154,-209,-88,100,395,-412,63,-217
369,3,3,-358,-185,-168,436,-247,118,-447,-19,51,85
370,7,7,-232,-99,81,142,-327,-268,-689,402,-98,54
371,2,2,-27,107,565,-54,-302,-463,-264,21,-103,-499
372,0,0,329,-254,-131,-151,-327,48,29,-72,-146,-101
373,8,8,-136,-293,41,74,-238,-136,-177,-129,480,-11
374,8,8,-207,-315,101,171,-274,-163,-226,-163,458,42
375,5,5,-289,-311,-285,-21,-259,499,-10,-371,73,99
376,4,4,-349,-99,-114,-151,405,-118,-389,13,-130,175
377,1,1,-98,269,-104,-253,21,-122,-163,-27,-56,-122
378,1,1,-134,235,-107,-180,18,-148,-145,-75,17,-114
379,4,4,-304,-61,-60,-288,543,-137,-356,-52,-158,-2
380,0,0,315,-245,-79,-142,-163,-78,62,-210,-114,-22
381,3,3,-163,-103,-15,341,-342,-66,-411,60,-42,4
382,3,3,-567,-116,-215,653,-286,25,-533,-39,35,20
383,7,7,-198,-104,-14,127,-299,-135,-567,286,-66,82
384,6,6,58,-351,-220,-153,-105,61,504,-481,-28,-268
385,1,1,-88,266,-100,-239,31,-137,-110,-67,-28,-160
386,6,6,122,-383,-211,-190,-170,158,348,-316,14,-215
387,2,2,-89,83,397,-43,-241,-235,-249,60,-113,-252
388,1,1,-144,337,-84,-321,68,-234,-229,-13,-38,-173
389,9,9,-373,-226,-287,-67,157,-33,-493,44,26,433
390,2,2,16,-82,439,35,-228,-271,-421,32,-185,-204
391,8,8,-47,-305,111,50,-179,-130,-103,-161,371,-78
392,6,6,8,-379,-201,-164,-52,65,505,-440,14,-259
393,1,1,-124,279,-127,-258,44,-117,-185,-32,-76,-106
394,9,9,-162,-238,-82,-11,78,-118,-379,70,-14,303
395,5,5,-335,-289,-298,111,-275,497,-101,-328,65,107
396,2,2,-83,32,508,-79,-37,-418,-219,39,-110,-556
397,5,5,-394,-155,-335,220,-207,387,-93,-364,62,69
398,4,4,-269,-44,-76,-280,492,-110,-263,6,-175,-132
399,4,4,-177,-176,-75,-195,420,-65,-127,-111,-214,-80
400,2,2,46,-207,307,69,-119,-266,-361,-54,-46,-107
401,8,8,-242,-159,70,170,-350,-125,-291,-71,409,-4
402,3,3,-457,-34,-22,462,-215,46,-440,-21,-26,-83
403,8,8,-159,-214,14,110,-173,-55,-264,25,244,35
404,2,2,-146,-18,342,116,-380,-393,-372,157,119,-175
405,4,4,-399,-315,-104,-183,584,-20,-368,-35,-213,180
406,5,5,-35,-549,-343,-8,-179,321,13,-259,19,203
407,0,0,395,-252,-163,-137,-320,-10,-93,-104,-146,-96
408,3,3,-91,-201,-112,406,-371,-47,-284,-200,59,-59
409,1,1,-204,223,-252,-194,21,-48,-171,-113,59,-37
410,7,7,-230,-134,-74,53,-131,-197,-535,414,-96,107
411,7,7,-126,11,24,95,-272,-282,-478,219,36,30
412,5,3,-414,-226,-470,485,-346,375,-425,-127,82,74
413,7,7,-163,-241,-110,59,-135,-189,-593,425,-91,163
414,9,9,-320,-193,-114,14,95,-71,-461,28,17,353
415,7,7,-205,-138,-115,-52,-27,-144,-458,400,-126,104
416,1,1,-104,341,-92,-327,17,-139,-106,-123,-47,-262
417,9,9,-305,-180,-192,8,168,-152,-496,136,11,309
418,2,2,-65,-15,527,11,-240,-349,-277,78,-64,-425
