index,label,pred,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
107,1,1,-29,266,-109,-373,85,-148,-36,-83,-93,-267
108,9,9,-145,-57,-70,-88,62,-45,-249,63,-41,175
109,4,4,-49,48,-105,-288,260,-115,-83,-8,-154,-120
110,8,8,-44,-68,-112,-121,-7,-67,-56,-156,183,-11
111,7,7,-47,127,19,-135,-81,-217,-288,164,-67,-51
112,3,3,-186,-22,-96,274,-128,-14,-220,49,-90,-32
113,9,9,-102,-83,-63,-50,51,-80,-237,32,-13,172
114,7,7,-90,22,81,12,-31,-158,-230,189,-108,-66
115,4,4,-56,47,-133,-242,125,-86,-57,-7,-112,-29
116,4,4,-159,94,-171,-224,253,-68,-121,-62,-77,-48
117,4,4,-171,10,-64,-140,300,-155,-214,60,-159,-103
118,9,9,-45,-53,-82,-128,48,-99,-158,57,-47,104
119,2,2,3,24,167,-49,-103,-232,-192,108,-62,-110
120,5,5,-137,-119,-196,24,-161,254,-95,-72,-62,90
121,4,4,-29,-29,-201,-229,159,-122,36,-78,-39,-118
122,7,7,-142,48,30,-44,-84,-137,-311,245,-138,-20
123,6,6,48,-110,-229,-190,-8,25,276,-216,-61,-163
124,7,7,-212,73,-115,-132,121,-97,-214,203,-150,-71
125,9,9,-81,-27,-80,-84,64,-57,-167,-5,-44,126
126,0,0,183,-147,-75,-77,-108,-67,-33,-11,-152,23
127,5,5,-136,-113,-202,-31,-107,268,-5,-108,-13,43
128,8,8,-66,-124,-17,-12,-142,-40,-110,-10,249,6
129,5,5,-78,-152,-198,-32,-130,250,-2,-95,-71,60
130,6,6,36,-208,-252,-120,-27,70,290,-226,-46,-93
131,6,6,109,-230,-192,-176,-92,26,318,-269,-9,-134
132,5,5,-143,-21,-227,71,-146,237,-55,-60,-96,-1
133,7,7,-152,27,74,42,-37,-254,-416,299,-162,-49
134,8,8,-91,-25,-37,-52,-60,-105,-185,-59,211,54
135,1,1,-41,274,-135,-339,117,-95,-83,-78,-124,-204
136,0,0,148,-30,-60,-207,-159,-72,-77,80,-133,-123
137,1,1,-23,285,-105,-377,134,-150,-85,-72,-160,-254
138,6,6,92,-143,-188,-161,-18,-12,254,-190,-82,-165
139,4,4,-50,-13,-148,-179,174,-181,-110,-29,-47,-9
140,6,6,67,-38,-151,-228,-6,-15,213,-221,-45,-182
141,7,7,-176,14,-43,-15,-65,-103,-312,233,-120,42
142,3,3,-111,-46,52,207,-186,-139,-268,51,-1,6
143,1,1,-27,270,-97,-358,88,-105,-84,-41,-147,-217
144,7,7,-104,55,84,-22,32,-206,-284,216,-136,-95
145,1,1,-97,202,-100,-270,138,-82,-123,-50,-76,-70
146,8,8,-7,-147,-106,25,-112,-87,-23,-80,210,-21
147,2,2,6,36,251,-56,-47,-251,-165,4,-82,-189
148,0,0,193,-80,-56,-177,-151,-75,-27,-15,-140,-101
149,2,2,-1,-35,91,3,-52,-64,-52,5,7,-60
150,9,9,-152,-130,-75,-40,42,6,-223,27,-41,199
151,9,9,-27,-238,-45,23,14,-56,-156,-66,56,207
152,5,5,-60,-121,-187,-205,-92,206,30,-31,-7,13
153,5,5,-57,-56,-125,-48,-96,175,3,-69,-29,10
154,1,1,-111,214,-95,-278,101,-92,-149,2,-136,-63
155,5,5,-150,-133,-217,10,-73,267,1,-80,-72,22
156,6,6,49,-66,-114,-212,20,5,174,-109,-88,-175
157,0,7,113,-52,-67,-177,-120,-52,-110,114,-188,-61
158,3,7,17,2,8,30,-120,18,-140,58,-192,-72
159,4,4,-64,35,-84,-194,190,-41,-41,-51,-103,-61
160,4,4,-104,159,-191,-332,225,-56,-64,-73,-103,-166
161,6,6,41,-164,-214,-79,20,52,243,-210,-84,-129
162,5,5,-92,-118,-226,-92,-156,308,-28,-99,-77,53
163,4,4,-150,13,-115,-213,283,-82,-133,66,-183,-114
164,6,6,43,-40,-150,-203,14,-7,196,-144,-85,-195
165,5,5,-133,-56,-244,3,-120,258,-101,32,-178,27
166,4,4,-62,44,-153,-343,247,-88,-72,-50,-152,-52
167,5,5,-36,-88,-81,57,-59,69,7,-4,-108,-82
168,1,1,-72,255,-104,-292,112,-95,-94,-84,-66,-141
169,4,4,-108,91,-106,-302,269,-92,-140,39,-203,-162
170,4,4,-133,81,-99,-237,299,-89,-145,-37,-105,-128
171,7,7,-9,4,86,-39,-78,-210,-231,120,-24,-59
172,2,2,-95,83,222,43,-274,-214,-296,120,-1,-167
173,3,3,-156,17,-86,213,-149,29,-208,58,-72,-43
174,2,2,12,32,234,-75,-106,-208,-165,46,-44,-143
175,7,7,-47,49,-4,-50,-41,-120,-187,110,-29,7
176,1,1,-25,192,-76,-243,70,-79,-57,-46,-82,-132
177,8,8,51,-50,-114,-141,-56,-111,-19,-55,77,-70
178,1,1,-69,257,-121,-305,125,-101,-99,-54,-129,-173
179,8,8,-56,-12,111,-17,-137,-159,-126,-34,184,-71
180,1,1,-78,231,-108,-304,117,-102,-116,-25,-138,-125
181,8,8,-21,-94,22,-62,-200,-54,-7,-76,197,-60
182,5,5,-52,-95,-254,-69,-86,187,94,-145,-20,-35
183,0,0,225,-181,-21,-140,-124,-139,-31,-17,-129,-5
184,8,8,27,-82,85,61,-126,-188,-118,-23,97,-81
185,9,9,-69,-105,-138,-121,72,-61,-80,-13,-64,143
186,2,2,22,25,298,7,-305,-355,-219,40,14,-211
187,5,5,-102,-97,-151,20,-118,216,-49,-52,-68,34
188,0,0,166,-62,-128,-262,-205,2,-35,52,-97,-140
189,1,1,-87,158,-97,-184,90,-45,-100,-55,-48,-43
190,1,1,-22,268,-78,-304,84,-182,-130,-19,-159,-212
191,1,1,-117,181,-69,-202,83,-73,-160,-15,-57,-29
192,0,0,186,16,39,-274,-22,-262,-82,-27,-139,-171
193,9,9,-97,-71,-23,-32,19,-60,-195,75,6,116
194,0,7,122,-49,-34,-174,-144,-66,-153,158,-173,-85
195,3,3,-130,7,3,98,-23,-9,-84,-4,0,-51
196,1,1,-20,280,-118,-351,98,-83,-51,-115,-123,-224
197,6,6,57,-176,-269,-192,-4,63,316,-295,-49,-159
198,4,4,-122,89,-159,-294,284,-106,-153,-16,-122,-87
199,2,2,-20,66,242,24,-172,-311,-235,80,-77,-194
200,3,3,-37,-22,38,163,-75,-145,-226,57,-71,-98
201,6,6,67,-168,-202,-157,-33,-3,253,-164,-83,-96
202,1,1,-72,307,-77,-345,105,-214,-140,-12,-114,-237
203,1,1,-89,179,-105,-233,101,-67,-104,-26,-82,-60
204,1,1,-68,267,-113,-280,102,-134,-109,-13,-122,-213
205,3,3,-194,2,-50,219,-131,-10,-223,69,-103,-17
206,9,9,-119,-101,-80,-103,17,19,-181,8,14,167
207,5,5,-77,-39,-188,25,-113,165,-87,54,-100,-13
208,2,2,-15,68,298,-60,-111,-208,-166,45,-118,-246
209,9,4,-202,-44,-83,-95,216,-62,-256,24,-87,140
210,4,4,-158,43,-129,-237,214,-144,-222,147,-164,-39
211,5,5,-20,-91,-219,-33,-53,134,12,-22,-7,-2
212,9,9,-120,-95,-110,-51,62,-22,-202,89,-112,167
213,3,3,-158,-52,-43,195,-128,-69,-270,102,-44,25
214,9,4,-119,3,-67,-126,127,-117,-251,33,-18,100
215,0,0,182,-35,-73,-208,-175,-99,-83,46,-146,-115
216,3,3,-217,-2,1,288,-188,-111,-359,132,-113,-39
217,6,6,70,-123,-180,-249,-102,83,207,-206,-5,-154
218,5,5,-77,-88,-242,-96,-50,191,-23,10,-27,-4
219,5,5,27,-107,-173,-104,-106,153,12,-12,-97,-24
220,7,7,-95,27,-56,-148,-4,-138,-262,230,-138,16
221,2,2,47,-15,217,-55,-109,-145,-198,66,-111,-112
222,2,2,55,51,265,-94,-77,-249,-182,39,-113,-205
223,7,7,-81,17,70,-26,-73,-211,-347,236,-116,-6
224,1,1,-49,210,-61,-262,96,-130,-80,-16,-91,-186
225,2,2,-69,-61,178,99,-245,-222,-300,95,40,-31
226,8,8,-54,38,-100,-113,-6,-45,22,-133,146,-137
227,4,4,-65,52,-81,-217,196,-70,-81,-31,-117,-44
228,1,1,-48,263,-95,-339,122,-142,-83,-50,-119,-222
229,7,7,-105,51,42,-31,-44,-163,-291,205,-112,-11
230,3,3,-34,-81,-71,120,-95,44,-44,-21,-128,-61
231,3,3,-173,-1,-106,163,-48,-50,-240,38,-5,51
232,8,8,-56,-109,-10,-92,-211,102,35,-70,149,-51
233,8,8,-44,-100,-7,30,-77,-145,-192,79,131,40
234,7,7,-136,70,42,-18,-84,-207,-379,254,-110,-13
235,9,9,-43,-108,-49,-36,6,-40,-174,81,-73,114
236,2,2,-5,42,223,-28,-125,-224,-264,119,-134,-126
237,2,2,5,94,207,-97,-17,-216,-142,21,-129,-221
238,4,4,-139,28,-130,-237,296,-81,-139,49,-206,-128
239,1,1,-90,216,-103,-286,119,-89,-119,-34,-109,-89
240,5,5,-150,-47,-189,5,-64,232,-42,-54,-101,39
241,9,9,-69,-112,-64,-13,33,-20,-218,30,-56,154
242,8,8,67,-165,-88,-200,-65,-115,41,-132,136,-63
243,7,7,-190,12,52,5,-30,-127,-295,261,-97,-68
244,2,2,9,40,170,-111,-46,-176,-117,69,-60,-151
245,3,3,-46,6,67,95,-57,-88,-154,59,-135,-95
246,0,0,194,-154,-142,-88,-153,-19,-16,12,-156,14
247,4,4,-9,110,35,-362,228,-169,-43,-59,-164,-287
248,4,4,-122,-4,-189,-278,310,-96,-138,4,-191,-76
249,2,2,-3,46,174,-30,-110,-220,-157,56,-61,-140
250,4,4,-144,75,-103,-270,296,-110,-201,-37,-134,-43
251,1,1,-44,164,-86,-214,103,-60,-60,-71,-53,-97
252,9,9,-124,-57,-95,-94,95,-52,-231,-3,-75,190
253,5,5,-56,-87,-136,-72,-114,185,-18,-15,-66,11
254,7,7,-186,57,63,25,-104,-218,-426,288,-155,-11
255,7,7,-146,96,59,-82,-80,-212,-389,267,-127,-17
256,2,2,-32,107,201,-36,-150,-296,-228,99,-48,-179
257,8,6,49,22,-82,-193,-66,-72,70,-146,46,-162
258,2,2,-19,15,200,27,-71,-179,-254,96,-201,-133
259,6,6,57,-143,-265,-117,-69,82,148,-80,-31,-89
260,8,8,-39,-72,75,29,-109,-131,-112,-15,146,-49
261,5,5,-62,-56,-249,-125,-114,231,3,-55,-24,-12
262,7,7,-189,33,-37,-51,-54,-134,-325,263,-126,30
263,7,7,-135,99,41,-81,-59,-190,-338,245,-130,-24
264,9,4,-165,49,-79,-166,164,-69,-216,-41,-10,116
265,1,1,-72,235,-114,-257,82,-92,-104,-47,-72,-128
266,8,0,125,-126,-90,-119,-72,-118,-18,-73,41,-73
267,1,1,-83,241,-136,-317,141,-87,-111,-57,-139,-133
268,8,8,-73,-94,94,21,-147,-8,-119,-6,119,-26
269,0,0,173,-133,-73,-122,-100,-29,-1,-1,-152,-14
270,3,3,-228,-14,-216,268,-98,100,-150,-6,-39,-34
271,0,0,163,-49,-41,-186,-102,-95,-82,45,-230,-72
272,1,1,-100,227,-117,-292,118,-90,-131,-24,-115,-90
273,9,9,-115,-159,-71,18,-2,-89,-274,65,21,202
274,9,9,-148,-74,-52,71,-2,-112,-315,106,-83,158
275,4,4,-147,45,-150,-284,287,-104,-173,-17,-148,7
276,1,1,-27,291,-116,-374,121,-121,-91,-60,-164,-234
277,8,8,1,-89,-2,-60,-81,-95,-12,-9,139,-67
278,2,2,8,1,284,-118,-175,-225,-144,80,-35,-168
279,1,1,-95,206,-92,-269,109,-95,-128,-11,-115,-82
280,2,2,8,35,175,19,-158,-284,-173,21,7,-167
281,9,9,-48,-144,-143,-84,82,-109,-131,-30,-21,167
282,7,7,-103,98,49,-13,-51,-193,-268,180,-85,-55
283,5,5,-62,-94,-200,-71,-77,190,4,-44,-11,20
284,9,9,-55,-91,-85,-81,33,-38,-196,97,-130,136
285,2,2,12,27,254,-50,-129,-178,-142,51,-103,-184
286,6,6,20,-102,-226,-198,-25,81,252,-271,-22,-144
287,4,4,-151,-59,-46,-39,237,-115,-174,55,-94,-39
288,1,1,-29,256,-197,-356,103,-70,-29,-101,-127,-222
289,5,5,-119,2,-127,-27,-27,166,-46,-58,-82,31
290,8,8,-66,-112,-223,-121,45,42,42,-129,91,25
291,2,2,-45,94,208,13,-165,-266,-188,35,9,-192
292,9,9,-6,-58,-89,-141,53,-54,-139,29,-102,93
293,2,2,4,5,157,16,-64,-156,-195,42,-103,-81
294,0,0,139,-28,-91,-170,-175,-25,-70,78,-132,-116
295,4,4,-141,50,-90,-257,296,-117,-193,47,-173,-94
296,0,0,214,-151,-33,-119,-86,-118,-46,-54,-140,-15
297,0,0,137,-124,-124,-144,-90,-4,-27,45,-168,10
298,2,2,-55,36,229,96,-140,-282,-245,72,-39,-160
299,8,8,-74,-38,-108,-98,-84,-18,-140,-26,167,47
300,4,4,5,48,4,-226,176,-140,-10,-66,-108,-206
301,7,7,-139,47,96,-5,2,-194,-269,237,-146,-101
302,1,1,-74,228,-103,-268,115,-81,-84,-77,-72,-121
303,2,2,22,-43,181,-32,-147,-126,-87,18,-22,-89
304,4,4,-145,109,-104,-308,346,-152,-173,48,-172,-207
305,0,0,166,-143,-126,-108,-200,-1,-8,47,-85,-37
306,2,2,10,75,265,-81,-126,-284,-185,40,-46,-196
307,7,7,-180,70,54,50,-50,-209,-334,239,-103,-52
308,4,4,-147,197,-244,-320,290,-120,-131,19,-128,-274
309,3,3,-158,30,-102,210,-98,15,-122,24,-80,-88
310,3,3,-216,19,-20,201,-38,-100,-268,93,-74,-15
311,0,0,212,-181,-125,-99,-114,-31,-35,-24,-149,-4
312,0,0,230,-151,-41,-172,-144,-133,-98,12,-158,-50
313,3,3,-249,95,-85,189,-28,3,-151,84,-131,-194
314,1,1,-98,244,-157,-312,136,-67,-101,-73,-111,-115
315,9,9,-88,-178,-80,0,19,-32,-201,40,-53,198
316,6,6,36,-55,-201,-213,0,47,177,-186,-70,-120
317,5,5,-133,-63,-220,77,-88,198,-27,7,-65,-55
318,2,2,68,-74,219,-12,-108,-193,-209,69,-131,-129
319,5,5,-115,-100,-202,-49,-43,229,-3,-4,-140,3
320,9,1,-84,93,-97,-161,-10,-46,-177,20,-11,60
321,2,7,-51,91,129,-36,-215,-252,-282,165,-6,-101
322,9,9,-171,-26,-93,-67,113,-44,-252,-6,-24,189
323,3,3,-195,-39,-96,272,-131,-9,-234,30,-19,9
324,0,0,82,-13,-141,-164,-77,-2,27,-27,-74,-104
325,4,4,-55,32,-204,-249,197,-142,-37,-104,-42,-69
326,2,1,21,106,41,-291,51,-64,96,-201,-81,-276
327,0,0,160,-111,-48,-200,-30,-213,-127,8,-153,-24
328,7,7,-82,72,42,-31,-7,-149,-185,158,-79,-90
329,1,1,-61,244,-128,-311,132,-95,-90,-61,-144,-168
330,1,1,-86,230,-129,-301,125,-80,-100,-45,-144,-126
331,2,2,-35,125,163,-85,-165,-227,-199,90,-25,-182
332,1,1,-68,266,-115,-315,121,-124,-117,-35,-145,-174
333,5,5,-85,-79,-142,-52,-150,206,-81,-68,-36,71
334,3,3,-193,-2,-23,234,-130,-100,-328,86,-67,14
335,3,3,-152,22,-6,161,-100,-123,-239,61,6,1
336,9,4,-91,-81,-72,-121,140,-44,-210,64,-102,135
337,7,7,-90,-13,59,17,-144,-128,-346,203,-157,14
338,8,8,4,-105,9,7,-70,-111,-147,42,123,-56
339,6,6,25,-132,-127,-133,-68,67,191,-209,-17,-46
340,5,5,-42,-16,-190,-65,39,93,83,-124,-190,-101
341,6,6,13,-43,-133,-82,-2,27,89,-46,-58,-71
342,1,1,-52,246,-137,-318,110,-87,-80,-66,-115,-156
343,3,3,-217,22,-142,258,-114,45,-205,50,-89,-44
344,8,8,-49,-65,-95,-50,-59,14,85,-107,139,-129
345,1,1,-84,233,-136,-314,145,-106,-128,-48,-121,-116
346,0,0,171,39,-49,-290,-89,-124,-76,-5,-182,-170
347,5,5,-79,-180,-198,-65,-98,211,98,-156,36,13
348,1,1,-28,240,-140,-320,110,-68,-26,-103,-113,-232
349,3,3,-223,4,-3,220,-158,-115,-359,81,-25,54
350,1,1,-128,220,-93,-261,141,-96,-168,-41,-94,-63
351,5,5,-103,-116,-184,-22,-134,252,-65,-55,-74,64
352,5,5,-41,-53,-225,31,-100,116,-77,103,-134,-47
353,6,6,140,-247,-177,-154,-21,-25,289,-268,-59,-99
354,1,1,-101,301,-69,-307,106,-201,-141,-30,-77,-222
355,8,8,0,-46,-176,-213,-95,13,77,-138,100,-84
356,5,5,-72,-150,-207,-65,-134,251,-10,-22,-99,9
357,1,1,-79,159,-89,-197,92,-64,-86,-16,-86,-80
358,7,1,-176,112,-64,-58,51,-111,-219,108,-66,-16
359,9,4,-122,50,-109,-163,165,-124,-223,56,-44,4
360,4,4,-160,-35,-36,-72,222,-134,-206,121,-105,-63
361,6,6,72,-179,-181,-161,-41,30,277,-206,-50,-136
362,2,7,-33,-9,146,20,-177,-242,-342,173,-57,-22
363,2,2,28,89,188,-159,-86,-167,-49,-15,-92,-227
364,5,5,-91,-108,-144,-16,-146,237,-37,-62,-63,37
365,0,0,116,40,-89,-268,-89,-129,-107,47,-166,-98
366,6,6,129,-161,-124,-173,-7,-43,190,-188,-64,-105
367,5,5,-88,-78,-74,-54,-97,174,-64,5,-38,8
368,6,6,34,-104,-203,-181,-23,57,214,-207,-32,-100
369,3,3,-147,-33,-49,178,-140,-9,-281,82,-59,12
370,7,7,-165,56,88,-15,-127,-225,-440,321,-165,-36
371,2,2,56,64,270,-95,-132,-277,-163,37,-134,-234
372,0,0,145,-116,-151,-76,-159,26,0,48,-122,-49
373,8,8,14,-77,-29,-102,-114,-70,10,-33,145,-98
374,8,8,-32,-86,48,27,-95,-133,-127,-24,169,-2
375,5,5,-66,-135,-161,-110,-117,239,47,-115,-33,24
376,4,4,-104,74,-86,-241,217,-116,-188,25,-146,-39
377,1,1,-38,231,-91,-309,84,-106,-98,-19,-132,-160
378,1,1,-45,212,-100,-267,85,-95,-69,-50,-86,-142
379,4,4,-145,83,-96,-291,334,-137,-205,-13,-154,-101
380,0,0,125,-102,-112,-56,-78,-92,-18,24,-109,-9
381,3,3,-83,12,31,157,-164,-67,-222,63,-82,-27
382,3,3,-234,23,-49,285,-130,-70,-277,86,-70,-56
383,7,7,-125,11,23,-3,-137,-108,-343,214,-112,15
384,6,6,68,-162,-174,-126,-62,21,275,-212,-73,-120
385,1,1,-36,229,-108,-283,86,-97,-64,-48,-101,-178
386,6,6,99,-111,-187,-212,-79,74,201,-142,-98,-166
387,2,2,-23,58,194,-25,-134,-133,-163,51,-102,-119
388,1,1,-71,286,-73,-331,98,-165,-105,-48,-88,-215
389,9,4,-144,23,-129,-193,129,-61,-202,69,-66,92
390,2,2,32,27,223,-36,-72,-174,-218,49,-202,-120
391,8,8,31,-77,8,-67,-73,-86,-32,-24,116,-74
392,6,6,51,-146,-190,-172,-7,34,275,-234,-56,-128
393,1,1,-49,237,-102,-328,104,-94,-94,-37,-154,-157
394,9,9,-85,-73,-58,-71,50,-94,-227,75,-52,156
395,5,5,-123,-66,-179,25,-123,241,-68,-28,-96,30
396,2,2,8,79,274,-150,39,-295,-162,42,-167,-329
397,5,5,-135,-20,-187,54,-95,193,-46,-76,-70,25
398,4,4,-112,85,-94,-264,281,-123,-156,31,-147,-166
399,4,4,-92,-24,-107,-195,268,-60,-82,-21,-173,-97
400,2,2,82,-78,132,-50,7,-222,-235,59,-153,-44
401,8,8,-80,-9,29,-6,-129,-86,-149,6,160,-3
402,3,3,-186,42,4,218,-134,-32,-247,112,-110,-80
403,8,7,-27,-12,13,-46,-61,-55,-91,66,40,-42
404,2,2,-26,44,198,-22,-194,-252,-205,107,-23,-137
405,4,4,-142,-100,-107,-184,290,-20,-161,12,-172,76
406,5,5,-30,-190,-283,-61,-71,153,-79,63,-161,85
407,0,0,144,-90,-137,-93,-117,-48,-62,35,-130,-48
408,3,3,-39,-30,-26,192,-167,-83,-181,18,-66,-76
409,1,1,-101,207,-201,-287,90,-34,-97,-61,-78,-68
410,7,7,-171,45,-27,-73,-31,-176,-318,275,-133,13
411,7,7,-65,123,45,-86,-106,-208,-272,167,-53,-49
412,5,5,-162,-62,-281,127,-108,179,-171,25,-68,22
413,7,7,-116,-13,-20,-82,-5,-168,-302,283,-152,15
414,9,9,-113,-11,-91,-96,67,-56,-207,39,-46,131
415,7,7,-115,41,-50,-171,41,-123,-251,234,-153,-2
416,1,1,-35,296,-128,-365,121,-97,-74,-75,-155,-249
