index,label,pred,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
40,1,1,-50,130,-52,-149,26,-53,-85,-1,-53,-48
41,7,7,-103,80,131,-20,-86,-173,-291,216,-161,-108
42,4,4,-206,128,-237,-315,292,-64,-153,24,-186,-130
43,2,2,-69,105,257,-172,32,-181,-40,-52,-60,-395
44,3,3,-212,-17,-31,235,-134,9,-214,93,-154,-86
45,5,5,-46,-84,-197,-47,-219,246,-37,18,-95,-56
46,1,1,-177,220,-80,-64,-7,-55,-210,-11,-31,-67
47,2,2,-2,12,208,-51,-42,-135,-71,-2,-93,-192
48,4,4,-250,53,-179,-233,366,-64,-245,-25,-81,-50
49,4,4,-97,-47,-97,-212,241,-67,-83,74,-216,-108
50,6,6,16,-81,-256,-134,25,77,222,-212,-108,-164
51,3,3,-243,2,-48,369,-231,-73,-415,145,-145,-51
52,5,5,-65,-168,-219,-71,-134,267,79,-114,-50,-25
53,5,5,-121,-31,-226,42,-81,179,-82,48,-143,16
54,6,6,25,-225,-272,-177,-98,96,288,-132,1,-138
55,0,0,124,63,-103,-285,-145,-47,-151,100,-211,-134
56,4,4,-183,57,-112,-281,362,-122,-188,53,-183,-200
57,1,1,-73,231,-97,-232,63,-132,-137,2,-94,-110
58,9,9,-146,-134,-38,-44,139,-80,-277,88,-93,179
59,5,5,-83,-57,-251,-65,-50,164,-32,53,-47,-17
60,7,7,-188,4,-30,30,-166,-50,-316,292,-215,-27
61,8,9,-28,-219,34,66,-78,-92,-149,-52,92,98
62,9,9,-69,-105,-94,-66,-50,77,-83,13,0,80
63,3,3,-202,4,89,178,-130,-146,-366,159,-91,-47
64,7,7,-189,-5,89,47,-49,-242,-432,362,-143,-83
65,4,4,-151,45,-56,-124,165,-39,-175,-7,-101,13
66,6,6,52,-185,-230,-98,-23,50,212,-122,-101,-81
67,4,4,-154,-72,-90,-118,226,-20,-89,6,-96,-36
68,3,3,-331,-2,-50,426,-233,-88,-422,109,-55,-34
69,0,0,193,-118,-48,-163,-98,-27,-67,-21,-229,38
70,7,7,-151,-75,-54,40,-137,-48,-351,276,-207,34
71,0,0,317,-209,-66,-126,-226,-79,-32,-50,-169,-53
72,2,2,3,32,250,-17,-161,-194,-346,150,-200,-128
73,9,9,-87,-66,-46,-55,1,-167,-351,87,-3,157
74,1,1,-83,255,-116,-281,93,-61,-117,-76,-94,-112
75,7,7,-192,-16,-13,33,-12,-101,-250,259,-106,-30
76,3,3,-294,19,-100,292,-113,-4,-289,71,-101,-2
77,2,2,-14,28,158,10,-130,-167,-238,94,-107,-68
78,9,9,-114,-20,-94,-86,79,-113,-251,34,-45,152
79,7,7,-19,-58,-3,-49,-37,-214,-333,261,-72,-17
80,7,7,-73,44,-123,-208,-40,-50,-213,211,-146,-5
81,6,6,-65,-105,-256,-91,-56,111,228,-163,-81,-119
82,2,2,-69,107,396,-25,-198,-267,-301,103,-164,-311
83,7,7,-121,38,-77,-119,-14,-144,-291,285,-135,-25
84,8,8,-64,-186,-234,48,-37,54,-36,-44,177,22
85,4,4,-256,80,-261,-256,342,-32,-164,67,-188,-205
86,7,7,-145,16,-32,9,-72,-185,-379,258,-99,30
87,3,3,-290,76,-3,216,-101,-61,-288,200,-203,-147
88,6,6,17,-160,-176,-116,-45,63,283,-176,-70,-209
89,1,1,-105,265,-158,-214,56,-94,-104,-30,-123,-192
90,3,3,-207,-42,-129,320,-201,3,-336,8,-32,49
91,6,6,-14,-170,-209,-98,-49,110,302,-237,-59,-192
92,9,9,-108,-43,-109,-38,73,-82,-202,37,-28,112
93,3,3,-251,-67,-145,338,-153,37,-349,49,-122,18
94,1,1,-121,267,-136,-223,73,-44,-111,-123,-37,-130
95,4,4,-63,-71,-200,-238,235,-58,-38,-23,-123,-69
96,1,1,-145,155,-62,-99,38,-64,-203,2,-40,12
97,7,7,-157,-9,79,-29,-50,-202,-266,293,-31,-156
98,6,6,81,-109,-130,-204,-85,70,183,-163,-71,-76
99,9,9,-136,-187,-40,2,70,-91,-300,74,-66,231
100,6,6,26,-135,-128,-99,-42,37,216,-147,-8,-132
101,0,0,193,-117,-170,-111,-238,67,10,-8,-117,-103
102,5,5,-161,-46,-190,66,-237,296,-178,-24,-115,35
103,4,4,-159,3,-23,-165,314,-103,-166,35,-163,-177
104,9,9,-65,-148,-112,-74,-32,75,-129,23,-105,154
105,9,9,-166,-161,-35,4,34,-8,-271,27,-15,196
106,2,2,51,-23,363,-97,-181,-279,-266,93,-115,-180
107,1,1,-51,289,-141,-355,78,-152,-81,-55,-105,-228
108,9,9,-161,-110,-85,-67,46,-12,-277,42,-37,218
109,4,4,-45,-23,-76,-240,247,-83,-60,-8,-158,-82
110,8,8,-82,-129,-111,-8,-76,-32,-117,-129,244,37
111,7,7,-86,78,-6,-44,-129,-214,-366,192,-47,20
112,3,3,-268,6,-98,338,-166,-23,-303,91,-129,-43
113,9,9,-140,-145,-65,8,23,-68,-291,15,10,235
114,7,7,-164,12,102,68,-95,-148,-291,235,-129,-83
115,4,4,-88,-4,-120,-193,136,-45,-52,-20,-114,22
116,4,4,-221,78,-182,-169,255,-31,-144,-60,-67,-12
117,4,4,-202,25,-40,-144,302,-133,-195,79,-180,-185
118,9,9,-71,-90,-69,-90,52,-70,-182,51,-36,151
119,2,2,-34,34,232,-43,-153,-252,-231,135,-62,-143
120,5,5,-204,-110,-234,97,-255,338,-152,-73,-77,56
121,4,4,-62,-50,-206,-211,187,-85,51,-69,-57,-148
122,7,7,-160,33,36,-7,-123,-118,-328,262,-146,-29
123,6,6,5,-140,-236,-122,-13,85,288,-211,-73,-177
124,7,7,-262,67,-160,-148,110,-81,-245,285,-204,-97
125,9,9,-117,-74,-43,-52,58,-34,-192,-28,-29,182
126,0,0,213,-162,-91,-84,-145,-60,-34,-8,-176,16
127,5,5,-190,-118,-242,6,-167,347,-41,-131,-14,34
128,8,8,-90,-189,-24,36,-201,-1,-150,-43,296,43
129,5,5,-145,-140,-240,14,-181,325,-59,-105,-92,63
130,6,6,-11,-257,-273,-69,-57,126,324,-231,-67,-128
131,6,6,72,-295,-223,-161,-91,77,380,-307,2,-154
132,5,5,-181,-21,-299,120,-237,311,-82,-89,-125,-14
133,7,7,-211,20,104,81,-79,-287,-501,380,-190,-73
134,8,8,-152,-58,-71,60,-140,-60,-244,-67,229,86
135,1,1,-75,282,-139,-274,73,-92,-123,-62,-95,-156
136,0,0,173,-37,-61,-176,-191,-7,-84,73,-157,-106
137,1,1,-67,313,-112,-372,111,-167,-144,-52,-148,-201
138,6,6,48,-176,-234,-92,-30,58,277,-182,-114,-184
139,4,4,-96,-36,-163,-151,183,-159,-129,2,-51,-8
140,6,6,50,-47,-127,-171,-7,11,204,-204,-42,-180
141,7,7,-188,0,-44,18,-94,-86,-330,245,-121,36
142,3,3,-159,-39,45,245,-239,-118,-295,61,-14,-4
143,1,1,-52,260,-92,-310,71,-99,-111,-29,-128,-160
144,7,7,-171,31,100,30,-11,-208,-347,281,-164,-79
145,1,1,-123,199,-92,-217,120,-64,-141,-48,-63,-52
146,8,8,-48,-214,-95,86,-137,-73,-102,-92,273,62
147,2,2,-56,42,359,-27,-127,-262,-206,21,-71,-255
148,0,0,220,-87,-41,-155,-192,-34,-36,-19,-154,-111
149,2,2,-30,-25,136,-14,-87,-37,-64,15,-5,-88
150,9,9,-195,-145,-61,-32,31,17,-245,21,-6,199
151,9,9,-32,-260,-26,33,-31,-51,-198,-57,55,212
152,5,5,-90,-135,-179,-205,-119,255,6,-48,1,19
153,5,5,-78,-41,-167,4,-156,222,-36,-63,-58,-4
154,1,1,-143,192,-89,-224,93,-80,-169,-1,-110,-15
155,5,5,-252,-148,-279,67,-108,367,-47,-107,-88,36
156,6,6,10,-109,-106,-152,-9,54,205,-103,-102,-207
157,0,0,143,-46,-65,-163,-155,8,-114,97,-215,-63
158,3,3,-9,28,23,89,-190,23,-180,46,-212,-105
159,4,4,-92,5,-50,-159,183,-34,-63,-39,-102,-33
160,4,4,-131,139,-205,-291,206,-8,-66,-67,-84,-149
161,6,6,12,-192,-210,-45,-8,84,271,-219,-109,-177
162,5,5,-134,-95,-280,-31,-240,390,-79,-100,-115,25
163,4,4,-183,-9,-111,-227,291,-73,-137,113,-203,-150
164,6,6,-5,-89,-166,-138,-5,45,225,-134,-90,-206
165,5,5,-185,-43,-307,70,-180,332,-136,34,-217,13
166,4,4,-67,8,-105,-318,245,-74,-84,-19,-154,-40
167,5,5,-64,-93,-102,70,-85,101,3,4,-127,-106
168,1,1,-97,245,-94,-215,76,-73,-127,-65,-59,-107
169,4,4,-129,60,-79,-265,267,-94,-176,69,-201,-128
170,4,4,-149,41,-58,-200,291,-63,-165,-43,-90,-75
171,7,7,-83,-25,89,25,-127,-247,-389,217,-39,-4
172,2,2,-146,113,269,124,-380,-250,-402,147,-44,-209
173,3,3,-193,32,-86,255,-193,23,-273,87,-104,-58
174,2,2,-32,21,310,-41,-173,-219,-188,63,-33,-183
175,7,7,-48,20,-3,-11,-70,-105,-195,99,-16,30
176,1,1,-36,172,-74,-192,53,-60,-69,-32,-70,-96
177,8,8,19,-107,-95,-70,-74,-69,-30,-59,130,-16
178,1,1,-106,252,-120,-248,94,-100,-137,-40,-99,-110
179,8,8,-101,-39,125,46,-216,-138,-160,-25,210,-55
180,1,1,-113,219,-115,-245,98,-91,-141,-28,-103,-60
181,8,8,-98,-115,26,12,-294,-10,-30,-97,247,-62
182,5,5,-104,-84,-262,-21,-146,253,44,-143,-3,-32
183,0,0,270,-200,-25,-167,-172,-115,-19,-24,-164,-22
184,8,3,-18,-113,54,127,-165,-136,-133,-8,116,-72
185,9,9,-120,-152,-130,-94,98,-50,-104,-21,-52,205
186,2,2,-5,4,395,73,-408,-436,-309,85,0,-235
187,5,5,-174,-82,-179,91,-189,273,-108,-48,-74,16
188,0,0,205,-90,-143,-229,-269,41,-76,94,-126,-160
189,1,1,-114,157,-98,-126,73,-29,-115,-61,-30,-41
190,1,1,-69,278,-100,-272,50,-185,-191,-3,-130,-157
191,1,1,-149,190,-73,-125,48,-55,-185,-12,-41,-38
192,0,0,203,-5,41,-263,-41,-244,-101,-14,-177,-168
193,9,7,-94,-86,1,-32,-31,-37,-185,95,5,81
194,0,0,152,-51,-36,-160,-195,-22,-171,147,-188,-98
195,3,3,-169,40,42,116,-55,-29,-136,50,-27,-82
196,1,1,-41,283,-113,-300,46,-60,-93,-101,-99,-190
197,6,6,19,-207,-271,-173,-5,114,339,-308,-53,-183
198,4,4,-155,61,-145,-252,289,-75,-174,-13,-103,-56
199,2,2,-125,81,322,120,-292,-351,-339,134,-52,-232
200,3,3,-99,-37,40,280,-196,-103,-292,72,-90,-113
201,6,6,53,-198,-250,-140,-38,42,312,-187,-125,-155
202,1,1,-96,306,-85,-301,71,-202,-164,4,-107,-191
203,1,1,-105,166,-93,-190,86,-55,-115,-27,-60,-31
204,1,1,-80,254,-114,-222,62,-116,-116,-7,-108,-163
205,3,3,-270,28,-76,277,-168,10,-275,91,-126,-32
206,9,9,-130,-143,-100,-65,-17,43,-215,-16,42,198
207,5,5,-103,-21,-193,62,-164,196,-119,55,-114,-32
208,2,2,-57,95,394,-74,-172,-222,-201,64,-134,-332
209,9,9,-247,-88,-130,-56,164,-10,-328,43,-112,211
210,4,4,-155,48,-123,-239,208,-134,-194,156,-158,-88
211,5,5,-50,-109,-234,-4,-92,181,-26,-27,-4,15
212,9,9,-140,-129,-119,-18,20,8,-253,99,-109,186
213,3,3,-236,-45,-53,258,-166,-55,-342,127,-74,19
214,9,9,-161,-47,-67,-68,101,-101,-315,26,18,182
215,0,0,199,-93,-72,-159,-211,-71,-97,45,-122,-88
216,3,3,-333,22,-42,383,-259,-72,-470,159,-167,-35
217,6,6,48,-147,-192,-248,-105,143,220,-214,-6,-163
218,5,5,-115,-97,-284,-56,-78,235,-75,37,-57,2
219,5,5,-20,-109,-233,-35,-158,215,-42,8,-124,-9
220,7,7,-93,3,-56,-130,-48,-125,-288,272,-143,11
221,2,2,31,-23,291,-45,-185,-129,-200,58,-123,-173
222,2,2,49,2,315,-60,-137,-258,-208,51,-110,-213
223,7,7,-118,-13,62,14,-106,-228,-442,285,-138,16
224,1,1,-63,199,-53,-219,70,-123,-94,0,-82,-146
225,2,2,-109,-24,239,115,-316,-243,-352,130,20,-87
226,8,8,-101,2,-137,-8,-79,16,-41,-102,191,-91
227,4,4,-82,22,-31,-176,205,-53,-95,-26,-123,-45
228,1,1,-75,277,-92,-306,94,-149,-128,-20,-122,-176
229,7,7,-114,31,39,11,-99,-150,-335,207,-117,3
230,3,3,-106,-48,-49,198,-141,40,-120,10,-161,-84
231,3,3,-233,22,-114,246,-113,-53,-309,59,-38,33
232,8,5,-114,-93,2,-69,-272,164,1,-88,149,-73
233,8,8,-73,-154,-41,100,-107,-145,-294,93,128,106
234,7,7,-160,55,32,33,-137,-176,-417,244,-106,-5
235,9,9,-52,-122,-41,-25,2,-43,-205,98,-73,118
236,2,2,-37,35,294,-9,-200,-214,-244,119,-128,-183
237,2,2,-17,97,294,-90,-79,-232,-170,34,-133,-271
238,4,4,-159,-4,-99,-235,316,-76,-158,71,-220,-130
239,1,1,-123,212,-99,-233,101,-80,-146,-31,-84,-47
240,5,5,-212,-34,-239,53,-125,297,-76,-74,-123,35
241,9,9,-73,-108,-61,22,-44,24,-216,7,-54,140
242,8,8,47,-214,-117,-182,-86,-90,-15,-101,176,-17
243,7,7,-239,3,62,24,-56,-129,-342,314,-121,-91
244,2,2,-36,38,199,-76,-78,-175,-149,111,-69,-161
245,3,3,-79,6,68,146,-113,-68,-205,88,-178,-111
246,0,0,247,-165,-140,-106,-207,-15,-10,0,-188,-10
247,4,4,-1,62,151,-349,188,-185,-14,-77,-158,-349
248,4,4,-141,3,-201,-279,306,-96,-161,68,-210,-121
249,2,2,-47,55,240,-6,-161,-228,-195,93,-82,-175
250,4,4,-176,42,-71,-219,284,-99,-262,-24,-113,18
251,1,1,-62,161,-71,-173,82,-56,-86,-49,-42,-70
252,9,9,-165,-94,-105,-78,85,-22,-281,5,-77,246
253,5,5,-123,-61,-168,5,-145,252,-70,-21,-101,11
254,7,7,-193,40,67,62,-171,-189,-461,281,-157,-2
255,7,7,-165,68,88,-28,-148,-192,-416,274,-118,-25
256,2,2,-89,113,281,27,-232,-338,-300,157,-71,-217
257,8,8,21,7,-74,-96,-113,-60,26,-137,77,-138
258,2,2,-49,52,292,42,-156,-182,-256,91,-223,-241
259,6,6,60,-147,-293,-94,-108,125,126,-23,-52,-122
260,8,8,-80,-93,86,56,-169,-109,-157,6,177,-26
261,5,5,-145,-37,-253,-47,-158,274,-107,-43,-43,21
262,7,7,-198,10,-34,-17,-93,-115,-345,273,-126,37
263,7,7,-154,64,39,-35,-103,-179,-384,274,-136,-9
264,9,9,-205,12,-72,-73,99,-56,-285,-27,16,167
265,1,1,-127,244,-115,-179,42,-88,-158,-28,-52,-98
266,8,0,146,-211,-102,-47,-171,-49,-38,-39,67,-47
267,1,1,-133,237,-148,-259,114,-65,-143,-63,-113,-70
268,8,2,-114,-71,102,44,-213,28,-138,19,98,-69
269,0,0,202,-149,-59,-135,-131,-32,-19,-1,-188,-15
270,3,3,-284,9,-236,339,-164,99,-233,23,-64,-28
271,0,0,203,-83,-84,-153,-148,-23,-77,22,-246,-55
272,1,1,-127,223,-114,-241,95,-78,-152,-27,-78,-50
273,9,9,-172,-168,-62,73,-50,-102,-369,86,57,212
274,9,9,-166,-126,-50,150,-79,-107,-355,93,-54,179
275,4,4,-178,29,-156,-257,290,-82,-189,-8,-129,21
276,1,1,-63,287,-122,-316,91,-115,-127,-48,-134,-166
277,8,8,-28,-152,-25,11,-139,-68,-70,-4,199,2
278,2,2,-21,13,345,-127,-218,-240,-176,105,-49,-213
279,1,1,-126,196,-90,-226,108,-90,-149,-14,-89,-41
280,2,2,-4,10,270,61,-241,-340,-221,40,0,-205
281,9,9,-93,-196,-144,-35,91,-89,-188,-31,-8,250
282,7,7,-154,94,59,64,-121,-188,-327,198,-83,-59
283,5,5,-97,-91,-227,-49,-111,245,-25,-45,-24,17
284,9,9,-56,-122,-76,-67,26,-21,-203,74,-124,155
285,2,2,-26,45,308,-43,-179,-167,-136,51,-123,-244
286,6,6,-47,-89,-209,-149,-63,137,244,-270,-10,-188
287,4,4,-169,-61,-73,-76,235,-94,-185,98,-114,-40
288,1,1,-56,253,-221,-319,78,-44,-56,-84,-116,-175
289,5,5,-161,37,-147,33,-80,199,-91,-29,-116,-18
290,8,8,-102,-142,-200,-83,8,98,4,-109,121,59
291,2,2,-79,111,283,61,-261,-292,-246,50,-18,-233
292,9,9,-6,-93,-73,-97,28,-37,-174,37,-85,123
293,2,2,-52,14,255,56,-143,-161,-219,54,-116,-171
294,0,0,159,-28,-92,-151,-222,31,-87,77,-142,-130
295,4,4,-174,25,-71,-231,307,-120,-236,65,-158,-67
296,0,0,275,-162,-33,-150,-132,-111,-52,-65,-193,-38
297,0,0,170,-133,-134,-174,-136,20,-39,62,-195,-8
298,2,2,-80,37,288,128,-217,-295,-295,82,-62,-187
299,8,8,-103,-83,-91,-7,-151,-9,-191,-49,205,90
300,4,4,-15,36,36,-191,176,-147,-37,-38,-134,-192
301,7,7,-212,22,112,54,-53,-199,-328,314,-161,-115
302,1,1,-109,216,-101,-199,87,-62,-117,-66,-43,-78
303,2,2,-18,-19,214,-19,-171,-124,-121,51,-40,-121
304,4,4,-188,66,-100,-240,330,-134,-214,94,-170,-151
305,0,0,193,-119,-122,-144,-236,19,-27,69,-142,-59
306,2,2,-22,60,347,-32,-206,-320,-229,67,-61,-225
307,7,7,-264,75,66,119,-118,-194,-406,272,-121,-71
308,4,4,-184,182,-274,-287,289,-84,-144,49,-134,-282
309,3,3,-213,57,-106,268,-138,23,-175,39,-118,-106
310,3,3,-294,47,-49,294,-125,-64,-330,106,-122,-27
311,0,0,279,-212,-122,-99,-171,-31,-40,-35,-174,-25
312,0,0,256,-193,-53,-149,-180,-88,-84,-4,-148,-48
313,3,3,-319,111,-134,264,-82,47,-176,90,-175,-232
314,1,1,-142,234,-156,-231,105,-48,-138,-67,-82,-71
315,9,9,-122,-215,-67,53,-26,-45,-281,62,-31,214
316,6,6,7,-80,-205,-202,-1,103,199,-197,-85,-128
317,5,5,-213,-57,-283,115,-126,271,-78,31,-88,-62
318,2,2,15,-50,258,61,-191,-165,-235,90,-160,-193
319,5,5,-164,-79,-240,11,-94,287,-19,1,-163,-40
320,9,9,-107,68,-111,-88,-35,-39,-231,21,-4,109
321,2,7,-77,59,127,34,-272,-251,-338,173,1,-74
322,9,9,-192,-62,-120,-33,72,-4,-287,-16,-32,230
323,3,3,-265,-24,-111,354,-187,-16,-320,54,-48,2
324,0,0,77,-14,-129,-121,-103,24,-1,8,-78,-94
325,4,4,-109,-1,-212,-209,228,-113,-56,-70,-69,-51
326,2,2,-1,146,163,-283,17,-99,27,-176,-88,-341
327,0,0,188,-151,-68,-159,-72,-177,-135,9,-147,-10
328,7,7,-141,43,24,32,-60,-136,-258,211,-82,-51
329,1,1,-113,243,-136,-244,107,-85,-127,-54,-115,-109
330,1,1,-126,225,-138,-245,110,-67,-127,-42,-113,-79
331,2,2,-44,72,223,-32,-238,-229,-216,105,-25,-182
332,1,1,-102,252,-122,-256,88,-112,-143,-33,-120,-99
333,5,5,-113,-68,-135,-23,-211,235,-124,-60,-24,47
334,3,3,-256,13,-52,320,-193,-75,-386,86,-86,8
335,3,3,-206,55,-11,233,-168,-121,-305,73,-40,-15
336,9,9,-103,-116,-31,-88,127,-35,-251,49,-83,165
337,7,7,-123,-27,41,54,-195,-106,-409,222,-181,30
338,8,7,-31,-112,-17,59,-125,-78,-204,93,91,-50
339,6,6,-15,-124,-96,-123,-97,101,203,-231,-10,-88
340,5,5,-105,-21,-200,65,-55,140,17,-110,-199,-114
341,6,6,-2,-39,-140,-72,-9,46,91,-27,-92,-87
342,1,1,-82,239,-133,-259,81,-74,-112,-50,-90,-104
343,3,3,-272,41,-177,357,-188,74,-260,45,-126,-69
344,8,8,-87,-81,-116,41,-127,86,29,-94,137,-108
345,1,1,-139,225,-141,-233,110,-102,-181,-42,-89,-36
346,0,0,190,-15,-53,-217,-145,-95,-117,26,-164,-135
347,5,5,-150,-182,-247,4,-161,293,29,-168,29,35
348,1,1,-54,253,-135,-279,84,-64,-61,-81,-109,-194
349,3,3,-268,-15,-7,273,-224,-107,-409,74,-1,67
350,1,1,-189,228,-111,-160,91,-79,-224,-37,-60,-33
351,5,5,-167,-98,-224,36,-209,334,-102,-64,-96,35
352,5,5,-48,-66,-280,89,-168,166,-98,99,-145,-80
353,6,6,113,-302,-236,-124,-39,42,336,-258,-74,-128
354,1,1,-121,309,-84,-306,99,-196,-157,-17,-82,-207
355,8,8,-33,-47,-228,-187,-112,74,18,-78,112,-45
356,5,5,-144,-152,-267,12,-186,342,-71,-28,-137,21
357,1,1,-95,144,-79,-152,69,-62,-107,-6,-67,-34
358,7,7,-175,96,-76,-48,14,-96,-239,135,-62,13
359,9,4,-139,5,-95,-108,137,-107,-259,43,14,65
360,4,4,-173,-25,-45,-105,227,-115,-165,149,-144,-155
361,6,6,20,-195,-201,-127,-67,86,313,-197,-72,-204
362,2,2,-56,-23,181,68,-262,-247,-373,169,-36,-37
363,2,2,-3,96,258,-134,-137,-168,-78,-8,-115,-264
364,5,5,-136,-97,-163,7,-213,302,-83,-63,-75,17
365,0,0,132,12,-90,-208,-136,-67,-110,53,-163,-83
366,6,6,100,-185,-131,-113,1,-4,170,-145,-88,-88
367,5,5,-119,-52,-79,-40,-125,203,-102,33,-87,-10
368,6,6,0,-98,-157,-164,-28,95,220,-201,-45,-139
369,3,3,-221,-25,-97,255,-181,30,-336,93,-80,11
370,7,7,-173,29,99,32,-195,-210,-481,318,-154,-24
371,2,2,21,76,349,-64,-176,-311,-225,75,-174,-276
372,0,0,169,-110,-153,-83,-186,35,-14,44,-154,-59
373,8,8,-13,-115,25,-23,-167,-86,-86,-23,199,-27
374,8,8,-87,-104,79,77,-170,-105,-142,-21,196,-6
375,5,5,-120,-126,-194,-84,-171,318,19,-140,-31,14
376,4,4,-150,39,-57,-198,227,-98,-230,27,-141,24
377,1,1,-66,218,-101,-251,62,-87,-115,-15,-103,-105
378,1,1,-79,203,-98,-209,62,-85,-95,-41,-67,-88
379,4,4,-161,69,-81,-274,338,-123,-227,3,-148,-102
380,0,0,163,-92,-121,-77,-120,-61,-8,12,-151,-28
381,3,3,-112,10,14,208,-216,-48,-278,88,-124,-37
382,3,3,-328,36,-72,389,-226,-28,-361,106,-110,-65
383,7,7,-139,4,23,22,-183,-90,-375,211,-111,18
384,6,6,11,-176,-218,-90,-78,86,301,-223,-117,-158
385,1,1,-50,210,-102,-227,58,-91,-84,-31,-79,-121
386,6,6,77,-126,-203,-158,-105,130,169,-97,-138,-157
387,2,2,-45,81,239,-38,-183,-127,-179,55,-121,-163
388,1,1,-94,297,-78,-311,74,-173,-146,-9,-101,-186
389,9,9,-178,-44,-167,-120,94,-24,-277,85,-57,170
390,2,2,38,-2,288,-33,-123,-199,-247,68,-211,-154
391,8,8,0,-109,49,-30,-105,-80,-60,-31,159,-64
392,6,6,0,-175,-170,-128,-22,81,309,-228,-60,-184
393,1,1,-80,221,-112,-270,83,-76,-114,-34,-124,-96
394,9,9,-102,-78,-46,-57,51,-82,-246,80,-42,162
395,5,5,-169,-67,-237,74,-196,317,-103,-35,-121,17
396,2,2,-4,53,369,-142,-21,-330,-189,76,-181,-385
397,5,5,-164,-1,-222,89,-163,239,-72,-82,-95,3
398,4,4,-119,92,-80,-271,266,-114,-148,65,-161,-217
399,4,4,-103,-46,-84,-199,279,-58,-84,-11,-186,-107
400,2,2,39,-43,189,-31,-42,-247,-288,112,-163,-105
401,8,8,-121,-21,48,57,-205,-88,-188,16,154,-6
402,3,3,-219,43,-3,277,-184,-18,-284,115,-125,-93
403,8,8,-64,-29,31,-17,-103,-15,-133,45,55,-14
404,2,2,-77,55,221,14,-224,-259,-280,166,-34,-140
405,4,4,-155,-116,-66,-185,299,-38,-192,38,-171,63
406,5,5,-29,-202,-334,-25,-139,217,-89,69,-197,59
407,0,0,193,-97,-152,-92,-174,-19,-96,35,-161,-56
408,3,3,-69,-20,-34,267,-254,-66,-248,13,-90,-80
409,1,1,-133,191,-201,-233,63,1,-117,-76,-42,-20
410,7,7,-159,19,-32,-57,-70,-150,-313,278,-120,23
411,7,7,-74,79,38,-14,-150,-187,-311,166,-44,-11
412,5,3,-247,-76,-348,287,-227,258,-275,22,-99,17
413,7,7,-137,-50,-44,-47,-46,-159,-365,327,-162,42
414,9,9,-147,-58,-73,-43,30,-22,-249,16,-20,189
415,7,7,-127,12,-68,-141,3,-106,-268,287,-154,-7
416,1,1,-62,291,-132,-308,81,-77,-93,-70,-129,-194
417,9,4,-163,13,-106,-79,109,-96,-273,105,-58,95
