sample_id,label,preprocess,inference_mode,prediction,correct,logit0,logit1,logit2,logit3,logit4,logit5,logit6,logit7,logit8,logit9,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
m1_2_01,2,simple,float,8,0,0.8788870573043823,-7.587122917175293,-0.8665695190429688,1.573703408241272,1.7492026090621948,-4.36362361907959,-3.5306169986724854,-3.3384006023406982,5.518601894378662,1.0146338939666748,,,,,,,,,,
m1_2_02,2,simple,float,8,0,2.078960418701172,-6.753420829772949,-1.5611488819122314,0.5166705250740051,0.771026611328125,-3.339608669281006,-2.5752267837524414,-3.013068437576294,4.002654552459717,0.12186013162136078,,,,,,,,,,
m1_2_03,2,simple,float,8,0,1.9272277355194092,-6.758993148803711,-1.4732084274291992,0.03681418299674988,1.1904613971710205,-4.189644813537598,-2.4572207927703857,-2.7852280139923096,3.640873670578003,0.5438218116760254,,,,,,,,,,
m1_2_04,2,simple,float,8,0,1.6907340288162231,-6.223702907562256,-1.0830830335617065,0.9498950242996216,0.6988356113433838,-4.12808895111084,-2.7900798320770264,-2.5024375915527344,3.812920570373535,0.323123037815094,,,,,,,,,,
m1_2_05,2,simple,float,8,0,1.6943926811218262,-4.568058490753174,-2.345534324645996,-0.019758790731430054,0.8888040781021118,-2.722196578979492,-2.785635232925415,-1.9922360181808472,2.355834484100342,-0.11031543463468552,,,,,,,,,,
m1_3_01,3,simple,float,8,0,1.8407601118087769,-8.164063453674316,-2.916517496109009,1.3292155265808105,1.350592851638794,-2.9066054821014404,-1.0421682596206665,-3.692044973373413,3.2000837326049805,1.0396407842636108,,,,,,,,,,
m1_3_02,3,simple,float,8,0,2.2038159370422363,-7.8396525382995605,-1.3511062860488892,1.047247290611267,0.9840017557144165,-3.7118709087371826,-2.5764853954315186,-2.4819774627685547,3.0062594413757324,1.1720678806304932,,,,,,,,,,
m1_3_03,3,simple,float,8,0,2.963705062866211,-7.793671607971191,-1.1743441820144653,0.9115129709243774,-0.6729617118835449,-3.808932304382324,-1.8815491199493408,-2.296208381652832,3.184297561645508,0.69077467918396,,,,,,,,,,
m1_3_04,3,simple,float,8,0,2.320178985595703,-7.68775749206543,-1.8043667078018188,0.781413197517395,0.8093795776367188,-2.99615478515625,-1.4217971563339233,-3.01704740524292,2.7710025310516357,0.9197179675102234,,,,,,,,,,
m1_3_05,3,simple,float,8,0,2.420593738555908,-6.8638176918029785,-1.6748530864715576,0.8606358766555786,0.39791035652160645,-3.5601229667663574,-1.7797329425811768,-2.644024133682251,2.669283628463745,0.7516036629676819,,,,,,,,,,
m1_4_01,4,simple,float,8,0,2.827779531478882,-7.356012344360352,-0.967232346534729,1.0376834869384766,-1.069627285003662,-3.5061120986938477,-1.4625552892684937,-2.635373115539551,3.0500130653381348,0.4976789951324463,,,,,,,,,,
m1_4_02,4,simple,float,8,0,2.4592998027801514,-7.154955863952637,-1.4069633483886719,0.7659965753555298,0.02248406410217285,-3.589488983154297,-1.3141475915908813,-2.940854787826538,2.5812199115753174,0.6974062323570251,,,,,,,,,,
m1_4_03,4,simple,float,8,0,2.5168981552124023,-7.381016731262207,-1.0878398418426514,1.6488401889801025,-0.6448915600776672,-4.01975154876709,-2.561615467071533,-2.556393623352051,2.9257147312164307,1.2734954357147217,,,,,,,,,,
m1_4_04,4,simple,float,8,0,2.6493301391601562,-6.695374965667725,-1.4838886260986328,1.0427498817443848,-1.3658778667449951,-3.167355537414551,-1.0645407438278198,-2.195465087890625,2.769359588623047,-0.07699501514434814,,,,,,,,,,
m1_4_05,4,simple,float,0,0,2.1877784729003906,-5.833526611328125,-1.8319783210754395,0.31650757789611816,-0.7030436992645264,-3.081023931503296,-1.143860936164856,-1.6734709739685059,1.929236888885498,-0.06053796410560608,,,,,,,,,,
m1_5_01,5,simple,float,8,0,1.9078431129455566,-8.122443199157715,-2.3821487426757812,-0.18739207088947296,0.20843505859375,-1.9311888217926025,-0.1034383773803711,-3.1767518520355225,2.499661922454834,2.052239418029785,,,,,,,,,,
m1_5_02,5,simple,float,8,0,1.9018255472183228,-9.649808883666992,-3.0528578758239746,1.061252236366272,0.5280596017837524,-1.9226020574569702,0.07812976837158203,-4.0207319259643555,3.976708173751831,1.8543193340301514,,,,,,,,,,
m1_5_03,5,simple,float,8,0,1.2164480686187744,-8.855372428894043,-0.9695080518722534,-0.11930450797080994,-0.038576483726501465,-2.2602527141571045,-0.4281478524208069,-3.3819847106933594,3.6920247077941895,2.578014612197876,,,,,,,,,,
m1_5_04,5,simple,float,8,0,2.2506299018859863,-7.603450298309326,-2.7445297241210938,0.17073453962802887,0.3156832456588745,-1.9660322666168213,-0.08299827575683594,-3.375486373901367,2.593937873840332,1.1878045797348022,,,,,,,,,,
m1_5_05,5,simple,float,8,0,1.9278578758239746,-8.009525299072266,-2.926891803741455,0.8291486501693726,0.17882442474365234,-1.9512243270874023,0.24151742458343506,-3.7862935066223145,3.8603906631469727,1.017007827758789,,,,,,,,,,
m1_6_01,6,simple,float,8,0,2.087184190750122,-5.71940803527832,-3.3084588050842285,-0.2816137373447418,1.3864145278930664,-3.500774383544922,-1.65078604221344,-3.1525185108184814,2.5316731929779053,0.1922682821750641,,,,,,,,,,
m1_6_02,6,simple,float,8,0,1.5255768299102783,-9.42521858215332,-3.197598934173584,1.723022699356079,1.595825433731079,-3.1541202068328857,-1.778298258781433,-4.483687877655029,4.047565937042236,3.2835166454315186,,,,,,,,,,
m1_6_03,6,simple,float,8,0,2.2389824390411377,-9.448766708374023,-3.3219504356384277,1.6495916843414307,1.118096113204956,-2.6654610633850098,-0.7507730722427368,-4.886966705322266,3.7172327041625977,2.6786510944366455,,,,,,,,,,
m1_6_04,6,simple,float,8,0,2.0134222507476807,-7.617936611175537,-3.5648703575134277,1.3963871002197266,0.8650325536727905,-2.44472074508667,-0.5054737329483032,-4.293234825134277,3.205413818359375,1.5236756801605225,,,,,,,,,,
m1_6_05,6,simple,float,8,0,2.174588203430176,-8.273029327392578,-3.6171674728393555,1.5341241359710693,0.7188275456428528,-2.39805269241333,-0.2908041477203369,-4.605033874511719,3.397150993347168,1.750180959701538,,,,,,,,,,
m1_7_01,7,simple,float,0,0,2.5224430561065674,-5.7827229499816895,-1.2238975763320923,0.29009750485420227,-2.545564889907837,-4.142368316650391,-2.68648624420166,0.5757910013198853,1.8427122831344604,-0.2471679151058197,,,,,,,,,,
m1_7_02,7,simple,float,0,0,3.2373247146606445,-6.187247276306152,-1.1596157550811768,-0.4867129921913147,-3.3811678886413574,-3.3371100425720215,-2.1063880920410156,0.30325061082839966,1.7850086688995361,-0.3184969425201416,,,,,,,,,,
m1_7_03,7,simple,float,0,0,2.3972537517547607,-5.492362022399902,-0.04992160201072693,0.2942734360694885,-2.318382501602173,-4.318277835845947,-2.932748794555664,0.27315133810043335,1.5255203247070312,-0.08991245925426483,,,,,,,,,,
m1_7_04,7,simple,float,8,0,2.2093138694763184,-5.3219451904296875,-1.6849827766418457,-0.2744223475456238,-2.0253846645355225,-3.4716780185699463,-1.798688292503357,-0.27794933319091797,2.3786351680755615,-0.1813131868839264,,,,,,,,,,
m1_7_05,7,simple,float,0,0,1.7341021299362183,-4.13852596282959,-1.2203364372253418,-0.37005582451820374,-1.6749494075775146,-3.9808528423309326,-2.679882526397705,0.5932295322418213,1.6138403415679932,-0.6556622982025146,,,,,,,,,,
m1_8_01,8,simple,float,8,1,2.3962676525115967,-7.26377010345459,-0.6785775423049927,1.4219489097595215,0.3178362250328064,-3.1504712104797363,-1.8530676364898682,-3.1850221157073975,2.751256227493286,1.0548080205917358,,,,,,,,,,
m1_8_02,8,simple,float,8,1,2.2728772163391113,-8.50129222869873,-1.7178969383239746,1.551230549812317,0.28472232818603516,-2.539846420288086,-0.3163067102432251,-4.215590000152588,3.705676555633545,0.5598183274269104,,,,,,,,,,
m1_8_03,8,simple,float,8,1,1.6514555215835571,-8.184333801269531,-0.5937556028366089,1.7383511066436768,0.7592542171478271,-3.4293055534362793,-3.0019805431365967,-3.2779388427734375,3.572939157485962,2.3218302726745605,,,,,,,,,,
m1_8_04,8,simple,float,8,1,1.8972434997558594,-7.726980686187744,-1.3452086448669434,1.2270718812942505,0.8047551512718201,-2.784139394760132,-2.1421055793762207,-2.810715675354004,2.6302642822265625,1.9339327812194824,,,,,,,,,,
m1_8_05,8,simple,float,8,1,1.5927376747131348,-6.750648498535156,-1.2377922534942627,0.3366823196411133,0.6954115629196167,-2.7659945487976074,-1.9229443073272705,-1.828012228012085,1.8949345350265503,1.2968368530273438,,,,,,,,,,
m1_9_01,9,simple,float,8,0,1.9638919830322266,-7.887407302856445,-0.179246723651886,1.3111915588378906,-0.8623616695404053,-3.9752137660980225,-2.4906506538391113,-2.5605318546295166,3.3536765575408936,1.8804004192352295,,,,,,,,,,
m1_9_02,9,simple,float,8,0,2.6257262229919434,-8.008695602416992,-0.33201444149017334,1.2725412845611572,-1.6460063457489014,-4.474368095397949,-2.413189172744751,-2.5041279792785645,3.615935802459717,1.525129795074463,,,,,,,,,,
m1_9_03,9,simple,float,8,0,2.023040533065796,-8.664752960205078,-0.4723780155181885,1.934464931488037,-1.394819974899292,-4.184921741485596,-2.614529609680176,-2.864161491394043,4.307804107666016,2.1664135456085205,,,,,,,,,,
m1_9_04,9,simple,float,8,0,1.8613712787628174,-7.862411975860596,-0.16812920570373535,1.7580151557922363,-0.7845728397369385,-4.296874046325684,-2.8604230880737305,-2.63071870803833,3.580010175704956,2.128164052963257,,,,,,,,,,
m1_9_05,9,simple,float,8,0,2.4952781200408936,-6.808047771453857,-0.28597110509872437,0.6801192760467529,-0.9566632509231567,-4.361427307128906,-1.692218542098999,-2.8816933631896973,2.612535238265991,0.9820504188537598,,,,,,,,,,
m6_0_01,0,simple,float,8,0,2.7253377437591553,-6.040334701538086,-3.712859630584717,0.5170116424560547,-1.2550034523010254,-3.8392539024353027,-1.2026728391647339,-2.8752684593200684,3.145367383956909,-0.1650484800338745,,,,,,,,,,
m6_0_02,0,simple,float,0,1,3.2347888946533203,-7.770522117614746,-3.0257391929626465,-0.15134531259536743,-0.7671216726303101,-4.26485538482666,-0.9439593553543091,-2.6734347343444824,2.303696393966675,0.720723032951355,,,,,,,,,,
m6_0_03,0,simple,float,0,1,3.2328848838806152,-6.769279956817627,-3.9900238513946533,0.5479390621185303,-2.4475231170654297,-3.145287036895752,-0.08013522624969482,-2.4192986488342285,2.8298301696777344,-0.4733103811740875,,,,,,,,,,
m6_0_04,0,simple,float,0,1,2.7521915435791016,-6.752650737762451,-3.139209032058716,-0.6191163063049316,0.2746165990829468,-4.0505690574646,-1.302176833152771,-2.8305206298828125,1.5494493246078491,0.5326411128044128,,,,,,,,,,
m6_0_05,0,simple,float,8,0,2.38266921043396,-4.750484943389893,-4.856812953948975,0.5149655342102051,-1.2056629657745361,-2.5930583477020264,0.23952049016952515,-4.05526876449585,2.820047616958618,-1.5551486015319824,,,,,,,,,,
m6_1_01,1,simple,float,4,0,0.8032588958740234,-2.6121039390563965,-3.955016613006592,-1.2625861167907715,2.4805026054382324,-4.063870429992676,-3.1098947525024414,-3.293086528778076,1.3285824060440063,-0.5977960824966431,,,,,,,,,,
m6_1_02,1,simple,float,4,0,0.8446388244628906,-2.43448805809021,-4.822946548461914,-1.0002024173736572,2.0871994495391846,-3.2369256019592285,-2.970210075378418,-2.816601514816284,0.9339056015014648,-0.9872584342956543,,,,,,,,,,
m6_1_03,1,simple,float,4,0,1.5239866971969604,-3.5048742294311523,-4.133057117462158,-0.5969080328941345,1.5399093627929688,-4.2496466636657715,-2.340146064758301,-3.408841609954834,1.419046401977539,-0.9614038467407227,,,,,,,,,,
m6_1_04,1,simple,float,0,0,2.0087859630584717,-3.2094204425811768,-4.153181076049805,-0.6814664602279663,0.6594269871711731,-3.9643356800079346,-2.6407482624053955,-2.6158995628356934,0.8898990750312805,-1.5454318523406982,,,,,,,,,,
m6_1_05,1,simple,float,0,0,2.231898307800293,-3.7434935569763184,-4.275713920593262,-0.3456268608570099,0.6057347655296326,-3.661292314529419,-2.0352702140808105,-3.098517894744873,1.1793055534362793,-1.5761622190475464,,,,,,,,,,
m6_2_01,2,simple,float,8,0,1.4489845037460327,-3.5795631408691406,-3.690354585647583,-0.7552449107170105,0.2063368558883667,-4.189670562744141,-1.9177759885787964,-3.7839717864990234,3.267261505126953,-0.7321160435676575,,,,,,,,,,
m6_2_02,2,simple,float,8,0,1.891951560974121,-4.128716945648193,-4.635110855102539,0.47452062368392944,-0.5914982557296753,-3.094240188598633,-0.9482464790344238,-3.0704262256622314,2.8252761363983154,-2.0488693714141846,,,,,,,,,,
m6_2_03,2,simple,float,8,0,2.175560474395752,-4.4322309494018555,-3.5330920219421387,-0.7673222422599792,0.2503589391708374,-4.047886848449707,-1.2581148147583008,-4.1581926345825195,2.8416881561279297,-0.6489919424057007,,,,,,,,,,
m6_2_04,2,simple,float,8,0,2.2009518146514893,-5.517921447753906,-2.6570138931274414,-0.0948093831539154,0.5917795896530151,-4.0033698081970215,-2.9072070121765137,-3.2096261978149414,3.082197427749634,0.15981119871139526,,,,,,,,,,
m6_2_05,2,simple,float,4,0,2.048823833465576,-5.429941177368164,-3.4645674228668213,-1.1609079837799072,2.1261425018310547,-3.658824920654297,-2.1414730548858643,-3.2383506298065186,1.7202320098876953,-0.05054682493209839,,,,,,,,,,
m6_3_01,3,simple,float,8,0,2.198967456817627,-5.837138652801514,-3.137784957885742,-0.34377482533454895,0.7440373301506042,-3.84232759475708,-2.0412914752960205,-3.179666042327881,2.3208653926849365,0.43111905455589294,,,,,,,,,,
m6_3_02,3,simple,float,8,0,1.2261457443237305,-4.83066463470459,-3.103358268737793,-1.0604592561721802,1.4599173069000244,-4.304737091064453,-3.625652313232422,-1.7487491369247437,1.8659329414367676,0.3893108665943146,,,,,,,,,,
m6_3_03,3,simple,float,0,0,1.6440035104751587,-5.665342330932617,-4.119631767272949,-1.4056098461151123,1.6187913417816162,-4.091512680053711,-2.698657989501953,-2.4847707748413086,1.4444694519042969,0.6438978910446167,,,,,,,,,,
m6_3_04,3,simple,float,8,0,2.255582094192505,-5.8128461837768555,-2.303317070007324,-0.5044639706611633,1.3438496589660645,-4.704860687255859,-2.4030258655548096,-2.769092082977295,2.273021936416626,-0.6465288996696472,,,,,,,,,,
m6_3_05,3,simple,float,0,0,1.9523708820343018,-4.14784049987793,-3.179943561553955,-1.181602120399475,1.3584753274917603,-4.065056800842285,-2.7541868686676025,-2.611057996749878,1.3332831859588623,-0.7532961964607239,,,,,,,,,,
m6_4_01,4,simple,float,0,0,3.357790946960449,-6.756431579589844,-4.36442756652832,0.9733332395553589,-1.2109026908874512,-3.7213544845581055,-1.4055237770080566,-3.3850159645080566,2.8550047874450684,-0.08800643682479858,,,,,,,,,,
m6_4_02,4,simple,float,8,0,0.9235155582427979,-4.912568092346191,-3.4137120246887207,0.21059194207191467,2.0175061225891113,-4.32521390914917,-3.513273000717163,-2.7388365268707275,2.214876413345337,0.3335946202278137,,,,,,,,,,
m6_4_03,4,simple,float,4,1,0.04060530662536621,-4.007792949676514,-3.4042210578918457,-0.45745426416397095,2.5302090644836426,-4.43819522857666,-4.230050086975098,-1.9578615427017212,2.1410300731658936,0.5876659750938416,,,,,,,,,,
m6_4_04,4,simple,float,0,0,2.600604295730591,-6.99938440322876,-3.549006462097168,0.4721778631210327,0.2928425073623657,-3.817002534866333,-2.1418051719665527,-3.027459144592285,2.0743744373321533,0.8185641765594482,,,,,,,,,,
m6_4_05,4,simple,float,8,0,0.9903692007064819,-4.482831954956055,-2.458397388458252,-0.22641447186470032,0.7706611752510071,-4.645073890686035,-4.461299419403076,-1.1838276386260986,2.0919554233551025,0.44585755467414856,,,,,,,,,,
m6_5_01,5,simple,float,8,0,1.565096378326416,-5.853118419647217,-2.9557323455810547,-0.982482373714447,0.9283167719841003,-4.231462478637695,-2.683771848678589,-2.6367130279541016,2.683274030685425,1.1273326873779297,,,,,,,,,,
m6_5_02,5,simple,float,8,0,1.5739436149597168,-5.332284927368164,-3.4472250938415527,-0.9637033939361572,1.0098252296447754,-4.060356140136719,-2.650212287902832,-2.6456825733184814,2.4113309383392334,0.5255284309387207,,,,,,,,,,
m6_5_03,5,simple,float,8,0,1.9827210903167725,-6.640067100524902,-2.844524383544922,-0.7732008695602417,-0.24562084674835205,-4.425625324249268,-2.1339797973632812,-1.2573150396347046,3.075378656387329,0.1350674331188202,,,,,,,,,,
m6_5_04,5,simple,float,8,0,2.002729654312134,-6.025542736053467,-3.4634640216827393,-0.6252017021179199,0.8391531705856323,-3.778658628463745,-2.089937686920166,-2.907163143157959,2.3276517391204834,0.36417853832244873,,,,,,,,,,
m6_5_05,5,simple,float,8,0,1.4752614498138428,-4.203954696655273,-2.466829299926758,-0.7102413773536682,1.546594500541687,-5.053775310516357,-2.9768407344818115,-3.158066987991333,2.290186643600464,-0.3258187770843506,,,,,,,,,,
m6_6_01,6,simple,float,8,0,1.2944937944412231,-5.633082389831543,-4.267961502075195,0.19287481904029846,1.8156883716583252,-3.6447627544403076,-2.8404037952423096,-3.7867493629455566,2.2436306476593018,1.294303059577942,,,,,,,,,,
m6_6_02,6,simple,float,8,0,2.2769381999969482,-4.871608257293701,-4.104271411895752,-0.024396225810050964,0.6331910490989685,-4.0979533195495605,-2.29302978515625,-3.586367130279541,2.4287898540496826,-0.49228042364120483,,,,,,,,,,
m6_6_03,6,simple,float,0,0,2.5747642517089844,-5.439764499664307,-4.025910377502441,0.30660805106163025,-0.049120187759399414,-3.9444658756256104,-1.635345697402954,-3.1514980792999268,2.324601173400879,-0.6063176393508911,,,,,,,,,,
m6_6_04,6,simple,float,8,0,1.7999014854431152,-6.017609119415283,-4.147002696990967,-0.666841447353363,1.7271959781646729,-3.892585039138794,-2.3145523071289062,-3.596799612045288,1.9080915451049805,1.0312719345092773,,,,,,,,,,
m6_6_05,6,simple,float,8,0,0.9830104112625122,-4.303281784057617,-3.8531389236450195,-0.3660814166069031,1.953001618385315,-4.2241997718811035,-3.199259042739868,-3.285339832305908,2.147292137145996,0.3670920729637146,,,,,,,,,,
m6_7_01,7,simple,float,8,0,1.922203540802002,-5.538776397705078,-2.2781822681427,0.4601002335548401,-0.12031054496765137,-4.853562831878662,-3.059784173965454,-1.9790452718734741,2.687533140182495,0.197473406791687,,,,,,,,,,
m6_7_02,7,simple,float,8,0,1.72243070602417,-4.632392883300781,-2.823253631591797,-1.4482040405273438,0.7429513931274414,-4.879390716552734,-3.1059939861297607,-1.926025390625,2.3704659938812256,-0.24786843359470367,,,,,,,,,,
m6_7_03,7,simple,float,8,0,2.1733551025390625,-5.142594337463379,-1.7128136157989502,0.33901169896125793,-0.23782408237457275,-5.153764724731445,-3.7666354179382324,-2.1542258262634277,2.6186654567718506,-0.15935714542865753,,,,,,,,,,
m6_7_04,7,simple,float,8,0,2.7184224128723145,-6.704219818115234,-1.6610190868377686,-0.12407681345939636,-1.3863993883132935,-4.718257904052734,-2.230266571044922,-1.3739838600158691,2.882955551147461,0.0757894217967987,,,,,,,,,,
m6_7_05,7,simple,float,0,0,1.9903309345245361,-4.97737979888916,-3.093747615814209,-0.8865506649017334,0.5893251895904541,-4.273784637451172,-2.418518543243408,-2.2004518508911133,1.8984647989273071,-0.2888340651988983,,,,,,,,,,
m6_8_01,8,simple,float,0,0,2.1514322757720947,-5.151360034942627,-3.887096881866455,-1.1346608400344849,1.1390411853790283,-4.191610336303711,-1.4048421382904053,-2.176405429840088,0.9079960584640503,-0.9994502067565918,,,,,,,,,,
m6_8_02,8,simple,float,0,0,3.1487979888916016,-6.737624168395996,-3.653555154800415,0.271782249212265,-0.8761374354362488,-3.253485679626465,-0.6791760921478271,-3.0890626907348633,2.3778228759765625,-0.1501670777797699,,,,,,,,,,
m6_8_03,8,simple,float,8,1,1.17119300365448,-5.85225772857666,-2.7165846824645996,0.36981528997421265,1.6073544025421143,-3.947537899017334,-3.6197400093078613,-2.7047481536865234,2.298325777053833,1.5532426834106445,,,,,,,,,,
m6_8_04,8,simple,float,0,0,3.1914350986480713,-6.774401664733887,-3.4859836101531982,-0.006342768669128418,-1.16367506980896,-3.059569835662842,-0.5594743490219116,-2.6492912769317627,2.2517154216766357,-0.14606887102127075,,,,,,,,,,
m6_8_05,8,simple,float,0,0,3.3576087951660156,-6.896013259887695,-3.017698049545288,0.5297011137008667,-1.3611935377120972,-3.605398654937744,-0.9073476791381836,-2.8369436264038086,2.236889123916626,-0.1250864863395691,,,,,,,,,,
m6_9_01,9,simple,float,8,0,2.259979486465454,-5.35745096206665,-3.844398021697998,-0.10084480047225952,0.1421133279800415,-3.856921434402466,-1.4874436855316162,-2.8289456367492676,2.318342447280884,-0.6268599033355713,,,,,,,,,,
m6_9_02,9,simple,float,0,0,1.9931190013885498,-5.316978454589844,-3.525102138519287,-0.43880555033683777,0.8990596532821655,-3.997410774230957,-2.2729315757751465,-2.836735248565674,1.2660789489746094,0.33553841710090637,,,,,,,,,,
m6_9_03,9,simple,float,0,0,2.4494383335113525,-5.334727764129639,-2.706829309463501,-0.18989315629005432,-0.04214823246002197,-4.613781929016113,-3.000049352645874,-2.005943775177002,1.7283844947814941,-0.11615285277366638,,,,,,,,,,
m6_9_04,9,simple,float,8,0,2.037187099456787,-6.533231735229492,-2.311537265777588,-0.45157483220100403,0.4631246328353882,-4.18227481842041,-2.5463483333587646,-2.747302293777466,2.1748175621032715,1.2906200885772705,,,,,,,,,,
m6_9_05,9,simple,float,8,0,1.8910290002822876,-5.654023170471191,-3.2102408409118652,-0.3512897491455078,0.7415187358856201,-4.041342735290527,-2.5144848823547363,-2.840186357498169,2.094420909881592,0.7821397185325623,,,,,,,,,,
m8_0_01,0,simple,float,0,1,3.0533244609832764,-6.81267786026001,-5.20095157623291,0.7706668376922607,-0.49527812004089355,-2.9663166999816895,-1.1223737001419067,-4.155763626098633,1.1282902956008911,0.38884928822517395,,,,,,,,,,
m8_1_01,1,simple,float,4,0,-0.7589094638824463,0.06791211664676666,-3.6219558715820312,-5.898745059967041,5.0413126945495605,-5.349795341491699,-4.4409332275390625,-0.8467599153518677,-0.5929129719734192,-1.9769495725631714,,,,,,,,,,
m8_2_01,2,simple,float,4,0,0.7842351198196411,-3.0406932830810547,-2.3167409896850586,-2.8643739223480225,3.1652331352233887,-5.248971939086914,-3.392155885696411,-1.6816664934158325,0.46569472551345825,-0.7311054468154907,,,,,,,,,,
m8_3_01,3,simple,float,8,0,2.2930798530578613,-7.2781829833984375,-4.94207763671875,1.494361400604248,-1.4934730529785156,-1.7026305198669434,0.9002722501754761,-4.110949993133545,3.716299295425415,-1.293698787689209,,,,,,,,,,
m8_4_01,4,simple,float,4,1,1.1512575149536133,-2.038651466369629,-3.2091212272644043,-1.888444185256958,1.5884455442428589,-3.4213266372680664,-2.1907060146331787,-2.249305486679077,0.7571424245834351,-1.719740629196167,,,,,,,,,,
m8_5_01,5,simple,float,8,0,2.870161771774292,-9.605192184448242,-4.853507995605469,-0.18097315728664398,-1.5236951112747192,-0.6226403117179871,2.7892448902130127,-3.844722270965576,3.2311131954193115,-0.030910372734069824,,,,,,,,,,
m8_6_01,6,simple,float,8,0,2.3277790546417236,-8.37516975402832,-4.934353351593018,1.4194819927215576,0.27520751953125,-2.8912057876586914,0.07043802738189697,-4.478157043457031,3.7017459869384766,0.41451987624168396,,,,,,,,,,
m8_7_01,7,simple,float,8,0,1.0031027793884277,-3.60267972946167,-4.008511543273926,-0.09326779842376709,1.2323105335235596,-3.7731361389160156,-3.68546724319458,-1.7091790437698364,1.317973256111145,-0.0980650931596756,,,,,,,,,,
m8_8_01,8,simple,float,8,1,2.028927803039551,-7.071642875671387,-1.837313175201416,1.2203830480575562,-0.7720944881439209,-3.917356252670288,-2.045628786087036,-2.322953462600708,4.555981159210205,-0.6905107498168945,,,,,,,,,,
m8_9_01,9,simple,float,8,0,0.3644336462020874,-3.743772506713867,-0.11890628933906555,-0.13449406623840332,1.1738848686218262,-5.942913055419922,-6.2255539894104,-0.03319740295410156,2.211858034133911,0.09839877486228943,,,,,,,,,,
m8_0_02,0,simple,float,0,1,1.9128315448760986,-5.637915134429932,-3.30656361579895,-0.9735482931137085,0.7436330914497375,-3.9431581497192383,-1.8216012716293335,-2.506298542022705,1.797839879989624,0.3220234513282776,,,,,,,,,,
m8_0_03,0,simple,float,8,0,2.113459348678589,-5.786959171295166,-3.747877597808838,-1.0277857780456543,0.7087353467941284,-3.7335546016693115,-0.8128626346588135,-3.322880983352661,2.327127456665039,-0.09884661436080933,,,,,,,,,,
m8_0_04,0,simple,float,0,1,2.4103312492370605,-5.976994514465332,-3.1479578018188477,-0.46909764409065247,0.1897904872894287,-4.861287593841553,-1.8758823871612549,-3.2720916271209717,2.301865339279175,0.46252039074897766,,,,,,,,,,
m8_0_05,0,simple,float,0,1,2.0711259841918945,-6.262868404388428,-3.2068228721618652,0.004622220993041992,0.4110304117202759,-4.492368698120117,-2.6755237579345703,-2.7048163414001465,2.0674827098846436,1.3143281936645508,,,,,,,,,,
