sample_id,label,preprocess,inference_mode,prediction,correct,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
m8_1_05,1,simple,fixed,4,0,45,-78,-99,-53,50,-133,-95,-50,13,-50
m8_2_02,2,simple,fixed,8,0,45,-176,-68,-26,56,-137,-114,-84,90,25
m8_2_03,2,simple,fixed,8,0,29,-160,-33,-46,91,-151,-129,-61,92,-9
m8_2_04,2,simple,fixed,8,0,63,-199,-36,0,27,-136,-104,-84,106,25
m8_2_05,2,simple,fixed,8,0,65,-203,-34,9,22,-158,-97,-73,114,4
m8_3_02,3,simple,fixed,4,0,39,-191,-87,-6,84,-116,-72,-91,54,7
m8_3_03,3,simple,fixed,8,0,51,-186,-74,-14,48,-125,-79,-60,60,0
m8_3_04,3,simple,fixed,0,0,63,-198,-66,-6,39,-122,-54,-93,62,10
m8_3_05,3,simple,fixed,8,0,57,-214,-72,-2,54,-104,-76,-86,69,18
m8_4_02,4,simple,fixed,4,1,33,-190,-62,-10,77,-129,-77,-87,76,23
m8_4_03,4,simple,fixed,4,1,24,-185,-86,-41,100,-132,-80,-90,64,30
m8_4_04,4,simple,fixed,8,0,60,-205,-59,3,35,-123,-66,-93,82,34
m8_4_05,4,simple,fixed,8,0,76,-228,-95,19,5,-87,-7,-107,91,13
m8_5_02,5,simple,fixed,8,0,47,-248,-85,-9,53,-115,-54,-94,93,54
m8_5_03,5,simple,fixed,8,0,54,-231,-100,-30,56,-94,-29,-114,59,43
m8_5_04,5,simple,fixed,8,0,48,-205,-107,-21,35,-84,-61,-66,64,44
m8_5_05,5,simple,fixed,9,0,35,-214,-116,-28,58,-86,-73,-63,56,59
m8_6_02,6,simple,fixed,4,0,24,-135,-119,-75,106,-123,-92,-86,42,12
m8_6_03,6,simple,fixed,8,0,50,-165,-116,-35,58,-112,-61,-104,68,17
m8_6_04,6,simple,fixed,4,0,35,-158,-120,-45,82,-116,-75,-107,54,30
m8_6_05,6,simple,fixed,0,0,59,-145,-124,-42,55,-105,-42,-106,45,-10
m8_7_02,7,simple,fixed,0,0,56,-136,-100,-25,20,-127,-69,-45,33,-22
m8_7_03,7,simple,fixed,0,0,56,-166,-88,-14,25,-129,-77,-57,56,10
m8_7_04,7,simple,fixed,4,0,23,-87,-116,-63,83,-116,-70,-75,29,-33
m8_7_05,7,simple,fixed,0,0,55,-139,-97,-11,6,-120,-77,-45,52,-17
m8_8_02,8,simple,fixed,8,1,63,-200,-82,-12,23,-113,-57,-84,82,19
m8_8_03,8,simple,fixed,8,1,46,-178,-114,-25,47,-89,-43,-86,58,32
m8_8_04,8,simple,fixed,8,1,49,-192,-93,-13,23,-106,-41,-78,82,35
m8_8_05,8,simple,fixed,8,1,49,-200,-88,-14,52,-99,-52,-91,74,40
m8_9_02,9,simple,fixed,0,0,58,-152,-98,-40,42,-132,-55,-70,37,-2
m8_9_03,9,simple,fixed,4,0,42,-125,-84,-31,57,-102,-49,-74,36,-8
m8_9_04,9,simple,fixed,0,0,51,-139,-80,-26,33,-104,-43,-74,34,10
m8_9_05,9,simple,fixed,0,0,57,-148,-76,-21,20,-105,-39,-65,36,7
m5_0_01,0,simple,fixed,0,1,60,-144,-92,-43,24,-133,-57,-75,44,-2
m5_0_02,0,simple,fixed,0,1,72,-185,-82,-12,7,-146,-77,-80,61,30
m5_0_03,0,simple,fixed,0,1,78,-188,-82,2,-5,-127,-65,-78,52,28
m5_0_04,0,simple,fixed,0,1,94,-185,-69,-17,-42,-128,-35,-53,50,1
m5_1_01,1,simple,fixed,0,0,51,-88,-105,-46,28,-121,-82,-51,21,-47
m5_1_02,1,simple,fixed,0,0,44,-91,-102,-42,28,-126,-88,-37,26,-41
m5_1_03,1,simple,fixed,0,0,46,-84,-105,-50,29,-119,-93,-34,10,-32
m5_1_04,1,simple,fixed,0,0,47,-79,-94,-53,27,-112,-84,-43,12,-37
m5_2_01,2,simple,fixed,8,0,61,-166,-91,-1,21,-111,-63,-84,74,3
m5_2_02,2,simple,fixed,8,0,83,-178,-47,15,-25,-120,-47,-79,89,-16
m5_2_03,2,simple,fixed,0,0,70,-159,-87,9,-7,-114,-55,-61,66,-16
m5_2_04,2,simple,fixed,8,0,56,-160,-48,-10,17,-131,-85,-53,83,3
m5_3_01,3,simple,fixed,0,0,65,-172,-78,-36,21,-104,-23,-67,49,-25
m5_3_02,3,simple,fixed,0,0,74,-188,-81,12,-4,-111,-48,-64,69,-1
m5_3_03,3,simple,fixed,8,0,55,-162,-113,-5,14,-87,-17,-79,65,-17
m5_3_04,3,simple,fixed,8,0,64,-195,-103,5,-4,-81,1,-87,78,-19
m5_4_01,4,simple,fixed,0,0,82,-196,-72,6,-23,-115,-41,-72,74,17
m5_4_02,4,simple,fixed,0,0,72,-217,-69,2,-10,-91,-25,-68,69,33
m5_4_03,4,simple,fixed,8,0,68,-175,-79,15,-1,-91,-42,-76,78,7
m5_4_04,4,simple,fixed,0,0,84,-213,-66,5,-24,-87,-17,-74,65,28
m5_5_01,5,simple,fixed,4,0,32,-170,-122,-43,69,-91,-27,-103,54,30
m5_5_02,5,simple,fixed,8,0,47,-184,-99,-34,38,-98,-37,-73,53,30
m5_5_03,5,simple,fixed,8,0,68,-208,-81,-9,-34,-82,-17,-48,75,26
m5_5_04,5,simple,fixed,8,0,46,-188,-88,-16,24,-98,-54,-63,52,43
m5_6_01,6,simple,fixed,8,0,55,-171,-109,-11,42,-100,-25,-109,65,9
m5_6_02,6,simple,fixed,8,0,54,-211,-99,-16,51,-118,-41,-96,88,32
m5_6_03,6,simple,fixed,0,0,64,-206,-89,-24,40,-106,-39,-85,60,27
m5_6_04,6,simple,fixed,8,0,60,-207,-95,-5,52,-102,-41,-109,62,39
m5_7_01,7,simple,fixed,0,0,58,-143,-70,-7,-16,-117,-76,-37,43,14
m5_7_02,7,simple,fixed,0,0,58,-163,-74,6,-12,-112,-55,-51,56,10
m5_7_03,7,simple,fixed,0,0,58,-163,-58,11,-5,-126,-76,-48,52,11
m5_7_04,7,simple,fixed,0,0,57,-146,-64,-9,-1,-133,-70,-40,38,2
m5_8_01,8,simple,fixed,0,0,59,-160,-57,-38,5,-106,-46,-55,54,17
m5_8_02,8,simple,fixed,0,0,55,-128,-67,-55,-5,-119,-82,2,46,-31
m5_8_03,8,simple,fixed,0,0,66,-166,-66,-30,-6,-111,-60,-50,66,12
m5_8_04,8,simple,fixed,8,1,30,-152,-70,-53,25,-130,-96,-27,58,42
m5_9_01,9,simple,fixed,0,0,44,-121,-57,-31,14,-114,-71,-20,21,-7
m5_9_02,9,simple,fixed,0,0,54,-162,-61,-14,19,-127,-83,-44,27,22
m5_9_03,9,simple,fixed,0,0,54,-167,-75,-18,33,-130,-77,-53,32,12
m5_9_04,9,simple,fixed,0,0,54,-146,-84,-42,26,-111,-57,-35,16,-9
m4_0_01,0,simple,fixed,8,0,66,-163,-80,-58,5,-170,-70,-75,90,4
m4_0_02,0,simple,fixed,0,1,76,-180,-114,-12,-11,-103,-10,-92,62,-6
m4_0_03,0,simple,fixed,0,1,71,-178,-105,-30,12,-164,-78,-87,61,13
m4_0_04,0,simple,fixed,8,0,54,-153,-114,-1,25,-140,-83,-73,62,0
m4_0_05,0,simple,fixed,8,0,69,-209,-92,-9,16,-131,-59,-98,77,30
m4_1_01,1,simple,fixed,0,0,47,-83,-95,-45,31,-134,-97,-36,21,-47
m4_1_02,1,simple,fixed,8,0,13,-56,-48,-17,13,-40,-9,-34,39,-26
m4_1_03,1,simple,fixed,4,0,6,-44,-101,-83,90,-128,-70,-53,18,-47
m4_1_04,1,simple,fixed,4,0,0,-203,-113,-71,146,-119,-84,-106,36,59
m4_1_05,1,simple,fixed,4,0,16,-63,-147,-102,103,-148,-117,-66,2,-38
m4_2_01,2,simple,fixed,4,0,6,-81,-72,-49,110,-155,-125,-68,27,-9
m4_2_02,2,simple,fixed,4,0,8,-91,-66,-109,117,-189,-149,-24,22,-11
m4_2_03,2,simple,fixed,4,0,-8,-89,-62,-95,157,-116,-94,-60,10,-20
m4_2_04,2,simple,fixed,4,0,24,-63,-61,-104,105,-181,-137,-20,-2,-54
m4_2_05,2,simple,fixed,8,0,39,-183,-63,34,19,-128,-97,-59,112,18
m4_3_01,3,simple,fixed,0,0,44,-144,-47,-12,5,-75,-14,-42,44,2
m4_3_02,3,simple,fixed,8,0,46,-133,-101,-14,32,-96,-30,-83,53,-2
m4_3_03,3,simple,fixed,8,0,65,-220,-55,16,31,-125,-63,-75,67,23
m4_3_04,3,simple,fixed,8,0,28,-190,-64,-1,79,-120,-62,-96,83,26
m4_3_05,3,simple,fixed,8,0,40,-147,-91,-24,38,-117,-74,-62,52,12
m4_4_01,4,simple,fixed,8,0,41,-128,-84,-19,19,-67,-8,-62,46,3
m4_4_02,4,simple,fixed,8,0,44,-130,-112,-64,-11,-76,16,-81,85,-34
m4_4_03,4,simple,fixed,8,0,51,-139,-112,-38,29,-121,-44,-81,61,-20
m4_4_04,4,simple,fixed,0,0,49,-127,-133,-42,23,-105,-45,-73,43,-17
m4_4_05,4,simple,fixed,8,0,60,-210,-116,-5,-4,-91,-18,-89,111,13
m4_5_01,5,simple,fixed,8,0,2,-102,-30,6,25,-56,-40,-48,62,41
m4_5_02,5,simple,fixed,8,0,21,-127,-71,5,23,-76,-29,-73,75,23
m4_5_03,5,simple,fixed,8,0,53,-232,-116,-5,33,-75,27,-145,102,23
m4_5_04,5,simple,fixed,8,0,32,-254,-73,3,71,-105,-65,-104,88,88
m4_5_05,5,simple,fixed,8,0,11,-278,-71,59,60,-88,-62,-121,128,98
m4_6_01,6,simple,fixed,8,0,24,-142,-137,-29,62,-97,-34,-96,75,5
m4_6_02,6,simple,fixed,8,0,60,-225,-94,38,-10,-107,-16,-114,132,24
m4_6_03,6,simple,fixed,8,0,67,-258,-99,13,14,-78,30,-125,107,12
m4_6_04,6,simple,fixed,8,0,44,-120,-118,-21,39,-93,-33,-101,61,-17
m4_6_05,6,simple,fixed,0,0,61,-176,-116,-21,35,-106,-42,-113,61,25
m4_7_01,7,simple,fixed,4,0,35,-86,-99,-10,43,-95,-52,-79,33,-26
m4_7_02,7,simple,fixed,0,0,36,-92,-97,-46,35,-127,-86,-43,15,-18
m4_7_03,7,simple,fixed,4,0,24,-84,-115,-64,51,-125,-75,-43,31,-23
m4_7_04,7,simple,fixed,8,0,52,-142,-110,-5,10,-121,-66,-82,65,8
m4_7_05,7,simple,fixed,0,0,44,-100,-108,-22,31,-123,-71,-77,32,-15
m4_8_01,8,simple,fixed,4,0,29,-71,-93,-29,54,-99,-59,-77,28,-23
m4_8_02,8,simple,fixed,8,1,70,-181,-112,15,-26,-74,2,-92,83,0
m4_8_03,8,simple,fixed,8,1,68,-229,-74,28,6,-108,-32,-97,109,25
m4_8_04,8,simple,fixed,8,1,66,-138,-61,-21,15,-121,-11,-95,69,-33
m4_8_05,8,simple,fixed,8,1,43,-84,-104,-24,43,-96,-37,-100,46,-37
m4_9_01,9,simple,fixed,0,0,32,-95,-70,-27,21,-132,-100,-26,24,-7
m4_9_02,9,simple,fixed,8,0,61,-257,-47,33,-45,-88,-18,-82,134,47
m4_9_03,9,simple,fixed,8,0,53,-144,-87,-10,-12,-119,-26,-75,93,-22
m4_9_04,9,simple,fixed,8,0,71,-199,-95,15,-23,-116,-43,-85,78,29
m4_9_05,9,simple,fixed,8,0,61,-164,-93,5,-1,-105,-43,-84,73,17
m3_0_01,0,simple,fixed,4,0,49,-134,-156,-13,65,-164,-130,-100,59,-40
m3_0_02,0,simple,fixed,8,0,83,-245,-122,21,-4,-162,-84,-116,106,13
m3_0_03,0,simple,fixed,8,0,72,-203,-106,-8,39,-186,-92,-114,112,-30
m3_0_04,0,simple,fixed,0,1,86,-237,-152,29,21,-152,-85,-129,81,11
m3_0_05,0,simple,fixed,8,0,92,-244,-139,19,21,-177,-76,-154,114,15
m3_1_01,1,simple,fixed,0,0,64,-145,-175,-51,63,-164,-95,-110,42,-31
m3_1_02,1,simple,fixed,4,0,48,-134,-154,-37,82,-152,-97,-124,53,-26
m3_1_03,1,simple,fixed,4,0,59,-138,-169,-57,61,-155,-105,-94,47,-35
m3_1_04,1,simple,fixed,4,0,52,-135,-156,-31,79,-149,-93,-127,53,-29
m3_1_05,1,simple,fixed,4,0,52,-141,-126,-60,101,-181,-113,-111,56,-57
m3_2_01,2,simple,fixed,4,0,18,-130,-159,-92,133,-164,-120,-118,41,-1
m3_2_02,2,simple,fixed,4,0,18,-130,-159,-92,133,-164,-120,-118,41,-1
m3_2_03,2,simple,fixed,8,0,72,-236,-157,12,56,-137,-45,-155,82,-5
m3_2_04,2,simple,fixed,8,0,60,-189,-144,-50,78,-157,-55,-142,86,-21
m3_2_05,2,simple,fixed,8,0,88,-213,-79,-29,71,-193,-71,-189,103,-10
m3_3_01,3,simple,fixed,8,0,76,-246,-67,46,-1,-192,-101,-109,121,13
m3_3_02,3,simple,fixed,8,0,82,-241,-119,1,19,-159,-25,-149,123,-14
m3_3_03,3,simple,fixed,8,0,53,-230,-93,-5,49,-171,-92,-78,104,-9
m3_3_04,3,simple,fixed,8,0,54,-202,-136,17,43,-175,-85,-143,104,11
m3_3_05,3,simple,fixed,8,0,85,-250,-136,10,15,-127,-31,-133,111,-2
m3_4_01,4,simple,fixed,8,0,51,-227,-130,-23,78,-210,-159,-97,93,32
m3_4_02,4,simple,fixed,8,0,52,-147,-136,-14,60,-164,-108,-123,79,-30
m3_4_03,4,simple,fixed,0,0,126,-177,-129,-24,-27,-172,-47,-133,80,-81
m3_4_04,4,simple,fixed,8,0,71,-202,-73,-3,47,-219,-91,-151,146,-44
m3_4_05,4,simple,fixed,4,1,-19,-218,-104,36,144,-188,-183,-117,138,63
m3_5_01,5,simple,fixed,8,0,85,-272,-101,36,-25,-156,-63,-111,143,24
m3_5_02,5,simple,fixed,8,0,72,-356,-126,5,8,-117,-2,-111,154,32
m3_5_03,5,simple,fixed,4,0,36,-205,-149,-55,117,-151,-76,-141,58,10
m3_5_04,5,simple,fixed,8,0,53,-199,-144,-6,47,-153,-60,-144,106,7
m3_5_05,5,simple,fixed,8,0,68,-237,-204,-16,36,-79,43,-163,93,-57
m3_6_01,6,simple,fixed,8,0,66,-153,-128,-67,58,-208,-98,-106,75,-34
m3_6_02,6,simple,fixed,4,0,64,-166,-124,-46,68,-176,-74,-132,68,-24
m3_6_03,6,simple,fixed,8,0,86,-222,-140,12,40,-156,-51,-174,91,-4
m3_6_04,6,simple,fixed,8,0,65,-208,-157,-17,47,-144,-57,-135,89,3
m3_6_05,6,simple,fixed,8,0,66,-204,-145,-12,43,-165,-75,-116,93,-13
m3_7_01,7,simple,fixed,8,0,68,-153,-165,-59,20,-154,-59,-110,99,-44
m3_7_02,7,simple,fixed,8,0,96,-238,-146,12,-23,-164,-68,-101,112,-7
m3_7_03,7,simple,fixed,8,0,83,-217,-163,-7,4,-161,-70,-111,106,-18
m3_7_04,7,simple,fixed,8,0,44,-147,-161,-63,62,-160,-96,-108,67,-1
m3_7_05,7,simple,fixed,8,0,78,-206,-163,-1,13,-162,-82,-119,85,9
m3_8_01,8,simple,fixed,8,1,75,-216,-88,0,24,-185,-65,-137,132,-15
m3_8_02,8,simple,fixed,8,1,87,-207,-121,-20,2,-174,-48,-103,107,-39
m3_8_03,8,simple,fixed,8,1,100,-192,-77,-6,-16,-208,-90,-115,121,-41
m3_8_04,8,simple,fixed,8,1,62,-163,-82,-60,59,-209,-91,-131,115,-46
m3_8_05,8,simple,fixed,8,1,67,-183,-101,-12,61,-195,-100,-126,89,-23
m3_9_01,9,simple,fixed,8,0,42,-143,-157,-29,75,-164,-69,-134,77,-57
m3_9_02,9,simple,fixed,0,0,81,-162,-115,-32,21,-188,-102,-95,78,-49
m3_9_03,9,simple,fixed,8,0,55,-167,-141,-5,73,-171,-89,-133,79,-46
m3_9_04,9,simple,fixed,8,0,68,-199,-140,0,43,-181,-95,-144,100,-3
m3_9_05,9,simple,fixed,8,0,46,-170,-128,-46,61,-186,-119,-102,84,-1
m7_0_01,0,simple,fixed,4,0,39,-107,-151,-61,91,-151,-90,-120,37,-30
m7_0_02,0,simple,fixed,4,0,46,-112,-156,-46,82,-141,-81,-128,36,-33
m7_0_03,0,simple,fixed,4,0,49,-130,-143,-39,70,-152,-92,-110,46,-20
m7_0_04,0,simple,fixed,4,0,35,-110,-152,-48,93,-152,-95,-114,33,-24
m7_0_05,0,simple,fixed,4,0,50,-122,-157,-46,78,-141,-80,-132,40,-24
m7_1_01,1,simple,fixed,4,0,47,-120,-145,-48,77,-145,-86,-116,45,-27
m7_1_02,1,simple,fixed,4,0,52,-125,-146,-41,70,-146,-88,-119,45,-24
m7_1_03,1,simple,fixed,4,0,50,-117,-146,-45,71,-146,-89,-114,42,-30
