sample_id,filename,label,writer_id,folder,source_relative,simple_relative,full_relative,fixed_simple_relative,fixed_full_relative,full_roi_valid,full_foreground_pixels,full_threshold,full_roi_left,full_roi_top,full_roi_right,full_roi_bottom,batch,input_sha256,pipeline_sha256
m1_2_01,m1_2_01.jpg,2,m1,2,2/m1_2_01.jpg,batches/digits_190_001/processed_simple/2/m1_2_01.pgm,batches/digits_190_001/processed_full/2/m1_2_01.pgm,batches/digits_190_001/fixed_input/simple/2/m1_2_01.txt,batches/digits_190_001/fixed_input/full/2/m1_2_01.txt,1,673,103,33,32,81,71,digits_190_001,40d157341778058a46a5f524b91deb1929c1c73934b859689300fcb5ec9c981e,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_2_02,m1_2_02.jpg,2,m1,2,2/m1_2_02.jpg,batches/digits_190_001/processed_simple/2/m1_2_02.pgm,batches/digits_190_001/processed_full/2/m1_2_02.pgm,batches/digits_190_001/fixed_input/simple/2/m1_2_02.txt,batches/digits_190_001/fixed_input/full/2/m1_2_02.txt,1,690,105,32,32,83,79,digits_190_001,75ae0aca4022b98541c24e7eeee2407ee030e4a7f6d3181a952ec1e935308e5d,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_2_03,m1_2_03.jpg,2,m1,2,2/m1_2_03.jpg,batches/digits_190_001/processed_simple/2/m1_2_03.pgm,batches/digits_190_001/processed_full/2/m1_2_03.pgm,batches/digits_190_001/fixed_input/simple/2/m1_2_03.txt,batches/digits_190_001/fixed_input/full/2/m1_2_03.txt,1,828,104,33,32,84,94,digits_190_001,0c6d2c86f713c39e359e517477dc7b3bfe2f455ca0bcf4a6e8c1d68ce5c55d89,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_2_04,m1_2_04.jpg,2,m1,2,2/m1_2_04.jpg,batches/digits_190_001/processed_simple/2/m1_2_04.pgm,batches/digits_190_001/processed_full/2/m1_2_04.pgm,batches/digits_190_001/fixed_input/simple/2/m1_2_04.txt,batches/digits_190_001/fixed_input/full/2/m1_2_04.txt,1,702,100,32,32,85,77,digits_190_001,ede4fc29bc5cd595bc7283f29b1d0bfa311720ec4203542e5c92b0f61d0116e7,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_2_05,m1_2_05.jpg,2,m1,2,2/m1_2_05.jpg,batches/digits_190_001/processed_simple/2/m1_2_05.pgm,batches/digits_190_001/processed_full/2/m1_2_05.pgm,batches/digits_190_001/fixed_input/simple/2/m1_2_05.txt,batches/digits_190_001/fixed_input/full/2/m1_2_05.txt,1,567,96,32,32,77,78,digits_190_001,130c7b01bfe549a11b86af79420f857cfe8b630e4ff64a3e0826c04fb42dec75,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_3_01,m1_3_01.jpg,3,m1,3,3/m1_3_01.jpg,batches/digits_190_001/processed_simple/3/m1_3_01.pgm,batches/digits_190_001/processed_full/3/m1_3_01.pgm,batches/digits_190_001/fixed_input/simple/3/m1_3_01.txt,batches/digits_190_001/fixed_input/full/3/m1_3_01.txt,1,903,102,32,32,84,105,digits_190_001,9fb3ecd3787312601985859f76c1ba7ccd93f807b698c3d4ddd380c2a408d323,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_3_02,m1_3_02.jpg,3,m1,3,3/m1_3_02.jpg,batches/digits_190_001/processed_simple/3/m1_3_02.pgm,batches/digits_190_001/processed_full/3/m1_3_02.pgm,batches/digits_190_001/fixed_input/simple/3/m1_3_02.txt,batches/digits_190_001/fixed_input/full/3/m1_3_02.txt,1,776,101,32,32,68,99,digits_190_001,f458ec9583b597951d91660671ac9e85fcf737f0e81e8d76096d17f1ed9b7122,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_3_03,m1_3_03.jpg,3,m1,3,3/m1_3_03.jpg,batches/digits_190_001/processed_simple/3/m1_3_03.pgm,batches/digits_190_001/processed_full/3/m1_3_03.pgm,batches/digits_190_001/fixed_input/simple/3/m1_3_03.txt,batches/digits_190_001/fixed_input/full/3/m1_3_03.txt,1,815,103,32,32,67,104,digits_190_001,e4c0a9b46490abe2015cd4992b713d32cab956506b6b188fc1a93f0cc7816f0a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_3_04,m1_3_04.jpg,3,m1,3,3/m1_3_04.jpg,batches/digits_190_001/processed_simple/3/m1_3_04.pgm,batches/digits_190_001/processed_full/3/m1_3_04.pgm,batches/digits_190_001/fixed_input/simple/3/m1_3_04.txt,batches/digits_190_001/fixed_input/full/3/m1_3_04.txt,1,680,95,32,32,69,89,digits_190_001,5d299c53183b2083e9b37c40ec26b2d4b5e93fa236b3a47f50859b0789000cb9,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_3_05,m1_3_05.jpg,3,m1,3,3/m1_3_05.jpg,batches/digits_190_001/processed_simple/3/m1_3_05.pgm,batches/digits_190_001/processed_full/3/m1_3_05.pgm,batches/digits_190_001/fixed_input/simple/3/m1_3_05.txt,batches/digits_190_001/fixed_input/full/3/m1_3_05.txt,1,608,93,33,33,67,103,digits_190_001,9e0d26fcd3809edaa257c1574a4b840fc3d077e6ef6aed59082dc47d83e18060,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_4_01,m1_4_01.jpg,4,m1,4,4/m1_4_01.jpg,batches/digits_190_001/processed_simple/4/m1_4_01.pgm,batches/digits_190_001/processed_full/4/m1_4_01.pgm,batches/digits_190_001/fixed_input/simple/4/m1_4_01.txt,batches/digits_190_001/fixed_input/full/4/m1_4_01.txt,1,885,99,33,33,83,95,digits_190_001,5ca2cd18d5285da00c02fed14913b292d0f4f161c80ec3b223eb737e8bc4514f,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_4_02,m1_4_02.jpg,4,m1,4,4/m1_4_02.jpg,batches/digits_190_001/processed_simple/4/m1_4_02.pgm,batches/digits_190_001/processed_full/4/m1_4_02.pgm,batches/digits_190_001/fixed_input/simple/4/m1_4_02.txt,batches/digits_190_001/fixed_input/full/4/m1_4_02.txt,1,912,102,33,32,83,102,digits_190_001,fbc3ad2cbe1c9053f8e72ed85ea6f9a7dad7c124b95a53ad6a7375137f532ec9,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_4_03,m1_4_03.jpg,4,m1,4,4/m1_4_03.jpg,batches/digits_190_001/processed_simple/4/m1_4_03.pgm,batches/digits_190_001/processed_full/4/m1_4_03.pgm,batches/digits_190_001/fixed_input/simple/4/m1_4_03.txt,batches/digits_190_001/fixed_input/full/4/m1_4_03.txt,1,1009,97,32,33,84,100,digits_190_001,d9d32cb46de3adc2ca0af28006304963d10fe3df9222accabf0381c429b35ab6,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_4_04,m1_4_04.jpg,4,m1,4,4/m1_4_04.jpg,batches/digits_190_001/processed_simple/4/m1_4_04.pgm,batches/digits_190_001/processed_full/4/m1_4_04.pgm,batches/digits_190_001/fixed_input/simple/4/m1_4_04.txt,batches/digits_190_001/fixed_input/full/4/m1_4_04.txt,1,849,91,33,33,83,98,digits_190_001,9426800c3c4a4481a1943b5fe0b568714c9585520f94c06e24b0a3bd3bb6a320,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_4_05,m1_4_05.jpg,4,m1,4,4/m1_4_05.jpg,batches/digits_190_001/processed_simple/4/m1_4_05.pgm,batches/digits_190_001/processed_full/4/m1_4_05.pgm,batches/digits_190_001/fixed_input/simple/4/m1_4_05.txt,batches/digits_190_001/fixed_input/full/4/m1_4_05.txt,1,897,89,32,33,80,105,digits_190_001,9b9139dfb4d7e98e1afdd4d97218f8c4a72d94954683b7c3cc57d38ed64df040,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_5_01,m1_5_01.jpg,5,m1,5,5/m1_5_01.jpg,batches/digits_190_001/processed_simple/5/m1_5_01.pgm,batches/digits_190_001/processed_full/5/m1_5_01.pgm,batches/digits_190_001/fixed_input/simple/5/m1_5_01.txt,batches/digits_190_001/fixed_input/full/5/m1_5_01.txt,1,921,99,33,33,84,93,digits_190_001,52acf0615d31330aafd248700cb696f6f8d6eefcfe3927a63ab1705c8873b53a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_5_02,m1_5_02.jpg,5,m1,5,5/m1_5_02.jpg,batches/digits_190_001/processed_simple/5/m1_5_02.pgm,batches/digits_190_001/processed_full/5/m1_5_02.pgm,batches/digits_190_001/fixed_input/simple/5/m1_5_02.txt,batches/digits_190_001/fixed_input/full/5/m1_5_02.txt,1,947,97,32,32,84,93,digits_190_001,f1db86b31638979b761980506ca5db15c463512214e4e9232f7da89956bee814,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_5_03,m1_5_03.jpg,5,m1,5,5/m1_5_03.jpg,batches/digits_190_001/processed_simple/5/m1_5_03.pgm,batches/digits_190_001/processed_full/5/m1_5_03.pgm,batches/digits_190_001/fixed_input/simple/5/m1_5_03.txt,batches/digits_190_001/fixed_input/full/5/m1_5_03.txt,1,879,96,33,33,86,87,digits_190_001,c2cb40fe73df8c49397b9ca3f45e4866ec701f864159ecc0100c8cbc56b9f22b,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_5_04,m1_5_04.jpg,5,m1,5,5/m1_5_04.jpg,batches/digits_190_001/processed_simple/5/m1_5_04.pgm,batches/digits_190_001/processed_full/5/m1_5_04.pgm,batches/digits_190_001/fixed_input/simple/5/m1_5_04.txt,batches/digits_190_001/fixed_input/full/5/m1_5_04.txt,1,792,92,32,32,74,92,digits_190_001,b83786f135831366634a76deab78b27ff4b4b326f1fd7810b68218bd0bf6eab8,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_5_05,m1_5_05.jpg,5,m1,5,5/m1_5_05.jpg,batches/digits_190_001/processed_simple/5/m1_5_05.pgm,batches/digits_190_001/processed_full/5/m1_5_05.pgm,batches/digits_190_001/fixed_input/simple/5/m1_5_05.txt,batches/digits_190_001/fixed_input/full/5/m1_5_05.txt,1,741,88,33,32,82,87,digits_190_001,06a8508108d64bbb8656b8764dbf8eb18cec584d64f357651e37a02c3b3f13e1,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_6_01,m1_6_01.jpg,6,m1,6,6/m1_6_01.jpg,batches/digits_190_001/processed_simple/6/m1_6_01.pgm,batches/digits_190_001/processed_full/6/m1_6_01.pgm,batches/digits_190_001/fixed_input/simple/6/m1_6_01.txt,batches/digits_190_001/fixed_input/full/6/m1_6_01.txt,1,779,96,32,32,64,107,digits_190_001,a6f09586c8da55ea7083269b8fbd15d22200c979196a3639c07b9b06fbd1fdde,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_6_02,m1_6_02.jpg,6,m1,6,6/m1_6_02.jpg,batches/digits_190_001/processed_simple/6/m1_6_02.pgm,batches/digits_190_001/processed_full/6/m1_6_02.pgm,batches/digits_190_001/fixed_input/simple/6/m1_6_02.txt,batches/digits_190_001/fixed_input/full/6/m1_6_02.txt,1,904,94,32,33,72,100,digits_190_001,67c749e71fa2801626d66202565d9dd818d06b3247e950dd2f041a5b9cdb4fb2,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_6_03,m1_6_03.jpg,6,m1,6,6/m1_6_03.jpg,batches/digits_190_001/processed_simple/6/m1_6_03.pgm,batches/digits_190_001/processed_full/6/m1_6_03.pgm,batches/digits_190_001/fixed_input/simple/6/m1_6_03.txt,batches/digits_190_001/fixed_input/full/6/m1_6_03.txt,1,761,94,33,33,67,91,digits_190_001,50c2cc2bcd5466b29956a2bd28f4536ac04825f2f862c2b8720828a6d7ed494b,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_6_04,m1_6_04.jpg,6,m1,6,6/m1_6_04.jpg,batches/digits_190_001/processed_simple/6/m1_6_04.pgm,batches/digits_190_001/processed_full/6/m1_6_04.pgm,batches/digits_190_001/fixed_input/simple/6/m1_6_04.txt,batches/digits_190_001/fixed_input/full/6/m1_6_04.txt,1,750,89,33,32,70,93,digits_190_001,84e4e7c1a042c1a15e21bcb262f8218492b44065e355973e2b61adaca4d03817,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_6_05,m1_6_05.jpg,6,m1,6,6/m1_6_05.jpg,batches/digits_190_001/processed_simple/6/m1_6_05.pgm,batches/digits_190_001/processed_full/6/m1_6_05.pgm,batches/digits_190_001/fixed_input/simple/6/m1_6_05.txt,batches/digits_190_001/fixed_input/full/6/m1_6_05.txt,1,711,88,32,33,66,93,digits_190_001,2498894d9e0cff255ee6cb1c08beb2de79e9901fe6ffc79bcdfb2ff010d9a428,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_7_01,m1_7_01.jpg,7,m1,7,7/m1_7_01.jpg,batches/digits_190_001/processed_simple/7/m1_7_01.pgm,batches/digits_190_001/processed_full/7/m1_7_01.pgm,batches/digits_190_001/fixed_input/simple/7/m1_7_01.txt,batches/digits_190_001/fixed_input/full/7/m1_7_01.txt,1,669,93,32,33,74,98,digits_190_001,7a4af8b8b66a5a102cef0b7a7b92eb0aa66275bd5bc24c36ef4346f8cd6c96b2,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_7_02,m1_7_02.jpg,7,m1,7,7/m1_7_02.jpg,batches/digits_190_001/processed_simple/7/m1_7_02.pgm,batches/digits_190_001/processed_full/7/m1_7_02.pgm,batches/digits_190_001/fixed_input/simple/7/m1_7_02.txt,batches/digits_190_001/fixed_input/full/7/m1_7_02.txt,1,769,95,32,32,79,92,digits_190_001,ee6f5d4cc9705e8704865f4f6adf72f6494b6fa97b02c4ccd79d0d15fdce9fe6,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_7_03,m1_7_03.jpg,7,m1,7,7/m1_7_03.jpg,batches/digits_190_001/processed_simple/7/m1_7_03.pgm,batches/digits_190_001/processed_full/7/m1_7_03.pgm,batches/digits_190_001/fixed_input/simple/7/m1_7_03.txt,batches/digits_190_001/fixed_input/full/7/m1_7_03.txt,1,708,91,32,32,76,88,digits_190_001,3f32fc595f95195ff6b0f7bb04bc17fbdff1ed61f253e0c904aea7cd1315b666,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_7_04,m1_7_04.jpg,7,m1,7,7/m1_7_04.jpg,batches/digits_190_001/processed_simple/7/m1_7_04.pgm,batches/digits_190_001/processed_full/7/m1_7_04.pgm,batches/digits_190_001/fixed_input/simple/7/m1_7_04.txt,batches/digits_190_001/fixed_input/full/7/m1_7_04.txt,1,645,91,33,32,72,88,digits_190_001,1c939abfca4416b19f3f70ab9ad38be29bfb29138dda47673916a0e9dc788bc2,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_7_05,m1_7_05.jpg,7,m1,7,7/m1_7_05.jpg,batches/digits_190_001/processed_simple/7/m1_7_05.pgm,batches/digits_190_001/processed_full/7/m1_7_05.pgm,batches/digits_190_001/fixed_input/simple/7/m1_7_05.txt,batches/digits_190_001/fixed_input/full/7/m1_7_05.txt,1,710,88,32,33,77,95,digits_190_001,128d6239c6af94735de314f6177ec03939c3db6e1702307877d37a98a52e8fc7,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_8_01,m1_8_01.jpg,8,m1,8,8/m1_8_01.jpg,batches/digits_190_001/processed_simple/8/m1_8_01.pgm,batches/digits_190_001/processed_full/8/m1_8_01.pgm,batches/digits_190_001/fixed_input/simple/8/m1_8_01.txt,batches/digits_190_001/fixed_input/full/8/m1_8_01.txt,1,1179,90,32,32,93,93,digits_190_001,1096b29ec4ce0c7a7db5c9e23c071443c4a235627d43b0061f48d51a02cbf8ef,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_8_02,m1_8_02.jpg,8,m1,8,8/m1_8_02.jpg,batches/digits_190_001/processed_simple/8/m1_8_02.pgm,batches/digits_190_001/processed_full/8/m1_8_02.pgm,batches/digits_190_001/fixed_input/simple/8/m1_8_02.txt,batches/digits_190_001/fixed_input/full/8/m1_8_02.txt,1,1154,94,32,32,80,98,digits_190_001,f7898a85aaeadd89ec5a91aca925b8a7180133a3d3ce785f1bc887a9dad4f131,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_8_03,m1_8_03.jpg,8,m1,8,8/m1_8_03.jpg,batches/digits_190_001/processed_simple/8/m1_8_03.pgm,batches/digits_190_001/processed_full/8/m1_8_03.pgm,batches/digits_190_001/fixed_input/simple/8/m1_8_03.txt,batches/digits_190_001/fixed_input/full/8/m1_8_03.txt,1,1036,92,33,33,91,91,digits_190_001,b7302912d1ab5972e7ba7dabc80c12058242aab9b85ff72b09e6939913f5d6fe,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_8_04,m1_8_04.jpg,8,m1,8,8/m1_8_04.jpg,batches/digits_190_001/processed_simple/8/m1_8_04.pgm,batches/digits_190_001/processed_full/8/m1_8_04.pgm,batches/digits_190_001/fixed_input/simple/8/m1_8_04.txt,batches/digits_190_001/fixed_input/full/8/m1_8_04.txt,1,1057,89,32,32,83,99,digits_190_001,9ca666bcb57cbc6b9f5aca122e2e595091fc45a575e511bc4607280b88bb46de,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_8_05,m1_8_05.jpg,8,m1,8,8/m1_8_05.jpg,batches/digits_190_001/processed_simple/8/m1_8_05.pgm,batches/digits_190_001/processed_full/8/m1_8_05.pgm,batches/digits_190_001/fixed_input/simple/8/m1_8_05.txt,batches/digits_190_001/fixed_input/full/8/m1_8_05.txt,1,932,87,33,32,80,90,digits_190_001,5b001c1bfdbf81cbef909a8dfa30643fb78893567d0c9671ac69873db3836fe2,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_9_01,m1_9_01.jpg,9,m1,9,9/m1_9_01.jpg,batches/digits_190_001/processed_simple/9/m1_9_01.pgm,batches/digits_190_001/processed_full/9/m1_9_01.pgm,batches/digits_190_001/fixed_input/simple/9/m1_9_01.txt,batches/digits_190_001/fixed_input/full/9/m1_9_01.txt,1,1032,89,32,32,77,102,digits_190_001,862c3ea6877610b4c42015d790ad989e21d4f253895242f8b75b38730b844125,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_9_02,m1_9_02.jpg,9,m1,9,9/m1_9_02.jpg,batches/digits_190_001/processed_simple/9/m1_9_02.pgm,batches/digits_190_001/processed_full/9/m1_9_02.pgm,batches/digits_190_001/fixed_input/simple/9/m1_9_02.txt,batches/digits_190_001/fixed_input/full/9/m1_9_02.txt,1,1075,94,33,33,81,112,digits_190_001,d8df0bc0f3c6885366fdc0930291874bd48d2c15101d6bbcfd2cef067b0400d6,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_9_03,m1_9_03.jpg,9,m1,9,9/m1_9_03.jpg,batches/digits_190_001/processed_simple/9/m1_9_03.pgm,batches/digits_190_001/processed_full/9/m1_9_03.pgm,batches/digits_190_001/fixed_input/simple/9/m1_9_03.txt,batches/digits_190_001/fixed_input/full/9/m1_9_03.txt,1,945,91,32,32,78,93,digits_190_001,0baed1582cbb8c06dc909d28a0f97bc4795fba5208ded5eb24040cecac39a3a0,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_9_04,m1_9_04.jpg,9,m1,9,9/m1_9_04.jpg,batches/digits_190_001/processed_simple/9/m1_9_04.pgm,batches/digits_190_001/processed_full/9/m1_9_04.pgm,batches/digits_190_001/fixed_input/simple/9/m1_9_04.txt,batches/digits_190_001/fixed_input/full/9/m1_9_04.txt,1,932,88,33,32,79,89,digits_190_001,234a043af1d4a02e9e84f7c12bf41e9ca99fa4c694e2255a653ba0edcbc8d6a2,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m1_9_05,m1_9_05.jpg,9,m1,9,9/m1_9_05.jpg,batches/digits_190_001/processed_simple/9/m1_9_05.pgm,batches/digits_190_001/processed_full/9/m1_9_05.pgm,batches/digits_190_001/fixed_input/simple/9/m1_9_05.txt,batches/digits_190_001/fixed_input/full/9/m1_9_05.txt,1,880,88,32,22,75,89,digits_190_001,3d420297862bf09f59c92a478478338862e3f5200ac7eef352a02c4a3ea5e6a9,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_0_01,m6_0_01.png,0,m6,0,0/m6_0_01.png,batches/digits_190_001/processed_simple/0/m6_0_01.pgm,batches/digits_190_001/processed_full/0/m6_0_01.pgm,batches/digits_190_001/fixed_input/simple/0/m6_0_01.txt,batches/digits_190_001/fixed_input/full/0/m6_0_01.txt,1,3875,127,123,70,210,179,digits_190_001,4e9020432ec96f5ae641418e527c3398329cc0a08b1961281e7ac65e9e1a2d3e,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_0_02,m6_0_02.png,0,m6,0,0/m6_0_02.png,batches/digits_190_001/processed_simple/0/m6_0_02.pgm,batches/digits_190_001/processed_full/0/m6_0_02.pgm,batches/digits_190_001/fixed_input/simple/0/m6_0_02.txt,batches/digits_190_001/fixed_input/full/0/m6_0_02.txt,1,2948,123,84,62,165,150,digits_190_001,54d9dd6003a110e427ab1136a9a012ef54eb01da267ee43bc304d1aa2a4edef5,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_0_03,m6_0_03.png,0,m6,0,0/m6_0_03.png,batches/digits_190_001/processed_simple/0/m6_0_03.pgm,batches/digits_190_001/processed_full/0/m6_0_03.pgm,batches/digits_190_001/fixed_input/simple/0/m6_0_03.txt,batches/digits_190_001/fixed_input/full/0/m6_0_03.txt,1,2876,122,107,75,174,160,digits_190_001,b94ca53792d96a366b4353a6a5a1cd366f85369e5289159d3b8267040538c98a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_0_04,m6_0_04.png,0,m6,0,0/m6_0_04.png,batches/digits_190_001/processed_simple/0/m6_0_04.pgm,batches/digits_190_001/processed_full/0/m6_0_04.pgm,batches/digits_190_001/fixed_input/simple/0/m6_0_04.txt,batches/digits_190_001/fixed_input/full/0/m6_0_04.txt,1,3336,120,85,59,164,162,digits_190_001,da509ec7070c3435881f3eb4a26283673365a269383eb8b93c80b8a7aff9ad92,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
