filename,label,writer_id,folder,source_relative,simple_relative,full_relative,fixed_simple_relative,fixed_full_relative,full_roi_valid,full_foreground_pixels,full_threshold,full_roi_left,full_roi_top,full_roi_right,full_roi_bottom
m4_2_01.jpg,2,m4,2,2/m4_2_01.jpg,processed_simple/2/m4_2_01.pgm,processed_full/2/m4_2_01.pgm,fixed_input/simple/2/m4_2_01.txt,fixed_input/full/2/m4_2_01.txt,1,8685,109,48,47,262,405
m4_2_02.jpg,2,m4,2,2/m4_2_02.jpg,processed_simple/2/m4_2_02.pgm,processed_full/2/m4_2_02.pgm,fixed_input/simple/2/m4_2_02.txt,fixed_input/full/2/m4_2_02.txt,1,8940,113,38,53,256,408
m4_2_03.jpg,2,m4,2,2/m4_2_03.jpg,processed_simple/2/m4_2_03.pgm,processed_full/2/m4_2_03.pgm,fixed_input/simple/2/m4_2_03.txt,fixed_input/full/2/m4_2_03.txt,1,4259,96,0,102,237,318
m4_2_04.jpg,2,m4,2,2/m4_2_04.jpg,processed_simple/2/m4_2_04.pgm,processed_full/2/m4_2_04.pgm,fixed_input/simple/2/m4_2_04.txt,fixed_input/full/2/m4_2_04.txt,1,3853,102,23,17,105,262
m4_2_05.jpg,2,m4,2,2/m4_2_05.jpg,processed_simple/2/m4_2_05.pgm,processed_full/2/m4_2_05.pgm,fixed_input/simple/2/m4_2_05.txt,fixed_input/full/2/m4_2_05.txt,1,4164,105,47,128,184,324
m4_3_01.jpg,3,m4,3,3/m4_3_01.jpg,processed_simple/3/m4_3_01.pgm,processed_full/3/m4_3_01.pgm,fixed_input/simple/3/m4_3_01.txt,fixed_input/full/3/m4_3_01.txt,1,4506,82,76,86,210,455
m4_3_02.jpg,3,m4,3,3/m4_3_02.jpg,processed_simple/3/m4_3_02.pgm,processed_full/3/m4_3_02.pgm,fixed_input/simple/3/m4_3_02.txt,fixed_input/full/3/m4_3_02.txt,1,4362,93,175,105,297,370
m4_3_03.jpg,3,m4,3,3/m4_3_03.jpg,processed_simple/3/m4_3_03.pgm,processed_full/3/m4_3_03.pgm,fixed_input/simple/3/m4_3_03.txt,fixed_input/full/3/m4_3_03.txt,1,9000,92,115,101,267,420
m4_3_04.jpg,3,m4,3,3/m4_3_04.jpg,processed_simple/3/m4_3_04.pgm,processed_full/3/m4_3_04.pgm,fixed_input/simple/3/m4_3_04.txt,fixed_input/full/3/m4_3_04.txt,1,6165,95,63,114,244,338
m4_3_05.jpg,3,m4,3,3/m4_3_05.jpg,processed_simple/3/m4_3_05.pgm,processed_full/3/m4_3_05.pgm,fixed_input/simple/3/m4_3_05.txt,fixed_input/full/3/m4_3_05.txt,1,5637,95,113,100,230,435
m4_4_01.jpg,4,m4,4,4/m4_4_01.jpg,processed_simple/4/m4_4_01.pgm,processed_full/4/m4_4_01.pgm,fixed_input/simple/4/m4_4_01.txt,fixed_input/full/4/m4_4_01.txt,1,13898,86,2,107,300,479
m4_4_02.jpg,4,m4,4,4/m4_4_02.jpg,processed_simple/4/m4_4_02.pgm,processed_full/4/m4_4_02.pgm,fixed_input/simple/4/m4_4_02.txt,fixed_input/full/4/m4_4_02.txt,1,7124,100,84,74,270,431
m4_4_03.jpg,4,m4,4,4/m4_4_03.jpg,processed_simple/4/m4_4_03.pgm,processed_full/4/m4_4_03.pgm,fixed_input/simple/4/m4_4_03.txt,fixed_input/full/4/m4_4_03.txt,1,5053,104,135,90,237,395
m4_4_04.jpg,4,m4,4,4/m4_4_04.jpg,processed_simple/4/m4_4_04.pgm,processed_full/4/m4_4_04.pgm,fixed_input/simple/4/m4_4_04.txt,fixed_input/full/4/m4_4_04.txt,1,7531,108,193,72,342,382
m4_4_05.jpg,4,m4,4,4/m4_4_05.jpg,processed_simple/4/m4_4_05.pgm,processed_full/4/m4_4_05.pgm,fixed_input/simple/4/m4_4_05.txt,fixed_input/full/4/m4_4_05.txt,1,7258,109,79,112,237,370
m4_5_01.jpg,5,m4,5,5/m4_5_01.jpg,processed_simple/5/m4_5_01.pgm,processed_full/5/m4_5_01.pgm,fixed_input/simple/5/m4_5_01.txt,fixed_input/full/5/m4_5_01.txt,1,23534,61,82,143,349,479
m4_5_02.jpg,5,m4,5,5/m4_5_02.jpg,processed_simple/5/m4_5_02.pgm,processed_full/5/m4_5_02.pgm,fixed_input/simple/5/m4_5_02.txt,fixed_input/full/5/m4_5_02.txt,1,5454,81,69,128,231,379
m4_5_03.jpg,5,m4,5,5/m4_5_03.jpg,processed_simple/5/m4_5_03.pgm,processed_full/5/m4_5_03.pgm,fixed_input/simple/5/m4_5_03.txt,fixed_input/full/5/m4_5_03.txt,1,6579,90,121,88,302,357
m4_5_04.jpg,5,m4,5,5/m4_5_04.jpg,processed_simple/5/m4_5_04.pgm,processed_full/5/m4_5_04.pgm,fixed_input/simple/5/m4_5_04.txt,fixed_input/full/5/m4_5_04.txt,1,5596,93,128,122,257,305
m4_5_05.jpg,5,m4,5,5/m4_5_05.jpg,processed_simple/5/m4_5_05.pgm,processed_full/5/m4_5_05.pgm,fixed_input/simple/5/m4_5_05.txt,fixed_input/full/5/m4_5_05.txt,1,6212,95,56,73,191,325
m4_6_01.jpg,6,m4,6,6/m4_6_01.jpg,processed_simple/6/m4_6_01.pgm,processed_full/6/m4_6_01.pgm,fixed_input/simple/6/m4_6_01.txt,fixed_input/full/6/m4_6_01.txt,1,6204,87,72,32,243,357
m4_6_02.jpg,6,m4,6,6/m4_6_02.jpg,processed_simple/6/m4_6_02.pgm,processed_full/6/m4_6_02.pgm,fixed_input/simple/6/m4_6_02.txt,fixed_input/full/6/m4_6_02.txt,1,3610,91,58,100,150,280
m4_6_03.jpg,6,m4,6,6/m4_6_03.jpg,processed_simple/6/m4_6_03.pgm,processed_full/6/m4_6_03.pgm,fixed_input/simple/6/m4_6_03.txt,fixed_input/full/6/m4_6_03.txt,1,3567,91,85,52,185,203
m4_6_04.jpg,6,m4,6,6/m4_6_04.jpg,processed_simple/6/m4_6_04.pgm,processed_full/6/m4_6_04.pgm,fixed_input/simple/6/m4_6_04.txt,fixed_input/full/6/m4_6_04.txt,1,3639,98,162,118,286,336
m4_6_05.jpg,6,m4,6,6/m4_6_05.jpg,processed_simple/6/m4_6_05.pgm,processed_full/6/m4_6_05.pgm,fixed_input/simple/6/m4_6_05.txt,fixed_input/full/6/m4_6_05.txt,1,2309,102,90,64,156,208
m4_7_01.jpg,7,m4,7,7/m4_7_01.jpg,processed_simple/7/m4_7_01.pgm,processed_full/7/m4_7_01.pgm,fixed_input/simple/7/m4_7_01.txt,fixed_input/full/7/m4_7_01.txt,1,2952,102,118,110,229,328
m4_7_02.jpg,7,m4,7,7/m4_7_02.jpg,processed_simple/7/m4_7_02.pgm,processed_full/7/m4_7_02.pgm,fixed_input/simple/7/m4_7_02.txt,fixed_input/full/7/m4_7_02.txt,1,5019,88,53,80,175,393
m4_7_03.jpg,7,m4,7,7/m4_7_03.jpg,processed_simple/7/m4_7_03.pgm,processed_full/7/m4_7_03.pgm,fixed_input/simple/7/m4_7_03.txt,fixed_input/full/7/m4_7_03.txt,1,3443,93,56,78,137,399
m4_7_04.jpg,7,m4,7,7/m4_7_04.jpg,processed_simple/7/m4_7_04.pgm,processed_full/7/m4_7_04.pgm,fixed_input/simple/7/m4_7_04.txt,fixed_input/full/7/m4_7_04.txt,1,3710,94,78,103,177,370
m4_7_05.jpg,7,m4,7,7/m4_7_05.jpg,processed_simple/7/m4_7_05.pgm,processed_full/7/m4_7_05.pgm,fixed_input/simple/7/m4_7_05.txt,fixed_input/full/7/m4_7_05.txt,1,4467,97,43,68,220,404
m4_8_01.jpg,8,m4,8,8/m4_8_01.jpg,processed_simple/8/m4_8_01.pgm,processed_full/8/m4_8_01.pgm,fixed_input/simple/8/m4_8_01.txt,fixed_input/full/8/m4_8_01.txt,1,1433,93,26,56,87,193
m4_8_02.jpg,8,m4,8,8/m4_8_02.jpg,processed_simple/8/m4_8_02.pgm,processed_full/8/m4_8_02.pgm,fixed_input/simple/8/m4_8_02.txt,fixed_input/full/8/m4_8_02.txt,1,5378,92,114,134,254,406
m4_8_03.jpg,8,m4,8,8/m4_8_03.jpg,processed_simple/8/m4_8_03.pgm,processed_full/8/m4_8_03.pgm,fixed_input/simple/8/m4_8_03.txt,fixed_input/full/8/m4_8_03.txt,1,6238,93,81,130,188,394
m4_8_04.jpg,8,m4,8,8/m4_8_04.jpg,processed_simple/8/m4_8_04.pgm,processed_full/8/m4_8_04.pgm,fixed_input/simple/8/m4_8_04.txt,fixed_input/full/8/m4_8_04.txt,1,12742,92,160,112,425,412
m4_8_05.jpg,8,m4,8,8/m4_8_05.jpg,processed_simple/8/m4_8_05.pgm,processed_full/8/m4_8_05.pgm,fixed_input/simple/8/m4_8_05.txt,fixed_input/full/8/m4_8_05.txt,1,3661,94,122,237,211,426
m4_9_01.jpg,9,m4,9,9/m4_9_01.jpg,processed_simple/9/m4_9_01.pgm,processed_full/9/m4_9_01.pgm,fixed_input/simple/9/m4_9_01.txt,fixed_input/full/9/m4_9_01.txt,1,4667,89,20,71,131,428
m4_9_02.jpg,9,m4,9,9/m4_9_02.jpg,processed_simple/9/m4_9_02.pgm,processed_full/9/m4_9_02.pgm,fixed_input/simple/9/m4_9_02.txt,fixed_input/full/9/m4_9_02.txt,1,3629,89,45,141,125,428
m4_9_03.jpg,9,m4,9,9/m4_9_03.jpg,processed_simple/9/m4_9_03.pgm,processed_full/9/m4_9_03.pgm,fixed_input/simple/9/m4_9_03.txt,fixed_input/full/9/m4_9_03.txt,1,4510,94,47,82,234,402
m4_9_04.jpg,9,m4,9,9/m4_9_04.jpg,processed_simple/9/m4_9_04.pgm,processed_full/9/m4_9_04.pgm,fixed_input/simple/9/m4_9_04.txt,fixed_input/full/9/m4_9_04.txt,1,5768,90,101,116,213,378
m4_9_05.jpg,9,m4,9,9/m4_9_05.jpg,processed_simple/9/m4_9_05.pgm,processed_full/9/m4_9_05.pgm,fixed_input/simple/9/m4_9_05.txt,fixed_input/full/9/m4_9_05.txt,1,3620,93,76,166,190,370
